更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,上場市場名,事業内容
2024-08-01,奈良フォークリフト株式会社,リース,求人なし,奈良県橿原市五井町220,1970,代表取締役 山本 清,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東運サービス株式会社,リース,求人なし,兵庫県神戸市中央区新港町10-3,1962,代表取締役 織田 壽男,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,芝信用金庫,信用金庫・信用組合・労働金庫,求人なし,東京都港区新橋6-23-1,1925,代表理事 石原 哲夫,"7,124 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,大東京信用組合,信用金庫・信用組合・労働金庫,求人なし,東京都港区東新橋2-6-10,1952,代表理事 柳沢 祥二,"10,455 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社ＭＩＮＡＴＯ,リース,求人なし,兵庫県神戸市中央区脇浜町3-7-5,1969,代表取締役 三好 一真,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社アイビー神戸,保険代理店,求人なし,兵庫県神戸市中央区御幸通4-2-15三宮米本ビル 6Ｆ,1974,代表取締役 宮田 勝利,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ロッコーエンジニアリング,リース,求人なし,兵庫県神戸市中央区中山手通3-11-101102,1984,代表取締役 大牟田 守,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東山口信用金庫,信用金庫・信用組合・労働金庫,求人なし,山口県防府市天神1-12-18,1991,代表理事 松原 正雄,814 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,エスピーシステム株式会社,保険代理店,求人なし,兵庫県神戸市東灘区本山中町4-2-3サンコー神戸本山ビル 5Ｆ,1979,代表取締役 山岡 洋二,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,晶光商事株式会社,その他金融,求人なし,東京都新宿区新宿3-3-9伍名館 6Ｆ,1978,代表取締役 谷川 知弘,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ポート,リース,無,兵庫県神戸市中央区脇浜町3-7-5,1997,代表取締役 三好 一真,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,岡田産業株式会社,保険代理店,求人なし,山口県周南市築港町10-10,1977,代表取締役 岡田 幹矢,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,大阪府医師信用組合,信用金庫・信用組合・労働金庫,求人なし,大阪府大阪市天王寺区清水谷町19-14,1952,理事長 上辻 浩夫,351 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ＭＩＲＡＩ株式会社,クレジット・信販（ノンバンク）,求人なし,東京都江東区木場2-17-16ビサイド木場 6Ｆ,1994,代表取締役 海老原 昭行,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,スズキファイナンス株式会社,クレジット・信販（ノンバンク）,求人なし,静岡県浜松市中央区高塚町300,1966,代表取締役 鈴木 敏明,99 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社レンタックス,リース,求人なし,山口県周南市富田2-3-25,2001,代表取締役 藤井 一之,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,近畿産業信用組合,信用金庫・信用組合・労働金庫,求人なし,大阪府大阪市中央区淡路町2-1-3,1953,代表理事 大本 崇博,"25,700 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東京労働者共済生活協同組合,その他金融,求人なし,東京都新宿区西新宿7-20-8全労済東京会館,1957,代表理事 岡 啓次郎,"14,000 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ＮＩＳＳＨＯ,リース,求人なし,大阪府大阪市福島区海老江5-1-1さくら野田ビル 6Ｆ,1969,代表取締役 姫野 康通,88 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,サンベビー株式会社,リース,求人なし,兵庫県神戸市西区上新地3-2-9,1963,代表取締役 小西 映,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社マルイ,その他金融,求人なし,東京都新宿区高田馬場2-19-7タックイレブン高田馬場 603,1979,代表取締役 山本 静子,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,トヨタエルアンドエフ奈良株式会社,リース,求人なし,奈良県磯城郡田原本町大字唐古296-1,1993,代表取締役 菊池 攻,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,中部ファミリーライフ株式会社,保険代理店,求人なし,愛知県豊橋市下地町字門68-6,1975,代表取締役社長 五十嵐 利行,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社オーダ工業,リース,求人なし,神奈川県川崎市中原区苅宿41-10,1989,代表取締役 藤江 悦雄,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社タチバナ建材リース,リース,求人なし,愛知県豊橋市南大清水町字藤ケ谷346-1,1999,代表取締役 森 康浩,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,豊橋商工信用組合,信用金庫・信用組合・労働金庫,求人なし,愛知県豊橋市前田町1-9-4,1952,代表理事長 中村 勝彦,"1,509 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社赤石保険事務所,生命保険,求人なし,東京都新宿区北新宿2-2-25令和新宿レジデンス,1967,代表取締役 田中 慎吾,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,山口県信用農業協同組合連合会,信用金庫・信用組合・労働金庫,求人なし,山口県山口市小郡下郷2139,1950,代表理事 小野 浩,"35,542 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ジンレック,リース,無,兵庫県神戸市西区平野町印路887,2002,代表取締役 河野 仁,18 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,【タワークレーン・工事用エレベーターのレンタル業界トップクラスシェア】■建設機械・資材の賃貸、修理及び製作販売■仮設ハウスの販売、賃貸及び解体移設■土木機械の賃貸、修理及び販売■建設金物の販売■土木工事業■とび・土工・コンクリート工事業■機械器具設置工事業■建築の企画、設計、施工、監理業務■建築・大工工事業■鋼構造物工事の設計、施工、監理■各種建築資材・材料の販売 など 2024年2月doda掲載求人より引用
2024-08-01,株式会社ティアイエー,保険代理店,求人なし,兵庫県姫路市網干区新在家1371-16,1989,代表取締役 田村 和子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,京都北都信用金庫,信用金庫・信用組合・労働金庫,求人なし,京都府宮津市字鶴賀2054-1,1970,代表理事 湯浅 惠介,"10,417 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ダイエーリース,その他金融,求人なし,大阪府堺市堺区一条通18-6,1994,代表取締役 原黄 元植,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社アルコシステム,その他金融,求人なし,兵庫県姫路市立町82日本ビジネスビル 3Ｆ,1983,代表取締役 松元 晃,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,木内インターナショナル株式会社,保険代理店,求人なし,東京都新宿区白銀町1-13第11シグマビルディング飯田橋 4Ｆ,1986,代表取締役 木内 健太,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ニデックグローバルサービス株式会社,保険代理店,求人なし,京都府京都市南区久世殿城町338ニデック本社ビル 12Ｆ,1977,代表取締役 郡司 義美,108 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,相互産業株式会社,保険代理店,求人なし,徳島県徳島市昭和町1-37相互産業ビル 3Ｆ,1961,代表取締役 樽井 久,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,七福トータルサポート株式会社,保険代理店,求人なし,徳島県徳島市新町橋2-25,1960,代表取締役 寺西 徹,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,野畑証券株式会社,証券会社,求人なし,愛知県岡崎市康生通西3-18-2,1948,代表取締役 野畑 響平,165 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社多摩川機工,リース,求人なし,神奈川県川崎市宮前区馬絹1-30-14,1978,代表取締役 伊藤 明成,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,大阪栄研株式会社,保険代理店,求人なし,大阪府大阪市西淀川区歌島4-6-5,1941,代表取締役 大川内 浩,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社パイプサービス,リース,求人なし,大阪府大阪市西淀川区竹島2-4-10,1970,代表取締役 水埜 剛志,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,大栄運輸株式会社,リース,求人なし,兵庫県姫路市広畑区鶴町2-7,1967,代表取締役 東 成吉,24 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ジェイ・エフ・シー株式会社,その他金融,求人なし,東京都新宿区新宿5-11-4姫路ビル 6Ｆ,1993,代表取締役 伹馬毅紀,98 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社アイネクスト,生命保険,求人なし,香川県高松市木太町1130-3アイネクストビル 2Ｆ,1979,代表取締役社長 高橋 健太郎,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,播陽証券株式会社,証券会社,求人なし,兵庫県姫路市亀井町53,1962,代表取締役 大森 信保,112 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社トヨタレンタリース東四国,リース,求人なし,香川県高松市西の丸町10-21,1967,代表取締役 灘波 順一,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,冨士工業リネンサプライ株式会社,リース,求人なし,大阪府大阪市東淀川区大桐4-5-21,1964,代表取締役 大坪 直子,63 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社マルテー大塚,その他金融,求人なし,東京都新宿区四谷4-1,1977,代表取締役 脇 伸一郎,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社フリーエージェント,保険代理店,求人なし,香川県高松市伏石町2028-2木内ビル 1Ｆ,1978,代表取締役 木内 泰宏,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,香川県信用組合,信用金庫・信用組合・労働金庫,求人なし,香川県高松市亀井町9-10,1952,理事長 川畑 貢,"2,469 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,四国労働金庫,信用金庫・信用組合・労働金庫,求人なし,香川県高松市浜ノ町72-3,1952,代表理事 杉本 宗之,"3,010 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,関東交通共済協同組合,生命保険,求人なし,東京都新宿区西新宿7-21-20関交協ビル,1971,代表理事 千原 武美,340 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,かながわ信用金庫,信用金庫・信用組合・労働金庫,求人なし,神奈川県横須賀市小川町7,1951,代表理事 平松 廣司,"5,204 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,湘南信用金庫,信用金庫・信用組合・労働金庫,求人なし,神奈川県横須賀市大滝町2-2,1943,理事長 鷲尾 精一,"25,220 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社四国放送サービス,保険代理店,求人なし,徳島県徳島市中徳島町2-5-2新聞放送会館,1973,代表取締役 藤原 浩史,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,阿波証券株式会社,証券会社,求人なし,徳島県徳島市寺島本町西1-5,1948,代表取締役 伊勢 正見,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,徳島合同証券株式会社,証券会社,求人なし,徳島県徳島市中通町3-5-1,1953,代表取締役 泊 健一,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,クオリティー・ジャパン株式会社,その他金融,求人なし,東京都新宿区新宿1-36-5ラフィネ新宿 4Ｆ,1988,代表取締役 宮下 福男,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社日本共同システム,その他金融,求人なし,東京都新宿区西新宿7-11-18711ビルディング 711ビルディング 8Ｆ,1977,代表取締役 佐々木 郁夫,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,讃高仮設リース株式会社,リース,求人なし,香川県さぬき市昭和77-20,1979,代表取締役 河野 伸之,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社タテイシ建機リース,リース,求人なし,神奈川県横須賀市森崎1-18-5,1977,代表取締役 立石 文彦,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,四国興業株式会社,保険代理店,求人なし,香川県高松市塩屋町8-1セントラル第2ビル 7Ｆ,1957,代表取締役 木内 照朗,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,三井ホームリンケージ株式会社,住宅ローン,無,東京都新宿区西新宿3-2-11新宿三井ビルディング二号館 6Ｆ,1987,代表取締役 近藤 一,300 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社Ｊ－ＰＯＷＥＲ保険サービス,保険代理店,求人なし,東京都新宿区新宿2-3-10新宿御苑ビル 7Ｆ,1981,代表取締役 石渡 麻夫,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,いちい信用金庫,信用金庫・信用組合・労働金庫,求人なし,愛知県一宮市若竹3-2-2,1936,代表理事 粟野 秀樹,"1,874 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,衣山自動車株式会社,リース,求人なし,愛媛県松山市中央1-18-43,1966,代表取締役 橘陽太,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,阿南信用金庫,信用金庫・信用組合・労働金庫,求人なし,徳島県阿南市富岡町トノ町28-14,1948,代表理事 佐竹 義治,"1,135 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ＤＮＰヒューマンサービス,保険代理店,求人なし,東京都新宿区市谷加賀町1-1-1ＤＮＰ市谷左内町ビル 9Ｆ,1985,代表取締役 川村 雅彦,90 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,瀬戸信用金庫,信用金庫・信用組合・労働金庫,求人なし,愛知県瀬戸市東横山町119-1,1942,理事長 成田 順一,"1,209 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,伊予トータルサービス株式会社,保険代理店,求人なし,愛媛県松山市大手町2-5-41,1953,代表取締役 山本 憲世,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,シンワリース販売株式会社,リース,求人なし,兵庫県尼崎市武庫之荘本町3-5-31,1985,代表取締役 吉見 文男,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社山栄建機リース,リース,求人なし,兵庫県尼崎市名神町3-15-8サンエイビル 4Ｆ,1985,代表取締役 山本 勝義,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ウエルインベストメント株式会社,ベンチャーキャピタル・プライベートエクイティ,求人なし,東京都新宿区喜久井町65糟屋ビル 3Ｆ,1998,代表取締役 瀧口 匡,461 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社Ｍｉｚｋａｎ　Ａｓｓｅｔ,クレジット・信販（ノンバンク）,求人なし,愛知県半田市中村町2-6中埜酢店内,1982,代表取締役 中埜 聖子,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,昭和建機株式会社,リース,求人なし,愛知県半田市八軒町11,1982,代表取締役 安井 宏幸,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,二浪証券株式会社,証券会社,求人なし,愛媛県松山市大街道2-5-12アエル松山 2Ｆ,1944,代表取締役 廣川 純,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,三栄自動車リース株式会社,リース,求人なし,愛媛県松山市空港通2-14-7,1975,代表取締役 関谷 はやと,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,伊予鉄フィナンシャルサービス株式会社,クレジット・信販（ノンバンク）,求人なし,愛媛県松山市湊町6-6-1,1963,代表取締役 松﨑 秀,75 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,四国交通共済協同組合,損害保険,求人なし,香川県坂出市番の州公園6-6,1973,理事長 田中 等,53 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社セントラル,その他金融,求人なし,愛媛県松山市河原町9-2クロカワビル 2Ｆ,1973,代表取締役 黒河 栄一朗,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,半田信用金庫,信用金庫・信用組合・労働金庫,求人なし,愛知県半田市御幸町8,1931,代表理事 本美 勝久,505 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,知多信用金庫,信用金庫・信用組合・労働金庫,求人なし,愛知県半田市星崎町3-39-10,1927,代表理事 齋藤 健一,995 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社日税サービス,保険代理店,無,東京都新宿区西新宿1-6-1新宿エルタワー 29Ｆ,1972,代表取締役 青木 宏充,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,生損保代理店、共済制度の事務代行【経営理念】全国の税理士協同組合および税理士の皆さまとその関与先の皆さまの「信頼と安心」に寄与するとともに、「お客さまの満足」に努め、心豊かな社会の繁栄に貢献いたします。そのため、社員一人一人の能力と個性を尊重し、組織としての統一と調和を保ちながら発展することを経営の基本理念といたします。 2024年4月doda掲載求人より引用
2024-08-01,三菱ＵＦＪローンビジネス株式会社,その他金融,求人なし,東京都文京区本郷3-18-14本郷ダイヤビル 1Ｆ,1977,代表取締役 中野 晶,"55,100 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,イー・エム・セフティ株式会社,保険代理店,無,東京都新宿区新宿1-24-7ルネ御苑プラザ 1007,1987,代表取締役 遠藤 康昭,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ニット保険株式会社,損害保険,求人なし,東京都新宿区南元町19-301,2001,代表取締役 小川 武志,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,グレートインフォメーション株式会社,クレジット・信販（ノンバンク）,求人なし,東京都新宿区西新宿1-3-13Ｚｅｎｋｅｎ Ｐｌａｚａ Ⅱ 3Ｆ,1982,代表取締役会長 椚 孝信,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東京三協信用金庫,信用金庫・信用組合・労働金庫,求人なし,東京都新宿区高田馬場2-17-3,1925,代表理事 吉田 進,"1,114 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,西京信用金庫,信用金庫・信用組合・労働金庫,求人なし,東京都新宿区新宿4-3-20西京信用金庫本店ビル,1949,代表理事 北村 啓介,"2,721 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東京厚生信用組合,信用金庫・信用組合・労働金庫,求人なし,東京都新宿区西新宿6-2-18,1953,代表理事 田代 智彦,"5,192 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社谷口ファミリーサービス,保険代理店,求人なし,徳島県阿波市市場町香美字渡94-7,1982,代表取締役 谷口 宗幸,4 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,平塚信用金庫,信用金庫・信用組合・労働金庫,求人なし,神奈川県平塚市紅谷町11-19,1932,会長 石崎 明,"1,091 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社川田重機建設,リース,求人なし,徳島県吉野川市山川町天神22-2,1970,代表取締役 桑野 恵美子,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,いよぎんビジネスサービス株式会社,その他金融,求人なし,愛媛県松山市南堀端町1,1979,代表取締役 紀井 尚之,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,兵庫県民共済生活協同組合,その他金融,求人なし,兵庫県神戸市西区小山3-2-1,1984,代表理事 鎌田 千代,"10,175 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社太平エンタープライズ,保険代理店,求人なし,東京都文京区本郷1-19-6太平ビル,1976,代表取締役 古賀 和博,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,愛媛信用金庫,信用金庫・信用組合・労働金庫,求人なし,愛媛県松山市二番町4-2-11,1951,理事長 八石 玉秀,"1,488 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ケイアールエル,リース,求人なし,東京都文京区後楽1-7-27後楽鹿島ビル 7Ｆ,1998,代表取締役 佐藤 雅之,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,新日本流通株式会社,リース,求人なし,兵庫県西宮市和上町6-10サンパールビル 2Ｆ,1973,代表取締役 小島 正雄,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社アイ・ステージ,保険代理店,求人なし,愛知県碧南市向陽町3-80-1Ｆ,1998,代表取締役 飛松 哲郎,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,愛知県中央信用組合,信用金庫・信用組合・労働金庫,求人なし,愛知県碧南市栄町2-41,1953,代表理事 宮地 秀夫,331 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,真鍋クレーン建設株式会社,リース,求人なし,香川県仲多度郡多度津町大字庄725-1,1972,代表取締役 眞鍋 一也,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,朝日リース販売株式会社,リース,求人なし,大阪府大阪市住吉区我孫子東3-1-13住友生命我孫子ビル 6Ｆ,1985,代表取締役 片山 健児,31 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,愛媛証券株式会社,証券会社,求人なし,愛媛県松山市一番町4-1-11共栄興産一番町ビル 2Ｆ,1949,代表取締役 市成 康法,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,一宮興産株式会社,損害保険,求人なし,愛媛県新居浜市西原町2-4-34一宮センタービル 1Ｆ,1969,代表取締役 一宮 哲,48 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ＬＣ総合サービス,リース,無,東京都文京区湯島2-2-2,1996,代表取締役 佐野 誠一郎,60 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,リース・販売業務マンションの維持保全に関する調査・設計・研究等のコンサルティング業務改修工事の実務研修の企画・運営・実施業務オフィスの内装設計・改修施工管理業務 2024年5月doda掲載求人より引用
2024-08-01,明伸興産株式会社,リース,求人なし,愛知県豊田市衣ケ原3-20,1972,代表取締役 村瀬 浩一,24 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,とよしんリース株式会社,リース,求人なし,愛知県豊田市若宮町8-1-9豊田信用金庫若宮支店 4Ｆ,1985,代表取締役 杉山 浩樹,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,海崎クレーン株式会社,リース,求人なし,大分県佐伯市大字海崎3648-11,1979,代表取締役 木下 春義,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
