更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,従業員数,資本金,平均年齢,企業URL,上場市場名,代表者
2024-05-01,三菱商事インシュアランス株式会社,損害保険,2,【事業内容】・損害保険代理店業務・生命保険募集代理店業務・リスクマネジメントに関するコンサルティング業務・その他各事項に付帯・関連する業務,東京都千代田区丸の内2-6-1丸の内パークビルディング20F,1976,170,100百万円,,http://www.mcic.co.jp/,,
2024-07-01,協同住宅ローン株式会社（農林中央金庫グループ会社）,住宅ローン,2,同社は農林中央金庫、JA バンクグループが出資する住宅ローンの専門会社です。「いのちを育む住まいづくり、幸せづくりのお手伝い」をパーパスに掲げ、 40 年超の業歴のなかで培った独自の審査ノウハウを活かしてお客様一人ひとりの「住まい 幸せ 」の実現に応えています。貸付・保証の実行を通して人生の一大イベントである住宅購入のお手伝いができたときには、お客様のお役に立てているというやりがいを感じることができます。キャリアアップについては多様な人財育成制度が用意されており、住宅ローンのプロフェッショナルとしての専門性を高め ることができます。,東京都渋谷区千駄ヶ谷5-27-11,1979,164,"10,500百万円",,http://www.kyojyu.co.jp/,,
2024-08-01,株式会社ローソン銀行,その他銀行,16,"ローソン銀行は、「私たちは""みんなと暮らすマチ""を幸せにします。」という企業理念のもと、ローソングループがこれまでに築いてきた共同ATM事業の基礎の上に、銀行となることで大きく可能性が拡がる、様々な金融サービスをご提供するため設立され、2018年9月に開業しました。",東京都品川区大崎2-1-1,2016,167,"11,600百万円",41.0,https://www.lawsonbank.jp/,,
2024-08-01,株式会社セブン・フィナンシャルサービス,リース,7,■事業内容： 同社は、「小売と金融の融合による新たなビジネスモデルの構築」を目標に、セブン＆アイHLDGS.グループ内の金融関連事業を手掛けています。具体的には、グループ各社およびそのお取引先に対し、下記金融サービスを提供しています。(1)リース事業、(2)保険サービス事業,東京都千代田区二番町4-5二番町ファーストビル,1975,313,75百万円,45.0,http://www.7fin.jp/,,
2024-06-01,東京短資株式会社,その他金融,1,■東京短資は１９０９年に「柳田ビル・ブローカー」として創業、１世紀を超える歴史を有しております。この間さまざまな激動期を経ながら、着実に発展を続け、現在ではコール、手形、国庫短期証券、CD、CP、債券レポ、株レポ等短期金融商品全般の仲介等を通じ、市場の潤滑油として短期金融市場の大切な一翼を担っております。,東京都中央区日本橋室町4-4-10東短室町ビル11F,1909,152,"10,300百万円",46.0,http://www.tokyotanshi.co.jp/,,
2024-08-01,FLCS株式会社,リース,1,■事業概要：電子機器、通信機器および制御機械の賃貸ならびに販売工作機械、化学機械、計測機器、運搬機械、事務用品等の賃貸ならびに販売ソフトウェアの賃貸ならびに販売上記の機器、機械および装置等の保守代理回収、製品引取サービス■会社の特徴：2022年4月富士通リース株式会社はFLCS株式会社へと社名を変更しました。富士通グループおよび東京センチュリーグループの一員として両社との協働により、お客様と共に新たな価値創造に挑みます。富士通のICTと東京センチュリーのファイナンスのノウハウを融合してDXに取り組むお客様に最適のサービスとソリューションを提供します。,東京都千代田区神田練塀町3富士ソフトビル,1978,180,"1,000百万円",,https://www.flcs.co.jp/aboutus/about/index.html,,
2024-08-01,株式会社エージェント・インシュアランス・グループ,保険代理店,23,■概要：1996年に創業した当社は創業以来様々な事業を様々な地域で展開してきました。その中でたった一つだけ貫き続けてきたことがあります。それは「お客様に寄り添う」ということです。「企業が売りたい商品やサービスを市場に提供する」のではなく、「お客様から求められる商品やサービスを創り出し、ご提供する」という理念が社員に浸透しています。業績好調のため、支店の拡大が進んでいます。全国の支店で採用を強化し、さらなる業績拡大に向けて弾みをつけます。,東京都新宿区市谷本村町3-29FORECAST市ヶ谷7F,1996,490,336百万円,37.0,http://www.a-gent.co.jp,,
2024-06-01,農中信託銀行株式会社,信託銀行,2,■概要：同社は農林中央金庫100％出資の信託銀行であり、主に金庫・系統組織への信託機能の提供を行っています。提供商品は特金・ファントラ・投信・有価証券信託・金銭債権信託・遺言信託等です。また、事業法人等の取引先への資金調達・運用手段の提供（資産流動化等）も行っています。■事業内容：同社はファンドトラスト、証券投資信託、金銭債権信託、有価証券信託、特定金銭信託、公益信託を行っています。,東京都千代田区神田錦町2-2-1KANDA SQUARE 5F,1995,152,"20,000百万円",43.0,http://www.nochutb.co.jp/,,
2024-08-01,ソニーフィナンシャルグループ株式会社,その他銀行,16,■事業内容： 生命保険会社・損害保険会社・銀行・その他の保険業法および銀行法の規定により子会社とした会社の経営管理、およびそれに附帯する業務を行っています。,東京都千代田区大手町1-9-2大手町フィナンシャルシティ グランキューブ8F,2004,151,"20,029百万円",47.5,https://www.sonyfg.co.jp/,,
2024-08-01,株式会社ＡＳＮＯＶＡ,リース,2,◎事業概要主な事業内容は「くさび式足場」を始めとした仮設機材のレンタル、販売事業です。設立から年々成長を続け、今や全国各地からレンタルの依頼が絶えない状況で、今後は全国へ新しいセンターを開設し、より多くのお客様へサービスを提供したいと考えています。当社のパーパス（存在理由）は“「カセツ」の力で、社会に明日の場を創りだす”。このパーパスを起点とし、新規事業も次々展開予定、グローバル展開も見据えています。2022年4月に名古屋証券取引所（ネクスト市場）へ、2023年12月に東京証券取引所（グロース市場）へ新規上場しました。,愛知県名古屋市中村区平池町4-60-12グローバルゲート26F,2013,146,222百万円,,https://www.asnova.co.jp/,,
2024-07-01,株式会社日本信用情報機構,クレジット・信販（ノンバンク）,1,■事業内容：信用情報の管理・提供並びに交流,東京都台東区北上野1-10-14住友不動産上野ビル5号館,1986,120,100百万円,,https://www.jicc.co.jp/,,
2024-08-01,株式会社 リサ・パートナーズ,ベンチャーキャピタル・プライベートエクイティ,10,＝企業の特徴＝■日本生まれ日本育ちの投資銀行 リサ・パートナーズは金融・不動産マーケットにおいて投融資からアドバイザリーまで横断的かつ多様なビジネスを手がけ、 真の『ソリューション』（＝問題解決）を提供するプロフェッショナル集団です。 同社は以下3つの領域において、それぞれ投資・各種ファイナンスおよびアドバイザリー事業を展開しています。 企 業：企業投資、ファイナンシャルアドバイザリー、事業再生アドバイザリー 債 権：債権投資、サービシング、デューデリジェンス 不動産：不動産保有・投融資、資産流動化、不動産関連アドバイザリー、CRE戦略アドバイザリー,東京都港区 港南2-15-3品川インターシティC棟19F,1998,148,100百万円,42.7,http://www.risa-p.com/,,
2024-07-01,丸紅セーフネット株式会社,保険代理店,3,■事業概要： 損害保険、生命保険代理業（金融・サービス業）■事業詳細：「丸紅セーフネット」は、総合商社「丸紅グループ」の総合保険代理店であり、50年以上の歴史があります。当社の一番の強みは、丸紅グループが展開する多岐にわたる事業のリスクコンサルティングを通じて培った豊富な経験と知識。これを活かし、お客さまに最適かつ最良な保険商品を提供できる点にあります。磐石な経営基盤のもと、安心して長く働くことができます。,東京都千代田区二番町3麹町スクエア3F,1968,136,300百万円,40.0,http://www.m-inc.co.jp/,,
2024-08-01,上田八木短資株式会社,短資,3,■事業内容：・ コール資金の貸借及びその媒介・ 手形の売買及びその媒介・ 譲渡性預金の売買及びその媒介・ コマーシャルペーパーの売買及びその媒介・ 国債証券等の売買､貸借及びその媒介・ 株券等の貸借及びその媒介,大阪府大阪市中央区高麗橋2-4-2,1918,134,"5,000百万円",46.9,http://www.ueda-net.co.jp/uedayagi/index.html,,
2024-08-01,SBIいきいき少額短期保険株式会社,生命保険,9,■概要：SBIいきいき少額短期保険は、グロース上場「SBIインシュアランスグループ(株)」のグループ会社です。媒体広告による直販に加え、ラジオCM、代理店制度を推進することで広範囲な顧客へ同社保険商品の案内を行なっています。,東京都港区六本木1-6-1泉ガーデンタワー16F,2007,131,36百万円,37.5,http://www.i-sedai.com/,,
2024-08-01,ａｕ損害保険株式会社,損害保険,10,■事業内容：損害保険業弊社は、総合通信事業者ＫＤＤＩ（株）の金融持ち株会社として時代の変革をリードする「ａｕフィナンシャルホールディングス（株）」と、損害保険事業における永年の実績と信頼のある「あいおいニッセイ同和損害保険（株）」の2社が共同出資し設立した会社です。当社はauブランドの保険会社として、皆さまの毎日の生活に安心と充実をお届けするため、ライフスタイルやライフシーンに必要な補償を、ケータイのサービス・コンテンツやスマートフォンのアプリの一環としてラインアップし、「いつでも、どこでも、手軽に」利用できる、「お客様に最も近い」損害保険・サービスを、ご提供してまいります。,東京都港区虎ノ門1-17-1虎ノ門ヒルズビジネスタワー27F,2010,130,"6,000百万円",,http://www.au-sonpo.co.jp/pc/,,
2024-08-01,出光保険サービス株式会社,生命保険,3,出光保険サービスは、創業から110年、日本のエネルギーの安定供給を支え続ける出光興産グループ企業の一つです。グローバルに展開されるビジネスとそこで働く社員および家族に対して、事業の安定と社員の暮らしの安心をサポートしております。,東京都千代田区丸の内3-1-1,2003,128,10百万円,43.0,http://www.idemitsu.co.jp/hoken/index.html?sscl=GLOnavi46,,
2024-07-01,みずほ丸紅リース株式会社,リース,4,みずほ丸紅リースは、リース、ファイナンス、さらにこれらを活用したコンサルティングによるトータルフィナンシャルカンパニーとして、お客様とともに未来を創造していくベストパートナーを目指しています。みずほリースの「モノに関する広範な知見」「高度な金融ノウハウを用いたソリューション」、及び丸紅の「総合商社ならではの海外ネットワーク」「多種多様なビジネスフィールドにおける実績」といった強み・ノウハウを活用し、リースにとどまらず、融資や事業投資など金融に関わる様々なビジネスを提供しております。,東京都千代田区四番町6東急番町ビル10F,1993,143,"4,390百万円",,https://www.mm-leasing.com/,,
2024-08-01,アイ・アール債権回収株式会社,債権回収（サービサー）,4,◆企業概要：アコム株式会社100％出資の総合サービサー。2000年6月に設立、翌年6月に法務大臣より許可を受け営業を開始し、2024年3月期の売上高は58億円を超え、順調かつ安定的に事業展開しております。,東京都千代田区麹町3-4トラスティ麹町ビル7F,2000,132,520百万円,,http://www.irservicing.co.jp/index.php,,
2024-08-01,リテラ・クレア証券株式会社,証券会社,39,■事業内容： 金融商品取引業,東京都中央区京橋1-2-1,1947,124,"3,794百万円",47.4,http://www.retela.co.jp/,,
2024-07-01,レオス・キャピタルワークス株式会社,投信・投資顧問,8,レオス・キャピタルワークスは「資本市場を通じて社会に貢献します」という経営理念のもとに2003年に創業した資産運用会社です。ひふみ投信を始めとして運用・販売する投資信託「ひふみ」シリーズは、守りながらふやす運用でお客様の長期にわたる資産形成を応援します。また投資顧問業においては、国内外の企業年金基金、機関投資家のお客様の資産を受託、運用しております。※ポジションによっては、入社と同時に親会社のSBIレオスひふみ株式会社へ出向となる可能性がございます。待遇等の労働条件は変更ありません。,東京都千代田区丸の内1-11-1パシフィックセンチュリープレイス丸ノ内 27F,2003,112,322百万円,40.0,https://www.rheos.jp/,,
2024-08-01,ヤマトリース株式会社,リース,3,■事業内容：当社はトラックリース事業を中心に、運送会社様の経営支援を行っています。今後はリース事業の垣根を越えて、お客様の経営支援に更に力を入れて取り組んでいきます。1. トラックをはじめとする車両のリース・割賦販売2. 荷役用機器、工作機械、事務用機器、タイヤその他の自動車用消耗品、ソフトウェア等の賃貸借ならびに割賦販売3. 中古車販売4. 不動産リース5. 企業の合併等の組織再編行為、資本提携、業務提携、事業譲渡および事業用資産の売買の仲介、企画の立案ならびにコンサルティング業務6. セミナー・研修会等の企画、運営および実施,東京都豊島区高田3-15-10,1977,118,30百万円,,https://www.yamatolease.co.jp/,,
2024-08-01,SBI生命保険株式会社,生命保険,29,■事業内容：生命保険業を展開しています。,東京都港区六本木1-6-1,1990,108,"15,000百万円",45.0,http://www.sbilife.co.jp/,,
2024-06-01,株式会社ＦＰＣ,その他金融,1,【ペット保険［登録番号：中国財務局長（少額短期保険）第２号］】※少額短期保険とは、全国の財務局に登録されている会社で、保険業のうち、一定の事業規模の範囲内において、保険金額が少額、保険期間1年（第二分野については2年）以内の保険の引受のみを行う事業として、新たなカテゴリーとして生まれた保険です。（※1）価格.com保険／価格.com保険アワード2023年版,広島県福山市船町7-25 ケイエースビル4F,2008,130,8300万円（2020年3月現在）,,https://www.fpc-pet.co.jp/,,代表取締役 中西 巌
2024-08-01,ほくほくTT証券株式会社,証券会社,3,ほくほくTT証券は2017年1月にほくほくフィナンシャルグループと東海東京フィナンシャル・ホールディングスの共同出資により、北陸・北海道地区で初となる地銀系の証券会社としてスタートしました。北陸銀行・北海道銀行の持つ顧客基盤を活かし、順調に事業を拡大しています。,富山県富山市丸の内1-8-10富山丸の内ビル,2016,135,"1,250百万円",,https://www.hokuhokutt.co.jp/,,
2024-06-01,中銀証券株式会社,証券会社,3,■事業内容： 証券業務全般（株式・公社債・投資信託など）■取扱商品：（1）国内株式（2）外国株式（3）ETF（上場投資信託）（4）ETN（指数連動証券）（5）REIT（リート、不動産投資信託）（6）投資信託（7）債券,岡山県岡山市北区本町2-5ちゅうぎん駅前ビル,1944,101,"2,000百万円",,https://www.chugin-sec.co.jp,,
2024-08-01,GMOフィナンシャルゲート株式会社,クレジット・信販（ノンバンク）,10,■事業内容：GMOインターネットグループの一員として、クレジットカード、デビットカード、銀聯カード等の対面に関する決済処理サービス事業を行っています。,東京都渋谷区道玄坂1-14-6ヒューマックス渋谷ビル7F,1999,108,"1,629百万円",40.0,https://gmo-fg.com,グロース市場,
2024-08-01,ニッポンインシュア株式会社,その他金融,5,■企業概要：福岡県で物件管理戸数・仲介件数トップクラスの賃貸管理会社をルーツにもつ家賃保証企業です。「入居者」、「不動産・管理会社」、「物件オーナー」の3者の間にたち、入居者の方には部屋を借りやすく、不動産・管理会社には管理コストの低減を、物件オーナーの方にはお部屋を貸しやすくするビジネスモデルです。当社ではこうした「家賃債務保証」だけではなく、入院の際の連帯保証を請け負う「入院費債務保証」、介護・高齢者施設への入所の際の連帯保証を請け負う「介護費債務保証」など、単身の方や高齢者、外国籍の方が増加する日本の人口構造の中、今後の市場拡大が見込まれる分野で事業展開しています。,福岡県福岡市中央区天神2-14-2福岡証券ビル6F,2002,108,347百万円,37.5,https://www.nipponinsure.jp/,スタンダード市場,
2024-07-01,百五証券株式会社,証券取引所,2,■事業内容：お客様の多様化する金融ﾆｰｽﾞに的確かつ幅広く対応し、質の高いｻｰﾋﾞｽを提供していくために設立した百五銀行ｸﾞﾙｰﾌﾟの証券会社。お客さまのﾆｰｽﾞに合った資産運用を実現するため多彩な金融商品をﾗｲﾝｱｯﾌﾟし、お客さまの豊かな暮らしや企業の発展に貢献するﾍﾞｽﾄな運用ﾌﾟﾗﾝを提案しています。,三重県津市岩田21-27百五銀行新本館 2F,2009,118,"3,000百万円",48.0,https://www.105sec.co.jp,,
2024-05-01,共友リース株式会社,リース,2,■事業概要：建物、情報関連機器、産業工作機械、土木建設機械、輸送用機器、商業用設備、医療用機器などの各種機械設備等のリース及び割賦販売。,愛知県名古屋市中村区豊国通1-22-2,1964,101,120百万円,39.6,http://www.kyl.co.jp/,,
2024-08-01,フジトミ証券株式会社,証券会社,1,◆金融商品取引業◆投資助言・代理業◆商品先物取引業◆生命保険・損害保険の保険代理店業務◆古物商の業務（金・白金地金売買業務）◆不動産賃貸業及び宅地建物取引業,東京都中央区日本橋蛎殻町1-15-5,1952,132,3億円,,https://www.fujitomi.co.jp/,,代表取締役社長 細金 英光
2024-08-01,株式会社ハウスジーメン,損害保険,3,■事業概要：同社は、「安心で快適な住まいづくりのために、できること」をモットーに、住宅に関する保険、安心のためのサービスを提供しています。■事業内容： 住宅瑕疵担保責任保険、住宅性能表示、フラット35住宅適合証明検査、住宅履歴書、その他住宅の検査【住宅瑕疵担保責任保険法人について】瑕疵担保責任保険制度とは、国土交通大臣指定の保険法人が提供する「新築住宅の保険」を利用した住宅は、引き渡し後10年以内に瑕疵があった場合、補修を行った事業者に保険金が支払われる制度です。当社は国土交通大臣より指定を受けた保険法人です。,東京都港区新橋4-3-1新虎安田ビル,2000,112,300百万円,42.0,https://www.house-gmen.com/,,
2024-08-01,四国アライアンス証券株式会社,証券会社,2,愛媛県および瀬戸内圏域を中心に活動しているいよぎんグループの証券会社です。四国初の地銀系証券会社として、2012年2月に「いよぎん証券」として誕生しました。2018年4月に四国地銀四行による提携「四国アライアンス」を受け、「四国アライアンス証券」に社名変更しました。信頼度No.1の証券会社を目指し、お客さまのニーズに合った資産運用の提案を行っています。■事業内容：金融商品取引業（株式・公社債・投資信託等の証券業務全般）,愛媛県松山市問屋町9-41,2012,101,"3,000百万円",41.0,https://www.shikoku-alliance-sec.co.jp/,,
2024-07-01,フォルクスワーゲン・ファイナンシャル・サービス・ジャパン 株式会社,損害保険,6,■事業内容：1.金銭貸付及び保証業務2.自動車、自動車販売業の店舗等のリース及び割賦販売斡旋業務3.自動車ならびにその付属品の販売業務4.損害保険代理業務5.不動産の売買・賃貸借・仲介・運営・管理等業務6.人材紹介及び労働者派遣業務7.レンタカー業務8.企業買収・合併・事業統合・連携に関する業務9.前各事業に関するコンサルティング10.その他,東京都品川区北品川4-7-35御殿山トラストタワー17F,1990,88,"1,010百万円",39.0,http://www.vfj.co.jp/,,
2024-08-01,みずほトラストオペレーションズ株式会社,その他金融,2,■事業内容みずほトラストオペレーションズは、みずほ信託銀行の100%子会社であり、証券代行業務に関する事務代行を担っています。なお、弊社より日本株主データサービス株式会社へご出向いただき、証券代行業務に関する事務をご担当いただきます。,東京都千代田区丸の内1-3-3,1995,110,30百万円,47.0,なし,,
2024-07-01,キャピタル損害保険株式会社,損害保険,3,【主な事業概要】■損害保険業保険の引受:傷害保険（うち主として団体長期障害所得補償保険、長期就業不能所得補償保険など）の引受、およびその再保険の引受、信用保険の引受、火災保険の引受（現在は新規の販売はしておりません）資産の運用:保険料として収受した金銭その他の資産の運用■業務の代理・事務の代行他の保険会社の業務の代理又は事務の代行(保険事故調査など),東京都千代田区九段北1-8-10住友不動産九段ビル,1994,91,"6,200百万円",,https://www.capital-sonpo.co.jp/,,
2024-07-01,西村証券株式会社,証券会社,2,同社は1940年（昭和15年）設立、京都地場の独立系証券会社です。■事業内容:・金融商品取引業務・投資セミナー＆ＩＲ会社説明会等の開催・その他（株式引受業務など）,京都府京都市下京区四条通高倉西入ル立売西町65,1940,96,500百万円,43.0,http://www.nishimura-sec.co.jp/index.php,,
2024-07-01,ＥＮＥＯＳ保険サービス株式会社,損害保険,1,■事業内容：日本有数の大企業であるＥＮＥＯＳグループ（売上高約１1兆円）の保険代理店として、グループ企業とそこで働く社員やそのご家族を対象に、法人向け、個人向けの保険ビジネスを展開しております。【企業向け保険】企業が抱える経営リスクを多角的に分析し、企業の財産・逸失利益・賠償責任などを補償する様々な保険商品を取り揃え、最適なリスクソリューションをご提案いたします。《主な保険商品》火災保険、自動車保険、賠償責任保険、入札・履行保証保険、工事保険、労働災害総合保険、企業費用利益総合保険、サービスステーション保険、SS土壌浄化保険 他,東京都千代田区丸の内3-4-2新日石ビルヂング6F,1957,95,101百万円,49.0,https://www.is.eneos.co.jp/,,
2024-07-01,三縁証券株式会社,証券会社,1,■企業概要：当社は1923年（大正12年）に創業の100年以上の伝統を有する証券会社です。お客さまとのご縁、触れあいを大切に、お客さまの資産運用におけるパートナーとして歩んでまいりました。長年にわたり培ってきた証券業のノウハウをもとに、お客さまの資産運用を強力にサポートいたします。■事業内容： 金融商品取引業者,愛知県名古屋市中村区名駅南1-24-30名古屋三井ビル本館,1944,98,150百万円,,https://www.sanen-sec.co.jp/,,
2024-05-01,めぶき証券株式会社,証券会社,4,当社は、2017年4月に「常陽証券」から「めぶき証券」へ社名を変更し、常陽銀行と同様に、足利銀行の全拠点においても金融商品仲介業をスタートいたしました。めぶきフィナンシャルグループは常陽銀行/足利銀行を中心とし、茨城・栃木圏に根ざした幅広いビジネス領域を誇る金融グループです。,茨城県水戸市南町3-4-12,2008,70,"3,000百万円",46.0,http://www.mebuki-sec.co.jp/,,
2024-07-01,ヒロセ通商株式会社,その他金融,8,■事業内容：第一種金融商品取引業※外国為替証拠金取引をオンラインシステムにより運営しており、外国為替証拠金取引システムの利便性向上や顧客満足度の高いサービス提供を行っています。自社開発の「LION FX」をはじめとする取引システムを扱い、FX初心者から経験豊富な方まで、幅広い顧客から支持を得ています。,大阪府大阪市西区新町1-3-19MGビル,2004,64,"1,073百万円",39.5,http://hirose-fx.co.jp/,スタンダード市場,
2024-08-01,ペット＆ファミリー損害保険株式会社,損害保険,5,■事業内容：太陽生命・大同生命・Ｔ＆Ｄフィナンシャル生命などを傘下にもつ東証プライム上場生命保険グループ、「Ｔ＆Ｄ保険グループ」でペット保険領域を担当する損害保険会社です。,東京都台東区東上野4-27-3,2003,88,"3,656百万円",,https://www.petfamilyins.co.jp/,,
2024-08-01,新生コベルコリース株式会社,リース,4,当社は1984年の創業以来、神戸製鋼グループの総合リース会社として、主として建設機械を中心に、全国の多くのお客様にご愛顧いただいてまいりました。現在は新生銀行グループの昭和リース株式会社と、株式会社神戸製鋼所の共同出資会社として、お互いのグループの総合力を活かした多彩な金融ソリューションをお客様にご提供しております。■事業内容： １．各種動産のリース、賃貸借、売買、割賦販売及び保守管理２．金銭貸付・保証業務・債権買取ならびに集金代行業務３．生命保険募集業務４．前各号に付帯または関連する一切の業務,兵庫県神戸市中央区脇浜海岸通2-2-4,1984,122,"3,243百万円",,https://www.s-kl.co.jp/,,
2024-08-01,株式会社Ｆｉｎａｔｅｘｔ,その他金融,13,■事業内容： 金融サービスの開発同社はフィンテックを手段として金融機関並びに非金融事業者のDXを支援する「金融ENABLER」です。金融のDXを推進し、金融がもっと暮らしに寄り添う世の中の実現を目指しています。,東京都千代田区九段北1-8-10住友不動産九段ビル9F,2018,105,,,https://finatext.com/,グロース市場,
2024-08-01,ビリングシステム株式会社,その他金融,9,■企業概要：同社は、決済に関わる分野において、支払・送金から請求・収納までの基本サービスだけでなく、そのタイムラグで発生する資金繰り支援としてのファイナンス分野でのサポートなど、多岐に及ぶ決済サービスを提供しております。,東京都千代田区内幸町1-1-1帝国ホテルタワー13F,2000,82,"1,237百万円",38.0,https://www.billingsystem.co.jp/ja/Top.html,グロース市場,
2024-07-01,東京中小企業投資育成株式会社,投信・投資顧問,7,■事業内容：当社は、中小企業の自己資本の充実を目的として「中小企業投資育成株式会社法」に基づき、設立された政府系の出資機関です。東京、名古屋、大阪にそれぞれ別法人が設立されており、ベンチャーキャピタルと異なり、株式を長期保有してインカムゲインにより収益を得ております。,東京都渋谷区渋谷3-29-22投資育成ビルパサージュガーデン渋谷,1963,91,"6,673百万円",40.0,https://www.sbic.co.jp/,,
2024-08-01,SBI日本少額短期保険株式会社,その他金融,4,■事業内容： SBI日本少額短期保険は、2006年4月の保険業法改正によって誕生した少額短期保険を取り扱う会社です。少額短期保険とは保険業法に基づき誕生した保険制度で、生命保険・損害保険など垣根を超えて、広くさまざまな保険分野を取り扱うことができます。,大阪府大阪市北区大深町3-1グランフロント大阪 タワーB13F,2008,78,190百万円,36.0,https://www.n-ssi.co.jp/,グロース市場,
2024-08-01,千葉リース工業株式会社,リース,5,■主な事業内容:・レンタル部門（建設機械・汎用機械・建設資材・一般機械工具・レンタカー・修理）・販売部門（建設機械・車輌・建設資材・保安）,千葉県柏市大井1877-1,1973,85,50百万円,,http://www.chibalease.co.jp/,,
2024-08-01,株式会社アイビーネット,住宅ローン,3,■事業内容：◆プラチナモーゲージ事業（米国不動産担保貸付）：オープンハウスグループが紹介・販売する投資用米国不動産（住宅）を担保とする独自のローン商品の提案・提供◆住宅ローン関連事業：オープンハウスグループの戸建事業に関連する顧客向けの住宅ローンサポート、建設つなぎローンの提供、フラット３５取次代理店（オリックス・クレジット、カシワバラ・アシスト、クレディセゾン、日本モーゲージサービス）、戸建て売買決済業務◆不動産担保ローン：不動産関連事業者（法人）に購入対象の不動産を担保に買付資金を提供,大阪府大阪市淀川区西中島5-14-5ニッセイ新大阪南口ビル6F,1997,85,101百万円,,https://ibnet.openhouse-group.com/,,
2024-08-01,株式会社西武プロセスイノベーション,その他金融,3,■事業内容： 西武グループ各社の経理業務給与計算等人事業務グループ会員組織「SEIBU PRINCE CLUB」の運用業務,東京都豊島区南池袋1-16-15,2022,85,30百万円,,https://www.seibuproinnov.co.jp,,
2024-08-01,ブリヂストンファイナンス株式会社,その他,無,,東京都小平市小川東町3-1-1,1989,66,50 百万円,,"Failed to retrieve page, status code: 410",,代表取締役 松野 文威
2024-07-01,新生インベストメント＆ファイナンス株式会社,その他金融,5,■事業内容：(1)不動産担保ローン事業 不動産業者の不動産仕入れ資金、不動産投資家の不動産購入資金、不動産保有者（法人・個人事業主・個人）の様々な資金ニーズに、不動産の担保価値に基づいた幅広いファイナンスサービスを提供してお応えしております。(2)投資事務受託事業 SBI新生銀行グループが取り組むベンチャー企業等へのプライベートエクイティ投資などの投資ビジネスについて、スキームの構築、投資ビークルの設立、ファンドの管理業務の受託により、グループのビジネスをサポートしています。,東京都中央区日本橋室町2-4-3日本橋室町野村ビル,2006,100,100百万円,48.0,http://www.shinsei-if.com/,,
2024-07-01,ＡＧＣ保険マネジメント株式会社,保険代理店,3,◆企業概要：東証プライム市場上場のAGC株式会社全額出資のグループ会社。AGC株式会社はじめ関連子会社約200社の企業およびその従業員の方へ保険商品の総合コンサルティングを行っております。AGCグループの保険代理店として、AGCグループに関わる全ての人々およびお取引先企業のリスクマネジメントサービスの提供と福利厚生サービスの一端を担っております。＜お客様第一の業務運営に関する方針＞同社は「お客様第一」を行動基準として、「お客様の安心と安全」の為に「お客様第一」の募集活動を実践することをビジョンとしております。,東京都中央区新富2-15-5RBM築地ビル,1955,60,10百万円,,https://www.agim.co.jp/,,
2024-08-01,SBIアセットマネジメント株式会社,投信・投資顧問,9,■事業内容：同社はSBIグループの運用会社です。同社はSBIグループである強みを生かし、国内外のリソースを活用した株式・債券の運用商品に加え、未公開株やヘッジファンドなどオルタナティブ投資（代替投資）の商品など、投資家に役立つサービスを提供しています。また、同社は、投資運用業務及び投資助言業務の他、海外子会社を通じて外国投資信託の管理、会社を運営、証券投資法人の運用業務を受託しており、高い倫理観を持ち、付加価値の創造と専門性を追求し、信頼される運用会社を目指しています。,東京都港区六本木1-6-1泉ガーデンタワー 19F,1986,39,400百万円,,http://www.sbiam.co.jp/,,
2024-07-01,トレイダーズ証券株式会社,証券会社,5,◆日本初！外国為替証拠金(FX取引)をオンライン化した金融商品取引企業～業界内での成長率はトップクラスです◆当社は外国為替証拠金取引(FX取引)を事業の主軸とした証券会社です。最先端の投資環境を提供し続けるという経営理念の下、透明性が高く、安心して取引できる投資環境の提供を目指しております。業界の競争が激化する中、取引コストを極限まで下げることで、最高クラスの商品スペックを実現。業界屈指の高機能ツールはグループ会社に内製化することで、使いやすさや投資情報の質に徹底的にこだわっております。,東京都渋谷区恵比寿4-20-3恵比寿ガーデンプレイスタワー28F,1999,63,"2,324百万円",,https://traderssec.com/,,
2024-08-01,ＳＢＩプリズム少額短期保険株式会社,損害保険,6,■企業概要／事業概要：ペット保険を開発・販売する成長企業として、以下のサービスを展開しています。・プリズムコール …同社の主力サービスとして (1)安心の保証割合 (2)各プランの保険料は年齢が上がっても変わらない (3)小動物・鳥・爬虫類も加入できる といった特徴を持ちます。,宮城県仙台市青葉区一番町2-1-1仙台銀行ビル7F,2002,57,298百万円,33.5,https://www.sbiprism.co.jp/,,
2024-08-01,インヴァスト証券株式会社,外国為替,5,インヴァスト証券はテクノロジーを駆使し、投資家自身の裁量で自由に売り買いをしてもらうだけでなく、連続自動注文を仕掛けるサービスや売り買いをAI（人工知能）に任せるサービスを展開しています。これは利益を追求することだけでなく、誰もが安全にトレードできる環境を作ることを目的としています。業界内でもユニークなプロダクトがあることが特徴で価格競争などに巻き込まれない独自のポジションを築いています。これまで築いてきた基盤をベースにもっと面白いプロダクトの開発、マルチアセット化、グローバル展開を今後強化していく予定です。※当社の主力サービスはゼロから独自に開発したものです。,東京都中央区東日本橋1-5-6,1960,58,"3,000百万円",,http://www.invast.jp/,,
