更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,平均年齢,従業員数,資本金,企業URL,代表者
2024-08-01,株式会社ポピンズプロフェッショナル,その他専門コンサルティング,求人なし,,東京都渋谷区広尾5-6-6,2021,,,15,90 百万円,"Failed to retrieve page, status code: 410",代表取締役 幸田 康子
2024-07-01,株式会社ＬＴＴバイオファーマ,バイオベンチャー業界,1,■会社概要LTTバイオファーマは、大学発ベンチャーのパイオニアであったエルティーティー研究所が医薬品関連事業部門の更なる強化のために会社分割を行い、2003年１月に設立した会社です。,東京都港区海岸1-2-20汐留ビルディング3階,2003,,,29,100百万円,http://www.ltt.co.jp,
2024-08-01,クレイス株式会社,CRO,8,■事業内容： 医薬品開発支援／医薬品に関する各種コンサルティング／研修、教育支援／医薬品開発業務の内勤実務支援,東京都港区芝浦1-15-13田嶋ビル3F,2016,,38.0,16,15百万円,http://www.crace.co.jp/,
2024-07-01,窪田製薬ホールディングス株式会社,医薬品メーカー業界,2,■事業内容： 窪田製薬ホールディングスは、世界中で眼疾患に悩む皆さまの視力維持と回復に貢献することを目的に、イノベーションをさまざまな医薬品・医療機器の開発及び実用化に繋げる眼科医療ソリューション・カンパニーです。当社100%子会社のクボタビジョン・インク(米国)が研究開発の拠点となり、革新的な治療薬・医療技術の探索及び開発に取り組んでいます。2002年の創業当初より、「世界から失明を撲滅する」というミッションのもと、眼科領域に特化したバイオテック企業として、数々のの新的な治療薬・医療技術の開発に取り組んできました。,東京都港区南青山1-15-37,2015,グロース市場,,,,https://www.kubotaholdings.co.jp/index.html,
2024-07-01,株式会社エムフロンティア,CRO,2,■事業内容： 医薬品・医療機器開発における臨床開発試験において、モニタリング業務を行う技術者の派遣を行っております。,東京都港区三田3-13-16三田43MTビル9F,2019,,,,,なし,
2024-07-01,ＣｏｒｅＴｉｓｓｕｅ　ＢｉｏＥｎｇｉｎｅｅｒｉｎｇ株式会社,医療機器メーカー業界,1,■事業内容： 脱細胞化技術を応用した医療機器の開発・製造・販売業,神奈川県横浜市鶴見区末広町1-1-43ライフサイエンス研究センター 301,2016,,,,,https://www.coretissue.com/,
2024-08-01,株式会社レナサイエンス,バイオベンチャー業界,1,■事業内容：医薬品、医療機器、AIなど新たな医療ソリューションの開発を行っているバイオベンチャー企業です。,東京都中央区日本橋本町2-3-6協同ビル401,2000,グロース市場,,7,,"Failed to retrieve page, status code: 410",
2024-08-01,グローム・ワークサポート株式会社,その他医療関連,2,■事業内容： 医療機関の人事・労務に関わる諸サービスの提供・人事／労務を中心とした研修・人事制度の構築支援・諸規定の制定支援・事務業務の請負・有料職業紹介■ビジョン：昨今、医療機関における人事・労務面での負担がますます増大することが予想される中、弁護士・社労士・人事・ITのプロフェッショナルな担当者を中核として、チームによる人事・労務サービスを提供し、医療機関の皆様の負担を軽減します。,東京都港区赤坂1-12-32,2018,,,,75百万円,https://www.glome-worksupport.com/,
2024-08-01,株式会社シバタインテック,医療機器卸,9,■事業内容： 医療機器、病院設備機器、ME機器、治療診断機器、手術機器、輸入機器、診療材料、科学機器、バイオテクノロジー関連機器、分析機器、臨床検査自動化機器等の卸販売（ルートセールス）及びメンテナンス、介護用品、在宅ケア器具の卸販売、医療施設等の設計・施工 ■特徴： 同社は仙台に本社を構える医療・ライフサイエンス・研究・福祉分野の課題をソリューションする医療福祉・科学機器の総合商社です。医薬品、医療機器、事務用品等をそれぞれ取り扱う専業商社が多い中で、同社は薬以外の病院における「すべて」を提案する総合力（トータルソリューション）が強みです。,宮城県仙台市若林区卸町2-11-3,1964,,42.0,292,80百万円,http://www.shibataintech.co.jp/,
2024-07-01,丸木医科器械株式会社,医療機器卸,3,■事業内容：病院・医院の設備関係および医療器械器具の販売■事業の特徴：・医療支援サービス…常に最新の情報を提供するとともに、それぞれの医療機関様にとって最適の設備、機器システムを共に考え、提案し、課題解決をサポートする「医療支援サービス業」として地域医療に貢献しています。,宮城県仙台市太白区西中田3-20-7,1965,,40.0,316,52百万円,https://maruki-ms.co.jp/,
2024-06-01,日本全薬工業株式会社,医薬品メーカー業界,2,■事業内容動物用医薬品及び医療機器等の研究開発・製造・輸出入・販売、バイオ原薬受託製造を行っています。,福島県郡山市安積町笹川字平ノ上1-1,1946,,42.0,752,170百万円,https://www.zenoaq.com/,
2024-08-01,大木理工機材株式会社,医療機器卸,2,■企業概要：当社は県内外の官公庁・病院・民間企業の研究開発や品質管理で使用する理化学機器（ビーカー・試験管などの実験検査機器）の販売及び保守点検等を主な事業としています。■営業品目分析機器、理化学機器、測定機器、バイオ機器、半導体機器、実験設備,群馬県高崎市中豊岡町801,1969,,,16,10百万円,https://www.ohkiriko.co.jp/company/about.html,
2024-08-01,株式会社 アムコ,医療機器メーカー業界,24,■事業内容：医療機器、理科学機器の販売、医療ガス配管設備の設計・施工。,東京都千代田区飯田橋4-8-7,1951,,37.6,150,84百万円,https://amco.co.jp/,
2024-08-01,株式会社オーヤラックス,医薬品メーカー業界,24,"■会社概要：1949年創業の企業で今年創業７５年を迎えます。主力製品である殺菌消毒剤「ピューラックス」は戦後から現在まで日本の衛生を支え続けています。食品衛生から公衆衛生までのトータルな衛生環境づくりを衛生コンサルタントとして提案し多くの実績をあげています。取引社数は30,000社以上にのぼります。",東京都千代田区麹町1-6-2,1962,,48.0,180,100百万円,https://www.oyalox.co.jp/,
2024-08-01,科研製薬 株式会社,医薬品メーカー業界,10,■事業内容：医薬品、医薬部外品、動物用医薬品、農業薬品、飼料添加物の製造販売及び不動産の賃貸,東京都文京区本駒込2-28-8,1948,プライム市場,41.8,1130,"23,853百万円",https://www.kaken.co.jp/index.html,
2024-08-01,協和キリン株式会社,医薬品メーカー業界,17,■概要：2008年に最先端のバイオテクノロジーを強みとする協和発酵とキリンファーマの2社が統合し、医療用医薬品を製造販売する会社として発足しました。赤血球を増やす貧血治療薬、花粉症などに効果がある抗アレルギー薬や抗がん剤をはじめ、50種類を超える医薬品を取り扱っています。抗体医薬の分野では、抗体の活性を大幅に高める独自の技術（ポテリジェント技術）を開発し、世界で数多くの製薬企業にその技術を導出。がん、腎、アレルギー・免疫、中枢神経を中心とした領域で、画期的な新薬を継続的に創出する日本発のグローバル・スペシャリティファーマを目指し、世界の人々の健康と豊かさに貢献していきます。,東京都千代田区大手町1-9-2大手町フィナンシャルシティ グランキューブ,1949,プライム市場,,7532,"26,745百万円",https://www.kyowakirin.co.jp/,
2024-06-01,興研株式会社,医療機器メーカー業界,8,■要約(1)労働安全衛生保護具の製造・販売（防じんマスク・防毒マスク、空気呼吸器など）(2)オープンクリーンシステム「ＫＯＡＣＨ」、「ＬＡＭＩＫＯＡＣＨ」などの製造・販売(3)全自動内視鏡洗浄消毒装置「鏡内侍（かがみないし）」の製造・販売(4)環境改善機器・設備の設計・施工（プッシュプル型換気装置など）(5)強酸性電解水生成装置「オキシライザ」の製造・販売 (6)微生物の研究および培養,東京都千代田区四番町7,1963,スタンダード市場,41.3,236,674百万円,https://www.koken-ltd.co.jp,
2024-07-01,株式会社ケアコム,医療機器メーカー業界,7,■事業内容：(1)医療福祉施設におけるナースコール等の通信機器（ハード機器）の開発・製造・販売(2)看護介護支援情報システム（ソフトウェア）の開発・製造・販売当社は創業以来65年以上ナースコールの専業メーカーとして、また官庁指定メーカーとして、様々な日本初世界初の病棟支援のための機器やソフトを開発してきました。当社が提案したナースコールシステムが、そのまま日本の病院の標準仕様となった例も数多くあり、現在は全国の病院の60%で当社のシステムが採用されています。医療・福祉の現場を支えるナースコールトップシェアを誇る、業界のリーディングカンパニーです。,東京都調布市多摩川3-35-4,1955,,42.0,250,90百万円,http://www.carecom.jp/,
2024-08-01,生化学工業 株式会社,医薬品メーカー業界,30,■企業概要： 生化学工業は、糖質科学という専門分野を有しており、創業から70年以上、この領域に焦点を合わせて研究開発を推進しています。糖質科学とは、ヒアルロン酸やコンドロイチン硫酸などの複合糖質を研究する分野で、ニッチ領域での専門性を有する糖質科学のパイオニアとして、国内外の医療に貢献しています。また、医薬品の販売部門を持たず、それぞれの製品領域で強みを持つ製薬企業と販売提携しています。これにより、多くの経営資源を研究開発や製造に集中的に投じることができます。,東京都千代田区丸の内1-6-1丸の内センタービルディング10F,1947,プライム市場,41.0,610,"3,840百万円",http://www.seikagaku.co.jp/,
2024-08-01,株式会社 ホギメディカル,医療機器メーカー業界,10,■企業概要：医療施設の経営合理化と患者及び医療スタッフの安全に寄与する製品の開発・供給をしています。同社は医療施設に直接営業を行い、医療現場の声にきめ細かく対応しています。顧客ニーズを反映し製品の改良を加えると共に、医療施設の経営状態の把握・分析を行うことで、効率的な手術室の運営をサポートしています。また、万全の安全対策を実施した工場で生産した製品は、患者様および医療スタッフの安全を確保しています。,東京都港区赤坂2-7-7,1961,プライム市場,44.1,727,"7,123百万円",https://www.hogy.co.jp/index.html,
2024-08-01,株式会社イノメディックス,医療機器卸,8,■事業内容： 1. 医療機器、医療材料、病院設備の仕入・販売・企画・賃貸及び修理・保守2. 病院・医療設備の増改築・移転の総合コンサルテーション3. 院内物流管理業務の受託・運用及び院内物流管理システムの開発・保守4. 医療情報管理システムの仕様設計、導入・開発サポート,東京都文京区湯島2-16-11,1951,,,506,78百万円,https://www.innomedics.co.jp/,
2024-08-01,栄研化学株式会社,診断薬・臨床検査機器・臨床検査試薬メーカー,6,栄研化学は1939年に創立し、感染症に対する細菌検査用試薬（培地）の開発を通じて、わが国の防疫と公衆衛生に貢献してまいりました。さらに、一般検査、生化学検査、免疫血清検査、遺伝子検査の各分野においても、それぞれ時代の医療が必要とする臨床検査薬および医療機器・システムを開発し、医療の発展と人々の健康に寄与してまいりました。特に大腸がんのスクリーニング検査としての便潜血検査用試薬及び機器は、国内はもとより世界的に広く採用され早期発見、死亡率減少に貢献しております。,東京都台東区台東4-19-9,1939,プライム市場,43.0,708,"6,897百万円",https://www.eiken.co.jp/,
2024-08-01,日本ケミファ株式会社,医薬品メーカー業界,8,■概要： 高齢化社会の進展の中で、人々の健康を願い、新薬(治療薬・体外診断薬)とジェネリック医薬品(後発医薬品)の研究開発および製造販売に取り組んでいます。,東京都千代田区岩本町2-2-3,1950,スタンダード市場,40.4,872,"4,304百万円",http://www.chemiphar.co.jp,
2024-08-01,社会医療法人河北医療財団,病院・大学病院・クリニック,2,■社会医療法人河北医療財団の方針：（1）地域を考える…最近、期待されている地域医療の第一は、「その時、その場で行う医療」。いわゆる、救急医療を確立することです。しかし、日本の救急医療は片手間な状況であるといわざるをえません。特に病院医療としての本来の医療は救急医療が本業であるべきではないのかと考え、05年に救命救急センター（ER）を開設しました。,東京都杉並区阿佐谷北1-7-3,1928,,,2915,,http://kawakita.or.jp/,
2024-08-01,カーディナルヘルス株式会社,医療機器メーカー業界,6,■事業概要：医療機器の開発・製造・輸入及び販売※栄養投与用チューブ・カテーテル、深部静脈血栓症予防用フットポンプのリーディングカンパニー従業員数480人（袋井工場・R&Dセンター 270人）,東京都新宿区西新宿3-7-1新宿パークタワー35F,1973,,,,485百万円,https://www.cardinalhealth.jp/ja_jp/about-us.html,
2024-07-01,わかもと製薬 株式会社,医薬品メーカー業界,9,「わかもと製薬」は誕生以来90年以上、セルフメディケーションを推進し人々の健康に係るニーズに合わせ、OTC医薬品・医療用医薬品・その他健康関連商品など、幅広い製品の開発・販売を推進してきました。(1)感謝の気持ちと謙虚な姿勢で、夢と誇りのある企業を創り上げる。(2)情報収集と営業力の強化を図り、斬新な発想と提案を持って売上向上と利益重視の企業を創り上げる。 (3)無事故・無災害・法令順守を基本に、社会的に責任のある企業を創り上げる。 以上3つの柱となる目標を追求し、歴史を持ちながらも変革に向け行動を続けていきます。,東京都中央区日本橋本町2-2-2,1933,スタンダード市場,,370,"3,395百万円",http://www.wakamoto-pharm.co.jp,
2024-06-01,アステラス製薬株式会社,医薬品メーカー業界,1,■事業内容：医薬品の製造・販売および輸出入など,東京都中央区日本橋本町2-5-1,1923,プライム市場,,14484,"103,001百万円","Failed to retrieve page, status code: 410",
2024-08-01,持田製薬株式会社,医薬品メーカー業界,7,■事業概要：持田製薬グループは、人々の健康とQOL向上に貢献することを目的とし、総合健康関連企業グループならではの事業活動を行っています。主な事業として、循環器、産婦人科、皮膚科、精神科、消化器の領域を中心に、オリジナリティの高い医薬品を開発販売している医薬品事業、皮膚科学に基づいて、敏感肌にやさしいスキンケア製品を開発販売しているヘルスケア事業があります。,東京都新宿区四谷1-7,1945,プライム市場,41.5,1617,"7,229百万円",http://www.mochida.co.jp,
2024-06-01,クオリテックファーマ株式会社,CMO,4,■事業内容：医薬品・医薬部外品その他の開発製造受託を行っています。■事業内容詳細：主業務である医薬品受託製造に関しては、設計、開発試製にはじまり、GMPに準拠した管理体制のもと、原料手配秤量、混合から充填、包装、表示、出荷までの全工程に一貫して対応可能なトータルシステムを構築しています。また、化粧品をはじめ、医薬部外品、健康食品ついても品質、剤型、パッケージデザインなどのお客様からの要望に幅広く対応できる体制を完備、医薬品分野で培ったノウハウと実績を生かして、幅広いお客様から高い評価を頂いています。,東京都港区新橋1-1-13,1954,,37.0,460,290百万円,http://www.qualitech-pharma.co.jp/index.html,
2024-08-01,フクダ電子株式会社,医療機器メーカー業界,22,フクダ電子は、医療関係者や患者様の声に真摯に寄り添い、「予防・検査～経過観察・リハビリ～在宅・介護」の全ての領域と、地域医療をトータルで支える会社です。 私たちの始まりは国産第1号の心電計開発です。以来「社会的使命に徹し、ME機器の開発を通じて医学の進歩に寄与する」ことを不変の理念として掲げ、人々の健康へ貢献する医療テクノロジーの創出に取り組んでまいりました。医療の課題と社会の変化に応えるために、医療機器専門メーカーとして、誰もが安心して最新医療を受けられる医療提供体制づくりに貢献し続けて行きたいと考えています。,東京都文京区本郷3-39-4,1948,スタンダード市場,42.3,810,"4,621百万円",http://www.fukuda.co.jp/index.html,
2024-08-01,アルフレッサ株式会社,医薬品卸,12,"■企業概要：当社は、医療用医薬品を中心に医療機器、検査試薬、栄養食品など医療に携わるものを病院や薬局に安心・安全にお届けしている会社です。私たちが取り扱う医薬品は、約300社の製薬メーカー、45,000アイテムを超えており、医療という社会インフラを安全な医療体制の確立と医薬品物流のプロとして支えています。また、最新の医療情報の提供、独自の受発注システムの開発や経営に関するコンサルティング業務に至るまで、「より良い医療」を実現するためのお得意様サポートを展開しています。",東京都千代田区神田美土代町7,1949,,,5834,"4,000百万円",https://www.alfresa.co.jp/,
2024-08-01,H.U.グループホールディングス株式会社,診断薬・臨床検査機器・臨床検査試薬メーカー,11,■事業内容H.U.グループは、臨床検査と検査試薬を中心にヘルスケア分野で事業を展開しております。①医療機関より患者様から採取した検体をお預かりし、病気の有無や健康状態の検査を行う「受託臨床検査事業」、②検査に使用される検査試薬や機器を開発・製造し、国内外へ販売する「臨床検査薬事業」、③滅菌支援や治験支援など様々な医療関連サービスを行う「ヘルスケア関連事業」の３つが、H.U.グループの主な事業です。主要子会社：富士レビオ株式会社、株式会社エスアールエル、日本ステリ株式会社,東京都港区赤坂1-8-1赤坂インターシティ AIR,1950,プライム市場,,5437,"9,274百万円",https://www.hugp.com/,
2024-08-01,富士フイルムヘルスケアマニュファクチャリング株式会社,医療機器メーカー業界,2,■事業内容：医療用、理化学用、デジタル印刷用機器の製造EMC測定（電磁環境適合性測定）,千葉県柏市新十余二2-1,2021,,,2300,100百万円,https://www.fujifilm.com/hcm/ja,
2024-05-01,株式会社 タニタ,医療機器メーカー業界,1,■事業概要家庭用・業務用計測機器（体組成計、ヘルスメーター、クッキングスケール、活動量計、歩数計、塩分計、血圧計、睡眠計、タイマー、温湿度計、アルコールチェッカー、体温計、筋力計）などの製造・販売。,東京都板橋区前野町1-14-2,1944,,41.0,195,51百万円,http://www.tanita.co.jp,
2024-08-01,株式会社ツムラ,医薬品メーカー業界,14,■事業内容：先進医療の場で処方され、多くの医師に活用されている漢方製剤のNo.1メーカーです。1976年、ツムラの医療用漢方製剤が初めて薬価基準に収載されて以来、漢方製剤はもはや医療の場に欠かすことができない存在となっています。現在、薬価基準に収載され全国の病院・医院で処方される医療用漢方製剤は129品目にのぼり、広範な医療の現場で貢献しています。,東京都港区赤坂2-17-11,1936,プライム市場,43.7,4032,"30,142百万円","Failed to retrieve page, status code: 410",
2024-08-01,アルケア 株式会社,医療機器メーカー業界,3,■事業内容：医療福祉関連機器の開発ならびに製造･販売、輸出入。■特徴：技術を自社開発し、製品を自社で企画製造し、販売も自社で行うなど、技術開発から販売までを一貫して手がけています。石膏にガーゼをあわせたギプスの製造に国内で初めて成功した企業です。また人工肛門の製造成功もアルケア社が国内初です。（1965年には国立がんセンターの要請で、国産初の人工肛門装具｢ラパック｣を開発。1979年には熱可塑性プラスチックキャスト｢プライトン｣発売。日米で特許取得。）医療業界のなかでも他企業がまだあまり注目していない領域に進出して、先行者利益を獲得していくというスタンスをとっています。,東京都墨田区錦糸1-2-1アルカセントラル19F,1973,,,562,90百万円,http://www.alcare.co.jp/,
2024-07-01,株式会社東機貿（TKBグループ）,医療機器メーカー業界,4,■沿革：1955年、医師である創業者が、米国の手術用麻酔器のカタログを見て衝撃を受けたことが同社設立のきっかけとなりました。医師として「患者を一人一人診て救うよりもむしろ医療機器を通してたくさんの人命を救いたい」という思いから、国内7拠点、海外6拠点を備える老舗の最先端医療機器の輸入専門商社に成長しました。現在は(1)クリティカルケア(2)病院設備(3)外科(4)産婦人科(5)整形外科といった領域の製品を持ち、日本に無い最新の医療機器の輸入・販売を行っています。,東京都港区東麻布2-3-4,1955,,40.8,230,92百万円,http://www.tokibo.co.jp/,
2024-08-01,株式会社日本シューター,医療機器メーカー業界,5,■事業内容：◎搬送システム事業（病院、オフィスビル、工場向け物品搬送システムの開発、設計、施工、販売、保守）◎医療福祉関連事業（福祉用具レンタル、医療廃棄物収集運搬、デイサービスの運営）,京都府京都市南区吉祥院南落合町3,2003,,43.1,266,90百万円,http://www.nippon-shooter.co.jp/,
2024-08-01,日本光電工業株式会社,医療機器メーカー業界,22,■事業内容：医用電子機器の開発・製造・販売,東京都新宿区西落合1-31-4,1951,プライム市場,42.0,5751,"7,544百万円",http://www.nihonkohden.co.jp/,
2024-08-01,日本化薬株式会社,医薬品メーカー業界,13,■事業内容大きく3本の柱を持つ研究開発型企業です。市場と顧客を重視し、グローバルなニッチ市場をターゲットとしています。大きな市場を狙うのではなく、独自の基板技術から新たな技術を創り出し、小規模の市場であっても高いマーケット・シェアまたはオンリー・ワンを目指します。,東京都千代田区丸の内2-1-1明治安田生命ビル19F20F,1916,プライム市場,40.8,2081,"14,932百万円",https://www.nipponkayaku.co.jp/,
2024-08-01,テルモ株式会社,医療機器メーカー業界,85,■事業内容：医療機器・医薬品の製造販売を行っています。,東京都渋谷区幡ヶ谷2-44-1,1921,プライム市場,42.9,30591,"38,716百万円",http://www.terumo.co.jp/,
2024-08-01,株式会社エスアールエル,その他医療関連,3,■エスアールエル（以下SRL）の主な事業は、病院を中心とする医療機関から、血液･尿･生体組織等（検体）を預かり、高度な技術と品質保証体制の下で分析を行い、検査結果を報告するという検体検査の受託。,東京都港区赤坂1-8-1赤坂インターシティ AIR,1970,,,2361,"11,027百万円",http://www.srl-group.co.jp/,
2024-08-01,株式会社ビー・エム・エル,医療機器メーカー業界,9,■事業内容：株式会社ビー・エム・エルは、臨床検査事業をメインビジネスとしています。近年その検査技術を活かした環境検査・食品衛生検査にも進出しています。その他医療IT化のインフラである電子カルテの開発販売を行なう医療情報システム事業に注力しています。(1)臨床検査事業(2)医療情報システム事業(3)その他、ゲノム解析サービスや食品衛生検査などの関連事業,東京都渋谷区千駄ヶ谷5-21-3,1955,プライム市場,41.3,4290,"6,045百万円",https://www.bml.co.jp/,
2024-06-01,株式会社フクダ産業,医療機器メーカー業界,4,■企業概要：当社は、1935年（昭和10年）創業。業歴89年を迎える医療機器製造販売業者です。呼吸器の疾患に苦しんでいる患者さんやその検査・診断・治療を行う医療従事者をご支援するための肺機能検査装置等を開発・製造・販売・保守しています。また、在宅医療のための人口呼吸器や人工呼吸器用マスクの販売、その他 海外のトップメーカーから睡眠関係の医療機器を輸入し、日本の医療現場のニーズに合わせて提供しています。,千葉県流山市名都借996,1962,,42.0,100,90百万円,http://www.fukuda-sangyo.co.jp/,
2024-07-01,株式会社日本エム・ディ・エム,医療機器メーカー業界,18,■概要：整形外科分野の医療機器（インプラント製品）メーカーで唯一のプライム市場上場企業です。■事業内容：日米市場を中心とした、整形外科分野における医療機器の開発・製造・販売事業■企業概要：1973年に医療機器販売を目的とし設立され、日本において45年超、米国においても25年超、整形外科分野の医療機器（人工関節、骨接合材料、脊椎固定器具など）の開発・製造を行っているメーカーです。販売体制に関しては、日本において17営業所で離島も含め全国の医療施設をカバーし、米国ではリージョナルセールスマネジャーを配しディストリビューター経由で全米をカバーする販売体制を構築しています。,東京都新宿区市谷台町12-2,1973,プライム市場,38.6,261,"3,001百万円",http://www.jmdm.co.jp/,
2024-08-01,シーメンスヘルスケア株式会社,医療機器メーカー業界,15,■当社では以下の事業に関する製品、サービス、ソリューションの輸入、販売を行っております。・画像診断装置（MRI、CT、分子イメージング（PET/SPECT）、ヘルスケアIT機器など）・治療装置（血管撮影装置、放射線治療装置、手術室関連装置）・超音波装置,東京都品川区大崎1-11-1ゲートシティ大崎ウエストタワー,1979,,,,,https://www.siemens-healthineers.com/jp,
2024-08-01,株式会社特殊免疫研究所,大学・研究施設,求人なし,,東京都文京区後楽1-1-10日本生命水道橋ビル,1979,,,,100 百万円,"Failed to retrieve page, status code: 410",代表取締役 伊藤 行夫
2024-08-01,株式会社ＪＭ　Ｏｒｔｈｏ,医療機器卸,1,■事業内容： 1．歯科矯正用器械、器具、材料の輸入及び販売 2．歯科矯正用器材の開発、製造、販売及び輸出3．歯科矯正教育プログラムの企画、作成及び学術資料並びに情報の提供4．医療用器械・器具の取り付け、修理並びに保守,東京都千代田区神田駿河台2-2御茶ノ水杏雲ビル14F,1973,,40.2,44,30百万円,"Failed to retrieve page, status code: 410",
2024-08-01,東洋メディック 株式会社,医療機器メーカー業界,3,■東洋メディックとは：同社は1982年に創業以来40年以上にわたり放射線に関連する測定装置・医療機器を中心に事業を展開しております。同社の事業には，創業当時からの人・物との出会いを大切にする心，お客様を大切にする心が浸透し現在も深く存在し続けていると感じています。今後もその中心となる事業を「人々の心と体の健康に貢献できる企業」として成長していくことを目指していきたいと考えています。,東京都千代田区飯田橋3-8-5住友不動産飯田橋駅前ビル8F,1982,,44.0,165,67百万円,http://www.toyo-medic.co.jp/,
2024-08-01,セントケア・ホールディング株式会社,福祉・介護関連サービス,3,■事業内容：介護事業を行う子会社の経営指導、バックオフィス業務支援■傘下子会社事業内容：介護保険サービス全般（訪問介護、訪問入浴、居宅介護支援、訪問看護、福祉機器／介護用品販売・レンタル、グループホーム、デイサービス、ショートステイ、小規模多機能、看護小規模多機能、住宅リフォーム、介護ロボットの企画・販売など）,東京都中央区京橋2-8-7読売八重洲ビル5F,1983,プライム市場,,11289,"1,772百万円",https://www.saint-care.com,
2024-06-01,日本ジェネティクス株式会社,医療機器卸,2,■事業内容ライフサイエンス研究に関する研究試薬や装置および消耗器材を、国内外のメーカーから仕入れて販売するライフサイエンス専門商社です。,東京都文京区後楽1-4-14後楽森ビル18F,1988,,,67,10百万円,http://www.n-genetics.com/,
2024-07-01,社会福祉法人三井記念病院,病院・大学病院・クリニック,2,■診療科目： 総合内科／脳神経内科／内分泌内科／糖尿病代謝内科／血液内科／腎臓内科／膠原病リウマチ内科／呼吸器内科／循環器内科／消化器内科／臨床腫瘍科（腫瘍内科）／一般外科／呼吸器外科／心臓血管外科／消化器外科／大腸外科／乳腺内分泌外科／小児科／精神科／整形外科／脳神経外科／形成外科・再建外科／皮膚科／泌尿器科／産婦人科／眼科／耳鼻咽喉科／放射線診断科／放射線治療科／麻酔科／歯科・歯科口腔外科／緩和ケア科／病理診断科／臨床検査科／輸血科（35診療科）,東京都千代田区神田和泉町1,1906,,,1300,,https://www.mitsuihosp.or.jp/,
2024-07-01,ビー・ブラウンエースクラップ株式会社,医療機器メーカー業界,12,"■概要：当グループは、ドイツに本社をおく1839年に創業を開始した大変歴史ある総合医療機器メーカーです。「薬局からグローバルな総合医療機器メーカーへ」 ビー・ブラウングループの歴史は、常に革新＝イノベーションを原動力とする道のりでした。ファミリーカンパニーという経営形態を維持することで安定した財務基盤を確保し、長期的視野に基づく研究・開発が可能な環境が、今日もその原動力を支えています。現在、世界64ヶ国以上の拠点で約64,000名を超える仲間が、「世界中の人々の健康を守り、向上させる」ことをビジョンに掲げ、精力的に働いています。",東京都文京区本郷2-38-16JEI本郷ビル,1986,,,511,200百万円,http://www.bbraun.jp/,
2024-05-01,北里メディカルサービス株式会社,その他医療関連,1,メディカルサポート事業,東京都港区白金5-9-1,1993,,33.0,302,"3,000万円",http://www.kitasato.org/,代表取締役 荒井 文夫
2024-08-01,株式会社日本ケアサプライ,福祉・介護関連サービス,3,■企業概要：当社は1998年3月に、介護保険制度開始に先立ち設立され、福祉用具のレンタル卸サービスという従来の日本にないビジネスモデルを確立、「福祉用具の購入～保管・洗浄・消毒・レンタル」を一挙に担い、福祉用具のリーディングカンパニーとして福祉用具貸与事業者様をサポートし続けてきました。そして2018年に当社は創立20周年を迎え、我々は社是を「健康長寿社会への貢献」としました。今後も福祉用具レンタルを核としながら、介護施設や高齢者向け各種サービス、そしてアジアなど近隣諸国への海外展開も視野に入れて健康長寿社会の実現に取り組んでいます。,東京都港区芝大門1-1-30芝NBFタワー 9F,1998,スタンダード市場,41.7,1295,"2,897百万円",https://www.caresupply.co.jp/,
2024-08-01,株式会社 メディネット,バイオベンチャー業界,7,■事業概要：免疫細胞治療用の細胞加工をはじめとして、再生・細胞医療にかかわる様々な技術・サービスを、医療機関のニーズに合わせて提供しています。,東京都大田区平和島6-1-1TRCセンタービル9F,1995,グロース市場,39.2,98,"5,736百万円",http://www.medinet-inc.co.jp,
2024-07-01,日本メガケア株式会社,その他医療関連,4,■概要：・2005年10月に大陽日酸株式会社を核に、関東を地盤とする医療ディーラー3社が合併し、医療ガス業界でトップグループとなる当社が誕生しました。・2011年4月、大陽日酸を親会社にもつ医療機器、医療材料、福祉介護関連商品の販売、サービスを提供する企業を吸収合併しました。・現在は、医療ガス、在宅酸素事業を基盤として、病院で使用する医療機器や福祉・介護までのトータルソリューションカンパニーとして更なる飛躍を目指します。,東京都板橋区舟渡1-12-11ヘリオスＩＩビル2F,2005,,,274,100百万円,http://www.megacare.co.jp/,
2024-08-01,株式会社モリタ東京製作所,医療機器メーカー業界,5,■概要：モリタグループは1916年の創業から100年以上続く、歯科医療の総合企業グループです。機器や材料の開発から流通、アフターサポートに至るまでを手がけ、全国及び世界のユーザーに先進技術と安心をお届けしています。その製造部門を担うモリタ東京製作所は、歯科医療機器（歯科用ユニット、歯科用治療台、歯科用技工機器 など）の開発・製造を通じて歯科医療業界に貢献しています。,埼玉県北足立郡伊奈町小室7129,1969,,,335,200百万円,https://www.morita.com/jmtmc/ja/welcome-non-medical/,
2024-08-01,株式会社白寿生科学研究所,医療機器卸,5,■事業内容：（1）ヘルストロン事業／ハクジュプラザ（2）健康食品事業／すこやかサプリ（3）音楽ホール事業／Hakuju Hall,東京都渋谷区富ヶ谷1-37-5,1964,,,232,100百万円,https://www.hakuju.co.jp/,
2024-08-01,富士フイルムワコーケミカル株式会社　大阪工場,試薬メーカー・受託合成・受託分析,8,試薬、化学工業薬品の製造・販売■生産拠点広野工場（福島）・埼玉工場（児玉）・平塚工場（神奈川）・宮崎工場（宮崎）東京工場（川越）・愛知工場（豊橋）・大阪工場（尼崎）・播磨工場（赤穂）■製造技術センター（広野・埼玉・川越・平塚・愛知）,宮崎県宮崎市清武町木原3558,1986,,,1100,7000万円,https://www.fujifilm.com/wkcm/ja,代表取締役社長 鈴木 直明
