更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,平均年齢,従業員数,企業URL,資本金,事業内容
2024-08-01,医療法人社団磯辺眼科医院,病院・大学病院・クリニック,求人なし,東京都豊島区南大塚3-1-7野村ビル 1Ｆ,1999,理事長 磯邉 雅子,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団安倍クリニック,病院・大学病院・クリニック,求人なし,東京都豊島区要町3-11-3ラルジュ大映 201,2000,理事長 安倍 英一郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団部坂耳鼻咽喉科医院,病院・大学病院・クリニック,求人なし,東京都豊島区駒込1-29-11Ｆ,2006,理事長 部坂 弘彦,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,56 百万円,
2024-08-01,医療法人社団優レディースクリニック,病院・大学病院・クリニック,求人なし,東京都豊島区西池袋3-25-11ＣＩＣＩＫＥＢＵＫＵＲＯＢＵＩＬ 2Ｆ,2007,理事長 坂田 優,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団佐々木クリニック,病院・大学病院・クリニック,求人なし,東京都日野市多摩平1-8-10,1998,理事長 進藤 朝子,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団山本クリニック,病院・大学病院・クリニック,求人なし,東京都日野市神明4-24-1（1Ｆ）,2000,理事長 山本亀代治,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団桜井医院,病院・大学病院・クリニック,求人なし,東京都稲城市押立1254-1,1996,理事長 櫻井 健彦,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団深水耳鼻咽喉科,病院・大学病院・クリニック,求人なし,東京都多摩市関戸1-11-3桜ヶ丘プラザビル 6Ｆ,1998,理事長 深水条輔,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団簡野クリニック,病院・大学病院・クリニック,求人なし,東京都稲城市平尾1-50-201Ｆ,1998,理事長 簡野 芳憲,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団貝取内田医院,病院・大学病院・クリニック,求人なし,東京都多摩市貝取1-52-1ノーブル貝取1ＦＢ室,2000,理事長 内田 憲,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団ながやまメンタルクリニック,病院・大学病院・クリニック,求人なし,東京都多摩市永山1-4永山センター1号館503－1Ａ号室,2003,理事長 横田圭司,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団栄耳鼻咽喉科クリニック,病院・大学病院・クリニック,求人なし,東京都稲城市百村1624-1稲城パークホームズ1Ｆ102,2003,理事長 木村 榮成,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団なかはら皮膚科クリニック,病院・大学病院・クリニック,求人なし,東京都日野市多摩平1-2-1多摩平第一ビル 206,2005,理事長 中原 優子,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団大地の会,病院・大学病院・クリニック,求人なし,東京都文京区本郷1-33-8ハウス本郷ビル 6Ｆ,1999,理事長 及川 孝光,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,64 百万円,
2024-08-01,医療法人野間メンタルヘルスクリニック,病院・大学病院・クリニック,求人なし,神奈川県横浜市中区山下町32-13原ビル 601,1999,理事長 瀬尾 裕香,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,20 百万円,
2024-08-01,医療法人畑整形外科,病院・大学病院・クリニック,求人なし,神奈川県横浜市鶴見区市場東中町11-18,1992,理事長 畑 昌輝,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,36 百万円,
2024-08-01,医療法人畑医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市鶴見区市場西中町6-23,1995,理事長 畑 宗一郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,58 百万円,
2024-08-01,医療法人社団岩村耳鼻咽喉科医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市戸塚区品濃町515-1南の街4－106,1989,理事長 岩村 節子,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団大岡医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市南区大岡2-13-15,1989,理事長 傳寳 芳春,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団くぬぎ台診療所,病院・大学病院・クリニック,求人なし,神奈川県横浜市保土ケ谷区川島町1404-15,1989,理事長 青柳 祥夫,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団佐藤小児科医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市中区本牧大里町5-13,1995,理事長 佐藤 千代美,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団清水医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市港北区菊名3-21-10,1989,理事長 清水 眞一,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団山崎医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市中区山元町3-142,1989,理事長 山崎 博之,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団吉村耳鼻咽喉科医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市西区中央1-27-13,1989,理事長 吉村 剛,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団高畑耳鼻咽喉科医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市瀬谷区三ツ境1,1989,理事長 高畑 喜延,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,359 百万円,
2024-08-01,医療法人社団六浦診療所,病院・大学病院・クリニック,求人なし,神奈川県横浜市金沢区六浦南2-2-34,1997,理事長 所 正彦,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団緑十字クリニック,病院・大学病院・クリニック,求人なし,神奈川県横浜市青葉区あざみ野2-19-10,1989,理事長 松下 恭,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団室伏整形外科医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市旭区本村町102-6,1989,理事長 室伏 貴之,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団南永田診療所,病院・大学病院・クリニック,求人なし,神奈川県横浜市南区永田みなみ台2-12102,1989,理事長 水谷 隆史,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団湊眼科医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市磯子区丸山2-8-2,1990,理事長 湊 敏夫,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団森クリニック,病院・大学病院・クリニック,求人なし,神奈川県横浜市金沢区泥亀1-8-27,1992,理事長 森 由雄,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団榎本医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市金沢区釜利谷西6-1-10,1991,理事長 榎本崇宏,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団ウェルパートナー,病院・大学病院・クリニック,求人なし,東京都渋谷区恵比寿南1-4-15恵比寿銀座クロスビル3Ｆ,1992,理事長 田代 友里子,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団みねおかクリニック,病院・大学病院・クリニック,求人なし,神奈川県横浜市保土ケ谷区峰岡町2-221-4,1992,理事長 小澤 道雄,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,284 百万円,
2024-08-01,医療法人社団藤沢クリニック,病院・大学病院・クリニック,求人なし,神奈川県横浜市保土ケ谷区星川3-8-1,1992,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団志摩医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市磯子区岡村7-29-3,1993,理事長 志摩 糺,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団山本歯科医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市緑区鴨居4-52-26,1999,理事長 山本 真樹,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団能勢クリニック,病院・大学病院・クリニック,求人なし,神奈川県横浜市神奈川区鶴屋町2-24-1,1989,理事長 能勢 亨,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団仲町台レディースクリニック,病院・大学病院・クリニック,求人なし,神奈川県横浜市都筑区仲町台3-7-21,1999,理事長 塚原睦亮,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団所耳鼻咽喉科医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市金沢区六浦南2-9-14,1995,理事長 所 芳男,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団臼井医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市中区千歳町1-2横浜ＴＨビル 2Ｆ,2001,理事長 臼井 俊朗,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人小川クリニック,病院・大学病院・クリニック,求人なし,神奈川県横浜市戸塚区舞岡町29,2002,理事長 小川 博康,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,221 百万円,
2024-08-01,医療法人社団ヒューマントラストクリニックすずき,病院・大学病院・クリニック,求人なし,神奈川県横浜市都筑区荏田東4-8-5プラザ都筑 1Ｆ,2005,理事長 鈴木 和信,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人田近医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市保土ケ谷区境木本町1-28,2005,理事長 田近 栄四郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,41 百万円,
2024-08-01,医療法人社団さねよし耳鼻咽喉科,病院・大学病院・クリニック,求人なし,神奈川県横浜市都筑区茅ケ崎中央7-20クリアドール 2Ｆ,2006,理事長 實吉健策,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団おやま内科クリニック,病院・大学病院・クリニック,求人なし,神奈川県横浜市都筑区茅ケ崎中央19-1タウンスクエア 201,2007,理事長 小山 憲,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団岡崎医院,病院・大学病院・クリニック,求人なし,神奈川県川崎市麻生区王禅寺東2-13-1,1994,理事長 岡﨑大武,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団新ゆり武内クリニック,病院・大学病院・クリニック,求人なし,神奈川県川崎市麻生区上麻生1-3-5ドレイクビル 5Ｆ,1999,理事長 武内 宏之,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団高橋クリニック,病院・大学病院・クリニック,求人なし,神奈川県川崎市幸区北加瀬2-7-20,1996,理事長 髙橋 薫,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団とかじ歯科,病院・大学病院・クリニック,求人なし,神奈川県川崎市宮前区小台1-20-1アン・ビジネスパーク 7Ｆ,1998,理事長 戸梶仁聡,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団ナカオカクリニック,病院・大学病院・クリニック,求人なし,神奈川県川崎市幸区下平間38,1992,理事長 中岡 康,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団渡辺外科内科医院,病院・大学病院・クリニック,求人なし,神奈川県川崎市川崎区大島2-17-16,1989,理事長 渡邉 健児,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,193 百万円,
2024-08-01,医療法人輝星会,病院・大学病院・クリニック,求人なし,神奈川県川崎市中原区新城3-2-13ラ・ビスタビル 3Ｆ,2002,理事長 星川 徳行,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,128 百万円,
2024-08-01,医療法人社団登戸クリニック,病院・大学病院・クリニック,求人なし,神奈川県川崎市多摩区登戸2566-1ＧｒａｎＳｏｌｅｉｌ登戸 101、201,2007,理事長 友廣忠寿,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団ファイブエス,病院・大学病院・クリニック,求人なし,神奈川県川崎市麻生区万福寺3-1-1ハレアカラ 1Ｆ,2011,理事長 永田 達也,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人メビア,病院・大学病院・クリニック,求人なし,神奈川県横浜市戸塚区戸塚町16-1トツカーナ 5Ｆ,2014,理事長 鈴木 高佳,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団宮前平内科クリニック,病院・大学病院・クリニック,求人なし,神奈川県川崎市宮前区宮前平2-15-2第二マルテイビル,2014,理事長 伊東 克彦,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人産婦人科クリニックさくら,病院・大学病院・クリニック,求人なし,神奈川県横浜市青葉区新石川2-9-3,2014,理事長 櫻井 明弘,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団小林内科医院,病院・大学病院・クリニック,求人なし,神奈川県藤沢市辻堂新町2-17-29,1991,理事長 小林 邦芳,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団酒井医院,病院・大学病院・クリニック,求人なし,神奈川県藤沢市辻堂1-10-19,1990,理事長 酒井 辰彦,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団湘南斉藤クリニック,病院・大学病院・クリニック,求人なし,神奈川県藤沢市鵠沼石上2-14-9,1990,理事長 齊藤 信義,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団青木内科,病院・大学病院・クリニック,求人なし,神奈川県藤沢市大庭5682-9ライフビル 3Ｆ,1996,理事長 青木 信平,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団さくまこどもクリニック,その他医療関連,求人なし,神奈川県藤沢市湘南台2-27-15東永ビル 1Ｆ,1997,理事長 佐久間 秀哉,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団みずしな整形外科,病院・大学病院・クリニック,求人なし,神奈川県藤沢市鵠沼海岸3-5-5,1994,理事長 水品 彰彦,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団石井小児科医院,病院・大学病院・クリニック,求人なし,神奈川県藤沢市大庭5061-9,2001,理事長 石井理文,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人博真会永田外科,病院・大学病院・クリニック,求人なし,神奈川県高座郡寒川町倉見3793-3,1992,理事長 永田 真一,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,71 百万円,
2024-08-01,医療法人社団茅ヶ崎クリニック,病院・大学病院・クリニック,求人なし,神奈川県茅ヶ崎市東海岸南1-22-1,1989,理事長 白倉庸代,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団高橋医院,病院・大学病院・クリニック,求人なし,神奈川県茅ヶ崎市十間坂1-2-16,1990,理事長 高橋 基,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団新家クリニック,病院・大学病院・クリニック,求人なし,神奈川県茅ヶ崎市富士見町11-4,2003,理事長 新家 雄一,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団花岡内科クリニック,病院・大学病院・クリニック,求人なし,神奈川県鎌倉市大船4-21-25,1989,理事長 花岡 正人,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団神尾耳鼻咽喉科医院,病院・大学病院・クリニック,求人なし,神奈川県鎌倉市大船1-7-5,1989,理事長 神尾 尚彦,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団倉岡胃腸科内科,病院・大学病院・クリニック,求人なし,神奈川県鎌倉市岡本2-6-39,1991,理事長 倉岡 隆,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団田川医院,病院・大学病院・クリニック,求人なし,神奈川県鎌倉市梶原2-34-5,1994,理事長 田川 不知夫,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人かまくら泌尿器科,病院・大学病院・クリニック,求人なし,神奈川県鎌倉市小町2-2-3,1996,理事長 速水 久嗣,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,16 百万円,
2024-08-01,医療法人土橋医院,病院・大学病院・クリニック,求人なし,神奈川県鎌倉市植木590-9植木ビル 1Ｆ,2002,理事長 土橋 康之,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,30 百万円,
2024-08-01,医療法人とよた医院,病院・大学病院・クリニック,求人なし,神奈川県鎌倉市雪ノ下1-9-21トウセン鎌倉ビル 2Ｆ,2004,理事長 豊田 悟,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,81 百万円,
2024-08-01,医療法人社団角張医院,病院・大学病院・クリニック,求人なし,神奈川県相模原市南区東林間3-16-14,1989,理事長 角張 雄二,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人河路内科クリニック,病院・大学病院・クリニック,求人なし,神奈川県相模原市南区古淵1-6-10,1997,理事長 河路 晃一,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団塚田医院,病院・大学病院・クリニック,求人なし,神奈川県相模原市緑区橋本1-17-20,1987,理事長 塚田 美紀,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団弓田眼科医院,病院・大学病院・クリニック,求人なし,神奈川県相模原市南区相模大野5-27-38,1995,理事長 弓田 彰,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人矢島医院,病院・大学病院・クリニック,求人なし,神奈川県相模原市緑区橋本6-32-10,2002,理事長 矢島 晴美,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,16 百万円,
2024-08-01,医療法人社団添田グループ,病院・大学病院・クリニック,求人なし,神奈川県伊勢原市桜台1-11-24,2004,理事長 添田 博充,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団高橋歯科医院,病院・大学病院・クリニック,求人なし,神奈川県秦野市本町2-9-16,1990,理事長 髙橋 捷治,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団岩垣小児科医院,病院・大学病院・クリニック,求人なし,神奈川県秦野市南矢名4-5-14,1994,理事長 岩垣 浩之,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人亀崎医院,病院・大学病院・クリニック,求人なし,神奈川県秦野市入船町2-8,1995,理事長 亀﨑 昌道,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,108 百万円,
2024-08-01,医療法人社団浅利クリニック,病院・大学病院・クリニック,求人なし,神奈川県座間市座間2-236-4,1991,理事長 浅利 秀男,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団広井内科医院,病院・大学病院・クリニック,求人なし,神奈川県座間市緑ケ丘4-7-7,1992,理事長 廣井 喜一,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団菊田内科医院,病院・大学病院・クリニック,求人なし,神奈川県大和市林間2-1-5,1992,理事長 鶴居 信昭,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団深見台中央医院,病院・大学病院・クリニック,求人なし,神奈川県大和市深見台3-5-28,1994,理事長 大橋 俊文,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団小林国際クリニック,病院・大学病院・クリニック,求人なし,神奈川県大和市西鶴間3-5-6ハイネスアミテイ鶴間2番館 110,1995,理事長 小林米幸,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団まなべ小児科クリニック,病院・大学病院・クリニック,求人なし,神奈川県海老名市東柏ケ谷3-13-6さがみ野駅北口ビル 2Ｆ,1996,理事長 真部 秀治,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団唐木整形外科,病院・大学病院・クリニック,求人なし,神奈川県小田原市鴨宮162,1986,理事長 上原 志乃,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団山口医院,病院・大学病院・クリニック,求人なし,神奈川県小田原市酒匂1402-1,1991,理事長 山口 浩,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団山屋整形外科医院,病院・大学病院・クリニック,求人なし,神奈川県小田原市飯泉804-21,1994,理事長 山屋 智康,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団雨宮内科医院,病院・大学病院・クリニック,求人なし,神奈川県小田原市栄町3-15-20,1995,理事長 雨宮 光,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団富田医院,病院・大学病院・クリニック,求人なし,神奈川県小田原市曽我別所777-6,1995,理事長 富田 さつき,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団横田小児科医院,病院・大学病院・クリニック,求人なし,神奈川県小田原市北ノ窪515-3,1996,理事長 横田 俊一郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団かものみや耳鼻咽喉科,病院・大学病院・クリニック,求人なし,神奈川県小田原市南鴨宮3-33-16,1996,理事長 鈴木 正彦,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団仙石原永井医院,病院・大学病院・クリニック,求人なし,神奈川県足柄下郡箱根町仙石原984,1989,理事長 永井 昇,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,105 百万円,
2024-08-01,医療法人高見澤クリニック,病院・大学病院・クリニック,求人なし,神奈川県小田原市扇町4-7-15,1999,理事長 髙見澤 徹,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人山田クリニック,病院・大学病院・クリニック,求人なし,神奈川県小田原市板橋86-3,1999,理事長 山田 洋介,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団山本眼科医院,病院・大学病院・クリニック,無,神奈川県小田原市本町2-3-22,2001,理事長 望月 京子,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団渡邊内科クリニック,病院・大学病院・クリニック,求人なし,神奈川県小田原市栄町1-2-8八百源ビル 1Ｆ,2003,理事長 渡邊 清治,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団田村小児科医院,病院・大学病院・クリニック,求人なし,神奈川県足柄上郡松田町松田庶子1532,1989,理事長 田村 秀一,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団土岐歯科医院,病院・大学病院・クリニック,求人なし,神奈川県南足柄市関本561-1,1997,理事長 土岐 淳一,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人井上整形外科,病院・大学病院・クリニック,求人なし,神奈川県中郡二宮町百合が丘1-1-1,1991,理事長 井上惣一郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団亀井矯正歯科医院,病院・大学病院・クリニック,求人なし,神奈川県平塚市立野町39-12,1995,理事長 亀井照明,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団高橋内科小児科整形外科医院,病院・大学病院・クリニック,求人なし,神奈川県平塚市花水台37-24,1995,理事長 髙橋孝慈,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人日向岡クリニック,病院・大学病院・クリニック,求人なし,神奈川県平塚市日向岡2-16-10,1997,理事長 清水 宏明,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人百合が丘クリニック,病院・大学病院・クリニック,求人なし,神奈川県中郡二宮町百合が丘2-1-2,1997,理事長 倉田 隆,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団森田内科医院,病院・大学病院・クリニック,求人なし,神奈川県中郡大磯町東小磯10,2001,理事長 森田 秀人,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団内出医院,病院・大学病院・クリニック,求人なし,神奈川県横須賀市馬堀海岸2-26-5,1991,理事長 内出 一郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
