更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,平均年齢,従業員数,企業URL,資本金,事業内容
2024-08-01,医療法人社団ビジョナリー,病院・大学病院・クリニック,求人なし,東京都北区王子本町1-24-8エスポワール王子 1Ｆ,2014,理事長 船木威徳,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団憲希会,病院・大学病院・クリニック,求人なし,東京都練馬区大泉学園町6-1-371Ｆ,2000,理事長 藤野 遵,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,51 百万円,
2024-08-01,医療法人社団啓歯会,病院・大学病院・クリニック,無,東京都練馬区豊玉北1-6-14ジェミニＢ館 2Ｆ,1992,理事長 辻 隆次,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,80 百万円,
2024-08-01,医療法人社団弘和会,病院・大学病院・クリニック,求人なし,東京都練馬区貫井4-25-31,1990,理事長 歌橋 和哉,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,73 百万円,
2024-08-01,医療法人社団三健会,病院・大学病院・クリニック,求人なし,東京都練馬区石神井町2-13-151Ｆ,1993,理事長 渡邊 三郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,132 百万円,
2024-08-01,医療法人財団秀行会,病院・大学病院・クリニック,求人なし,東京都練馬区桜台2-1-7,1951,理事長 中村 哲郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,115 百万円,
2024-08-01,医療法人社団一康会,病院・大学病院・クリニック,求人なし,東京都練馬区東大泉7-6-7センチュリー東大泉 106,2003,理事長 橋本 淳,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団蒼明会,その他医療関連,求人なし,東京都練馬区関町南1-9-50上石神井第5ロイヤルハイツ 1Ｆ,2006,理事長 大川 徹,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,203 百万円,
2024-08-01,医療法人社団なごみ会,病院・大学病院・クリニック,求人なし,東京都練馬区東大泉1-28-6モンセーヌ大泉 3Ｆ,2010,理事長 下田 司,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,25 百万円,
2024-08-01,医療法人社団昌泉会,病院・大学病院・クリニック,求人なし,東京都練馬区東大泉5-40-24サンダリオンビル102号室,2011,理事長 安久 昌吾,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,18 百万円,
2024-08-01,医療法人社団明石皮膚科,病院・大学病院・クリニック,求人なし,東京都江戸川区西葛西6-9-151Ｆ,1990,理事長 明石 芳信,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,102 百万円,
2024-08-01,医療法人社団誠悠会,病院・大学病院・クリニック,求人なし,千葉県船橋市本町5-4-51307,1993,理事長 本部 悠正,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,422 百万円,
2024-08-01,医療法人社団黄耆会,病院・大学病院・クリニック,求人なし,東京都江戸川区北小岩6-17-71Ｆ,1999,理事長 京谷 淳,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,5 百万円,
2024-08-01,医療法人社団德久医院,病院・大学病院・クリニック,求人なし,東京都江戸川区平井4-7-16ワットビル 1Ｆ、2Ｆ,1991,理事長 德久 靖高,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団天太会,病院・大学病院・クリニック,求人なし,東京都港区西新橋1-5-14内幸町1ビル 1Ｆ,1999,理事長 小橋 大恵,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団優祉会,病院・大学病院・クリニック,求人なし,東京都中野区中央4-1-3ボニータ新中野2Ｆ部分201号室,1996,理事長 大山 文乾,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,61 百万円,
2024-08-01,医療法人社団瑞香会,病院・大学病院・クリニック,求人なし,東京都江戸川区南篠崎町2-9-71Ｆ,2002,理事長 佐々木 亮孝,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,82 百万円,
2024-08-01,医療法人社団東京西双泉会,病院・大学病院・クリニック,求人なし,東京都中野区弥生町1-43-9クラシー中野弥生町1Ｆ,2003,理事長 鮫島 庸一,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団昭正会,病院・大学病院・クリニック,求人なし,東京都江戸川区南篠崎町3-24-2,1994,理事長 葛原 正昭,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,36 百万円,
2024-08-01,医療法人社団三賞会,病院・大学病院・クリニック,求人なし,東京都江戸川区一之江7-35-22一富ビルディング 3Ｆ,2010,理事長 小池 直美,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団雄清会,病院・大学病院・クリニック,無,東京都江戸川区瑞江2-3-7久八ビル3Ｆ,2012,理事長 小田 雄太郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■歯科医院予防歯科・メンテナンス虫歯治療歯周病治療小児歯科インプラント治療審美治療セラミック治療矯正治療ホワイトニング 等 2023年5月doda掲載求人より引用
2024-08-01,医療法人社団栄視会,病院・大学病院・クリニック,求人なし,東京都足立区花畑1-7-19,1993,理事長 横山 寿光,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,166 百万円,
2024-08-01,医療法人社団泰仁会,病院・大学病院・クリニック,求人なし,東京都足立区千住河原町22-6,1999,理事長 北川 泰久,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,105 百万円,
2024-08-01,医療法人社団ナチュラルハーモニー,病院・大学病院・クリニック,求人なし,東京都渋谷区神宮前6-25-14神宮前メディアスクエアビル 5Ｆ,1994,理事長 大賀 勇人,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団昭明会,病院・大学病院・クリニック,求人なし,東京都足立区大谷田3-22-2,1999,理事長 中川 厚,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,31 百万円,
2024-08-01,医療法人社団片根会,病院・大学病院・クリニック,求人なし,東京都葛飾区東四つ木4-35-18,1996,理事長 齋藤 正恵,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,20 百万円,
2024-08-01,医療法人社団慶昭会,病院・大学病院・クリニック,求人なし,東京都葛飾区新小岩1-37-11,1997,理事長 白井 泰生,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人財団ファミーユ,病院・大学病院・クリニック,無,東京都葛飾区東金町1-41-1桜井ビル 2Ｆ,1994,理事長 駒形 清則,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,131 百万円,
2024-08-01,医療法人社団淳友会,病院・大学病院・クリニック,求人なし,東京都葛飾区柴又1-2-11Ｆ,2003,理事長 渡邉 淳子,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,431 百万円,
2024-08-01,医療法人社団建寿会,病院・大学病院・クリニック,求人なし,東京都葛飾区金町6-4-2ラヴィクレール金町 2Ｆ,2004,理事長 潮 建司朗,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,152 百万円,
2024-08-01,医療法人社団翔仁会,病院・大学病院・クリニック,求人なし,東京都葛飾区青戸2-6-2広正社青戸第3ビル 1Ｆ,2005,理事長 久保 仁,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,484 百万円,
2024-08-01,医療法人社団遠武産婦人科,病院・大学病院・クリニック,求人なし,東京都葛飾区立石6-34-11,2007,理事長 遠武 孝祐,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団睦会,病院・大学病院・クリニック,求人なし,東京都葛飾区奥戸2-16-7米山ビル2Ｆ201,2013,理事長 石井 久仁子,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,8 百万円,
2024-08-01,医療法人社団修啓会,病院・大学病院・クリニック,求人なし,東京都足立区南花畑4-12-10,2013,理事長 福島 啓展,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団泰大会,病院・大学病院・クリニック,求人なし,東京都町田市薬師台1-25-12薬師台メディカルテラス,1994,理事長 近藤 泰一,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,99 百万円,
2024-08-01,医療法人社団久和会,病院・大学病院・クリニック,求人なし,東京都町田市常盤町3560-1,1997,理事長 彦根 亮,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団おおぞら会,病院・大学病院・クリニック,求人なし,東京都町田市忠生3-25-11忠生ビル 302,2013,理事長 鈴木 智広,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,49 百万円,
2024-08-01,医療法人社団哲信会,病院・大学病院・クリニック,求人なし,東京都府中市緑町1-3-1,1989,理事長 小林 哲也,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,390 百万円,
2024-08-01,医療法人社団若歯会,病院・大学病院・クリニック,求人なし,東京都府中市宮町1-50くるる3Ｆ304区画,1989,理事長 中野 潤三郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,173 百万円,
2024-08-01,医療法人社団中島整形外科医院,病院・大学病院・クリニック,求人なし,東京都府中市白糸台2-5-5,1991,理事長 中島 一馬,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,319 百万円,
2024-08-01,医療法人社団つくし会,病院・大学病院・クリニック,無,東京都国立市西2-26-29,1992,理事長 新田 國夫,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,194 百万円,
2024-08-01,医療法人社団秀美会,病院・大学病院・クリニック,求人なし,東京都小金井市本町2-6-7ＮＫビル 2Ｆ,1998,理事長 秋澤 秀彰,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,1 百万円,
2024-08-01,医療法人社団壮明会,病院・大学病院・クリニック,求人なし,東京都小金井市緑町5-12-171Ｆ,2001,理事長 山﨑 博臣,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,20 百万円,
2024-08-01,医療法人社団波多野クリニック,病院・大学病院・クリニック,求人なし,東京都国分寺市南町2-1-36,2002,理事長 波多野 暢彦,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,18 百万円,
2024-08-01,医療法人社団アカシア会,病院・大学病院・クリニック,求人なし,東京都小金井市本町5-19-8アカシアビル 2Ｆ,2002,理事長 田中 靖,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団卓心会,病院・大学病院・クリニック,求人なし,東京都府中市小柳町2-12-2メゾンドールウツミ 101,2003,理事長 永田 宏,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,225 百万円,
2024-08-01,医療法人社団千実会,病院・大学病院・クリニック,無,東京都三鷹市上連雀2-2-16,2000,理事長 秋山 千枝子,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,184 百万円,
2024-08-01,医療法人社団雛会,病院・大学病院・クリニック,求人なし,東京都府中市白糸台4-13-7シーダー武蔵野 102,2004,理事長 井上 博,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団瑞涼会,病院・大学病院・クリニック,求人なし,東京都国分寺市泉町2-9-3ハートフルビル西晴 3Ｆ,2007,理事長 久保嶋 慎二,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,16 百万円,
2024-08-01,医療法人社団一星会,病院・大学病院・クリニック,求人なし,東京都品川区東品川2-2-25603,2007,理事長 佐藤 剛,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団名美会,病院・大学病院・クリニック,求人なし,東京都武蔵野市吉祥寺本町2-10-7くもんぴあ吉祥寺 4Ｆ,1991,理事長 間山 真美子,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団秀巧会,病院・大学病院・クリニック,無,東京都稲城市百村1604-7,2010,理事長 関根 秀明,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,38 百万円,
2024-08-01,医療法人社団豊徳会,その他医療関連,求人なし,東京都狛江市岩戸南2-2-3,2010,理事長 松家 くみ子,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,256 百万円,
2024-08-01,医療法人社団ケンヘルスケア,病院・大学病院・クリニック,求人なし,東京都国分寺市東恋ヶ窪5-14-1アメニティ97－1Ｆ,2011,理事長 永山 憲市,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団壮仁会,医療コンサルティング,求人なし,東京都三鷹市下連雀3-7-16エミナール 2Ｆ,2012,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,136 百万円,
2024-08-01,医療法人社団弘帥会,病院・大学病院・クリニック,無,東京都国分寺市本町2-23-5ラフィネ込山Ｎｏ．3,2012,理事長 地川 弘一,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,24 百万円,
2024-08-01,医療法人社団聡仁会,病院・大学病院・クリニック,求人なし,東京都武蔵野市吉祥寺南町2-38-7,2012,理事長 阿久津 聡,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,31 百万円,
2024-08-01,医療法人社団清清会,病院・大学病院・クリニック,求人なし,東京都東久留米市下里7-6-2,1989,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,1 百万円,
2024-08-01,医療法人社団博結会,その他医療関連,求人なし,埼玉県さいたま市浦和区高砂2-6-10柳屋ビル2Ｆ,1996,理事長 持丸 みずき,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,1 百万円,
2024-08-01,医療法人社団つつじ会,病院・大学病院・クリニック,求人なし,東京都東村山市本町1-22-24,2007,理事長 功刀 孝也,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,206 百万円,
2024-08-01,医療法人社団ひばりこどもクリニック,病院・大学病院・クリニック,求人なし,東京都西東京市谷戸町3-11-9長谷川ビル 1Ｆ,2007,理事長 高山 順,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,70 百万円,
2024-08-01,医療法人社団幸良会,病院・大学病院・クリニック,求人なし,東京都清瀬市松山2-1-3,2010,理事長 野島 大輔,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,66 百万円,
2024-08-01,医療法人社団百年会,病院・大学病院・クリニック,無,東京都杉並区上荻1-5-1荻窪ステーションサイドビル 3Ｆ,2011,理事長 田部田 英之,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,25 百万円,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ◇内科・整形外科・美容外科◇クリニック2拠点（西東京市・杉並区）◇疾病予防運動施設◇訪問看護ステーション2拠点（世田谷区・練馬区）◇在宅療養診療所 2022年4月doda掲載求人より引用
2024-08-01,医療法人社団光誠会,福祉・介護関連サービス,求人なし,東京都立川市富士見町1-36-6,1997,理事長 山下 孝,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団鉄医会,その他医療関連,求人なし,東京都立川市柴崎町3-1-1エキュート立川4Ｆ,2013,理事長 久住 英二,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団かしわの葉,その他医療関連,求人なし,東京都立川市柏町4-15-1オークビル3Ｆ,2013,理事長 原 俊浩,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,14 百万円,
2024-08-01,医療法人社団幸誠会,病院・大学病院・クリニック,求人なし,東京都あきる野市小川東1-19-20（1Ｆ）,2000,理事長 星野 誠,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団衆望会,病院・大学病院・クリニック,求人なし,東京都羽村市小作台1-2-111Ｆ,2000,理事長 臼井 龍一,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,36 百万円,
2024-08-01,医療法人社団仁晶会,病院・大学病院・クリニック,求人なし,東京都羽村市五ノ神4-14-5サンシティビル 2Ｆ,2003,理事長 皆川 仁,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,12 百万円,
2024-08-01,医療法人社団有恒会,その他医療関連,求人なし,東京都羽村市富士見平1-18羽村団地第24号棟第1号室,2003,理事長 小﨑 有恒,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,203 百万円,
2024-08-01,医療法人社団向日葵清心会,病院・大学病院・クリニック,求人なし,東京都青梅市今井1-2609-2,1991,理事長 佐藤 辰夫,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,169 百万円,
2024-08-01,医療法人社団向陽会,病院・大学病院・クリニック,求人なし,東京都江戸川区瑞江2-3-1瑞江駅前ビル 2Ｆ,1989,理事長 小見山 貴継,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団佑起会,その他医療関連,求人なし,東京都目黒区東山1-4-4目黒東山ビル 2Ｆ,1999,理事長 手塚 万由里,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,58 百万円,
2024-08-01,医療法人松濤会,病院・大学病院・クリニック,求人なし,東京都目黒区目黒本町4-1-13,1989,理事長 渡邊 憲子,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団桂香会,その他医療関連,求人なし,東京都目黒区上目黒3-2-2フジビル 8Ｆ,2004,理事長 新 英士,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,56 百万円,
2024-08-01,医療法人社団幸和会,病院・大学病院・クリニック,求人なし,東京都豊島区駒込6-33-17,1990,理事長 大和 剛,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,108 百万円,
2024-08-01,医療法人社団靜谷会,病院・大学病院・クリニック,求人なし,東京都豊島区西巣鴨4-6-2靜谷マンション 1Ｆ,1993,理事長 知念 輝,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団桐壬会,病院・大学病院・クリニック,求人なし,東京都豊島区南大塚3-1-31Ｆ,1993,理事長 斉藤秀剛,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団医恵会,病院・大学病院・クリニック,求人なし,東京都豊島区上池袋1-10-52Ｆ,1993,理事長 関 惠一,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,17 百万円,
2024-08-01,医療法人社団結,病院・大学病院・クリニック,求人なし,東京都豊島区池袋2-60-6グランドメゾン池袋一番館 103,1991,理事長 生野 晴彦,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人財団真永会,その他医療関連,求人なし,東京都豊島区駒込3-3-197Ｆ,1998,理事長 右田 敏郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,153 百万円,
2024-08-01,医療法人社団湖歩会,病院・大学病院・クリニック,無,東京都豊島区巣鴨1-18-8巣鴨東宝ビル 8Ｆ,2002,理事長 河﨑 雅暢,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 「すがも腎クリニック」「おおつか内科クリニック」「ゆしまクリニック」の運営 2022年12月doda掲載求人より引用
2024-08-01,医療法人社団育生会,病院・大学病院・クリニック,求人なし,東京都豊島区目白1-4-1,1988,理事長 平田 雅子,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,82 百万円,
2024-08-01,医療法人社団孝友会,病院・大学病院・クリニック,求人なし,東京都渋谷区代々木1-35-3ｔｏＤＯｅ代々木6Ｆ,2007,理事長 貞永 嘉浩,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,31 百万円,
2024-08-01,医療法人社団銀美会,病院・大学病院・クリニック,求人なし,東京都中央区銀座5-6-2銀座七宝ビル 4Ｆ,2010,理事長 友松 裕貴,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,174 百万円,
2024-08-01,医療法人社団デンタルキュア,医薬品・医療機器・ライフサイエンス・医療系サービス,求人なし,東京都豊島区目白3-4-11目白ＮＣＫビル 3Ｆ,2011,理事長 岡上 祐一郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団平成医会,その他医療関連,求人なし,東京都新宿区神楽坂2-14ノービィビル 1Ｆ,2013,理事長 島田 潔,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団宏優会,病院・大学病院・クリニック,求人なし,東京都日野市百草194第三双洋ビル 2Ｆ,1993,理事長 久木元 延宏,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,48 百万円,
2024-08-01,医療法人社団吹明会,病院・大学病院・クリニック,求人なし,東京都世田谷区成城6-8-6サラブライト成城ビル 2Ｆ,1987,理事長 西山 正德,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,3 百万円,
2024-08-01,医療法人社団翔和仁誠会,福祉・介護関連サービス,無,東京都多摩市永山1-14-12キャスケード1－1Ｆ,2004,理事長 髙松 俊輔,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,459 百万円,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 東京・神奈川に15クリニック展開たかまつ耳鼻咽喉科耳鼻咽喉科多摩センタークリニック東京みみ･はな･のど サージクリニック国領駅前耳鼻科国領駅前クリニックあおぞら耳鼻咽喉科あすなろクリニック調布駅前クリニック耳鼻咽喉科豊洲ベイシティクリニック耳鼻咽喉科おしあげ耳鼻咽喉科立川南口耳鼻咽喉科小金井わかば耳鼻咽喉科こすぎ耳鼻咽喉科ひまわり小児科若葉台みらいクリニック 2022年7月doda掲載求人より引用
2024-08-01,医療法人社団報健会,病院・大学病院・クリニック,求人なし,東京都日野市多摩平1-4-19藤ビル 2Ｆ,2011,理事長 森末 淳,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,64 百万円,
2024-08-01,医療法人社団愛児の会,病院・大学病院・クリニック,求人なし,神奈川県横浜市西区北幸1-4-1天理ビル内,1975,理事長 羽田 宣裕,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,8 百万円,
2024-08-01,医療法人社団倶伸会渡辺医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市南区真金町1-3,1992,理事長 渡邉剛宏,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団恒久会江口歯科医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市旭区二俣川1-45-17,1996,理事長 江口 康久万,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,29 百万円,
2024-08-01,医療法人社団卓友会,病院・大学病院・クリニック,求人なし,神奈川県横浜市泉区中田西1-1-20クロシェット・ボナール1Ｆ,1989,理事長 佐藤 卓,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,79 百万円,
2024-08-01,医療法人社団鈴木小児科医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市神奈川区神大寺4-8-15,1990,理事長 鈴木 與志晴,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,57 百万円,
2024-08-01,医療法人社団扇会,その他医療関連,求人なし,神奈川県小田原市堀之内7-1中嶋ビル 101,1995,理事長 山下 功,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,31 百万円,
2024-08-01,医療法人社団昌明会,病院・大学病院・クリニック,求人なし,神奈川県横浜市都筑区荏田東1-3-24,1997,理事長 富永 一惠,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,210 百万円,
2024-08-01,医療法人社団米国会古荘セントラルクリニック,病院・大学病院・クリニック,求人なし,神奈川県横浜市旭区二俣川1-45-43岡崎ビル 2Ｆ,1994,理事長 今川 健二,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,18 百万円,
2024-08-01,医療法人社団邦生会簡野クリニック,病院・大学病院・クリニック,求人なし,神奈川県横浜市旭区柏町53-8,1996,理事長 簡野 邦彦,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,9 百万円,
2024-08-01,医療法人社団山崎胃腸科内科クリニック,病院・大学病院・クリニック,求人なし,神奈川県横浜市港南区港南台9-29-2,1994,理事長 山崎 具基,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,67 百万円,
2024-08-01,医療法人社団晃生会,病院・大学病院・クリニック,求人なし,神奈川県横浜市金沢区能見台2-20-2,1995,理事長 吉田 晃生,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団緑香会むとう歯科医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市泉区緑園2-1-1ＧＦビル 2Ｆ,1996,理事長 武藤 勝,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団吉沢皮膚科医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市中区石川町1-1,1989,理事長 吉沢 潤,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団山口診療所,病院・大学病院・クリニック,求人なし,神奈川県川崎市川崎区駅前本町10-12,1991,理事長 山口 光祐,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,177 百万円,
2024-08-01,医療法人社団明生会周医院,病院・大学病院・クリニック,求人なし,神奈川県横浜市保土ケ谷区帷子町1-33-1,1995,理事長 周 明瑛,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,41 百万円,
2024-08-01,医療法人社団明仁会,病院・大学病院・クリニック,求人なし,神奈川県横浜市保土ケ谷区宮田町1-2-9,1994,理事長 松原 明,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
