更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,従業員数,平均年齢,企業URL,代表者,資本金,上場市場名
2024-08-01,株式会社ＥＰメディエイト,その他,求人なし,,東京都新宿区津久戸町1-8,2018,,,"Failed to retrieve page, status code: 410",代表取締役 丹治 公典,50 百万円,
2024-07-01,ヘルスケアテクノロジーズ株式会社,病院・大学病院・クリニック,6,■事業概要【AIを用いた次世代医療サービスの構築/スタートアップ事業】～事業の概要～私たちヘルスケアテクノロジーズは、ソフトバンク出資の新規事業で、オンライン健康医療相談サービスを行う事業です。365日24時間、アプリを通じて、ユーザーからの健康相談を受け、対処方法の提示/OTC案内/医療機関への受診等を行っていきます。将来的には蓄積したデータをベースに、ユーザーと医療機関を繋げ、早期かつ安定的なヘルスケアの促進に寄与することを目指しています。,東京都港区芝2-28-8,2018,,,なし,,38百万円,
2024-06-01,ＣＰＣ株式会社,バイオベンチャー業界,2,■再生医療導入サポート■細胞培養受託サービス■特定細胞加工物製造（施設番号：FA3200001）,東京都千代田区神田駿河台4-1-1 ウエルトンビル4F,2018,42,,https://dr-cpc.com/,代表取締役 井上 啓太,4750万円,
2024-07-01,株式会社リィ,福祉・介護関連サービス,8,■事業内容： 児童発達支援事業放課後当デイサービス事業キッズパーソナルトレーニング事業クリエイティブ事業採用支援／組織開発支援事業運動と通して、お子様のカラダとココロの成長、発達を最大化させることを目指して4つの 事業を展開しています。併せて「福祉」「保育」「スポーツ」における仕事のイメージや価値観をもっとポジティブにしていくことも使命だと思っています。働くスタッフが楽しく、心満たされていて初めて、子供や保護者のみなさまによいサービスの提供ができると考えます。業界に新しい選択しをもたらし、新しい風を巻き起こします！,愛知県名古屋市昭和区御器所通3-8-1御器所セントラルビル3A,2018,130,29.1,https://liistyle.co.jp/,,6百万円,
2024-06-01,株式会社スマイルーク,福祉・介護関連サービス,2,■事業内容・訪問看護24時間365日：難病・人口呼吸器・がんの末期・腹膜透析・精神疾患などの専門知識が必要なケアを、どんな方でも受け入れ可能となります。小児から高齢者まで心とからだをサポートします。・訪問介護24時間365日：住み慣れた地域で自分らしい生活を無理なく続ける為に、重度訪問介護と医療的ケアが行えるヘルパーがサポートします。・介護タクシー：入退院、退院、通院などの医療機関などのご利用や、ご旅行、冠婚葬祭、ビジネスなどの貸切にご利用ください。ストレッチャー、リクライニング、車椅子、看護師同乗可、酸素ボンベ、喀痰吸引器、点滴対応しています。,群馬県伊勢崎市三光町20-9,2018,21,40.0,http://hp.kaipoke.biz/5b4,,3百万円,
2024-07-01,ＫＯＴＯＢＵＫＩ　Ｍｅｄｉｃａｌ株式会社,バイオベンチャー業界,2,当社は、株式会社寿技研（1978年設立）の医療トレーニング製品部門がカーブアウトし設立。母体となった寿技研は機械、金型、加工などマルチなものづくり会社■事業内容： 主に外科医療分野での医療スキルの向上に貢献する、手術トレーニング製品の企画開発・製造を行う・手術トレーニング用模擬臓器「VTT（Versatile Training Tissue）」・腹腔鏡手術のトレーニング機器「腹腔鏡トレーニングBOX」,埼玉県八潮市中央4-7-3,2018,17,37.0,"Failed to retrieve page, status code: 410",,80百万円,
2024-07-01,ｂｉｔＢｉｏｍｅ株式会社,その他医療関連,2,■提供サービス①微生物のゲノム解析を細胞1個単位で網羅的に実行する新技術「bit-MAP」②世界最大級の微生物遺伝子データベース「bit-GEM」③目的に応じた酵素遺伝子配列等を探索し、改変支援する技術「bit-QED」,東京都新宿区西早稲田1-22-3,2018,35,40.0,https://www.bitbiome.co.jp/,,300百万円,
2024-07-01,株式会社IBIS東海,福祉・介護関連サービス,2,就労継続支援B型事業所の運営,愛知県名古屋市東区泉2-27-14 関電不動産高岳ビル3Ｆ,2018,80,,https://ibis-group.co.jp/,代表取締役 加藤 咲江,3000万円,
2024-08-01,エムディー株式会社,医療コンサルティング,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■医療機関の開設・経営に関する総合コンサルティング業務■医療関連サービスの提供・販売■ウェブプロモーションに関連するコンサルティング業務■デベロッパー業務■建築物・内装の設計および工事管理 2022年9月doda掲載求人より引用,東京都港区麻布台1-3-1,2018,,,"Failed to retrieve page, status code: 410",代表取締役 伊藤 弘人,50 百万円,
2024-06-01,医療法人社団雪焔会トイトイトイクリニック,病院・大学病院・クリニック,1,医療脱毛、美容皮膚科クリニック『トイトイトイクリニック』の運営,東京都渋谷区神宮前1丁目14-25 クロスアベニュー原宿5F,2016,,,https://toitoitoi.clinic/,理事長・統括院長 野田 知路,,
2024-06-01,株式会社Ｙｏｕ　Ｍｏｒｅ　Ｓｍｉｌｅ,福祉・介護関連サービス,2,■事業内容：有料老人ホーム、サービス付き高齢者向け住宅などの介護・福祉事業の運営,岐阜県岐阜市金町7-10,2019,,,https://youmoresmile.com/company/,,,
2024-05-01,医療法人誠明昂会,病院・大学病院・クリニック,1,■事業内容： ・一般皮膚科：当院では、お子様からご年配の方まで、どんな皮膚トラブルでも安心して相談できるクリニックを目指しています。充実した検査と治療機器。花粉症などのアレレギー疾患にも対応しております。・美容皮膚科：医療レーザー脱毛からレーザーフェイシャル、ケミカルピーリングなど幅広い美容施術に対応しております。スキルアップのための研修も整備。・皮膚外科：ホクロや良性皮膚腫瘍に対し、日帰り手術・レーザー治療などを行っております。・小児皮膚科・アレルギー科：アトピー性皮膚炎や乳児湿疹などお子様やアレルギー疾患の診療に力を入れております。,宮城県仙台市太白区長町7-20-5,2017,39,,https://familia-hifuka.com/clinic-introduction,,,
2024-08-01,株式会社Ｔ’Ｓコーポレーション,福祉・介護関連サービス,3,■事業内容： 就労移行支援…一般就労へ就労を希望する利用者様に、一定期間、就労に必要な知識及び能力向上の為に必要な訓練を行う事業所になります。就労継続支援Ｂ型…一般就労へ就労が困難な利用者様に、就労する機会を提供するとともに、能力等の向上の為に必要な訓練を行う事業所になります。相談支援事業所…相談支援専門員が障害のある方やその家族から相談を受け、様々な情報の提供や助言、及び福祉サービスを受けるための手続き等をお手伝いします。,大阪府大阪市中央区難波5-1-60なんばスカイオ27F WeWork,2015,217,,https://www.t-s-corporation.jp,,9百万円,
2024-08-01,株式会社ＥｖｉＰＲＯ,医療コンサルティング,5,■企業概要：当社は、規制の厳格化、コスト増など厳しさを増す臨床研究を取り巻く実施環境に対し、研究をされる先生方のニーズに、より柔軟にお応えしていくため、長年、様々な分野で臨床研究に携わってきたスタッフが集い、令和元年に設立しました。■事業内容：・臨床研究支援事業・学会運営支援事業・研修、トレーニング事業・マーケティング支援事業,東京都千代田区神田小川町1-8-3,2019,10,,https://www.evipro.co.jp/,,5百万円,
2024-07-01,あおいとり株式会社,福祉・介護関連サービス,1,■事業内容： ・障がい者グループホーム（共同生活援助)・宅地建物取引業 ・各種コンサルティング業,東京都江東区新木場1-3-14,2019,45,,https://gha.jp/,,5百万円,
2024-07-01,アライン・テクノロジー・ジャパン・トリート合同会社,医療機器メーカー業界,2,"■当社について：アライン・テクノロジー・ジャパン・トリートは、マウスピース型矯正装置のパイオニア企業である、米国アライン・テクノロジー社（Align Technology, Inc.）のグループ会社です。米国アライン・テクノロジー社およびグループ会社は、独自に開発した先端3次元画像化技術および審美的要素を融合した歯科矯正装置、インビザライン・システム（Invisalign System）およびインビザライン Goシステム（Invisalign Go System） の販売活動をグローバルに展開しております。",神奈川県横浜市西区みなとみらい3-7-1,2019,247,,https://www.invisalignjapan.co.jp/yokohamatreat/recruitment,,,
2024-07-01,株式会社ＳＤＧＳ,福祉・介護関連サービス,1,■企業理念教育、福祉を通してヒーローズに関わる全ての人々の人生に貢献する。■基本方針関わる全ての人をヒーローにする。■経営理念スタッフ全員の心・物・両面の幸せを追求します。＜心の豊かさ＞夢が持てる人生、ストレスがない会社。幸福感で満たされ、他者への思いやりを持てる人を作ります。＜物の豊かさ＞スタッフとその家族が幸福感を感じてもらえる給料と、楽しい人生を過ごせる時間を作ります。,静岡県浜松市中央区板屋町111-2アクトタワー18F,2019,,,https://recruit.fuerubo.com/sdgs-kiz/top,,9百万円,
2024-08-01,株式会社Ｏｎｅ’ｓ　Ｐｌａｃｅ,福祉・介護関連サービス,7,■事業一覧（１）障害福祉特定相談支援／障がい児相談支援…障害者の方に適切なサービスをご相談及びご提案する「サービス等利用計画案」とその後の「本計画」をつくる「サービス利用支援」をおこないます。一般相談支援…施設に入所している方や、精神科病院に入院している方に対してご支援します。（２）カウンセリング・メンタル…以下のような心の症状お持ちの方に対してご支援を行います・気分が落ち込む。生きる意味が感じられない・不安・イライラ・孤独を感じて、つらい・家庭や職場で、人間関係がうまくいかない・自分の性格や生き方を見つめ直したい・不登校・ひきこもり・発達の問題・ストレスによる身体症状,大阪府大阪市大正区泉尾3-1-3ツイン永楽204,2019,28,,https://hotaru-support.com/hotaru,,700百万円,
2024-08-01,株式会社Ｄｒ．健康経営,その他医療関連,2,■事業内容： 企業における健康メンタル事業 (産業医サービス、ストレスチェック、健康経営サービス),東京都港区麻布台1-3-1,2019,,,https://dr-hpm.co.jp/,,55百万円,
2024-08-01,株式会社ＲＡＮＯＫ,福祉・介護関連サービス,4,・訪問介護事業・訪問看護事業・有料老人ホーム運営事業,大阪市西区北堀江1-1-18 四ツ橋イーストビル2階,2019,554,,https://ranok.jp/,代表取締役 福島 直哉,,
2024-08-01,株式会社ＣＮＣ,福祉・介護関連サービス,12,■事業内容： ・訪問介護事業・グループホームの運営・B型就労作業所の運営■組織風土： ＣＮＣでは現在大阪市住之江区、東住吉区、平野区にて訪問介護のサービス提供と、住吉区にて就労継続支援Ｂ型の運営をおこなっています。訪問介護事業を通して、地域の皆様に愛されるステーションを目指しております。,大阪府大阪市住之江区安立1-11-5,2019,8,,https://cnc7-1.com/,,1百万円,
2024-08-01,ハンソン・イノベーション株式会社,医療機器卸,7,■事業内容：・医療機器の輸入及び販売・医学教育用機材の輸入及び販売・医療機器及び医学教育用機材に関するマーケティング及びコンサルタント業務・医学教育に関するセミナー等のイベントの開催、運営及び情報の提供,東京都港区南青山2-22-17センテニアル青山3F,2019,39,,https://www.hansson.jp/index.html,,1百万円,
2024-08-01,リージョナルフィッシュ株式会社,バイオベンチャー業界,16,■事業内容： ゲノム編集技術を用いた品種改良およびスマート養殖技術に係る研究、開発、マーケティング、企画、販売を行っています。種苗、養殖方法、食品等リージョナルフィッシュが培った最先端の養殖を、様々なかたちでご提供します。・ゲノム編集技術等を活用した新品種の開発、種苗の生産・販売・AI/IoTにより省力化・自動化を図ったスマート養殖の確立と展開・自社での養殖および販売、商品プロデュース,京都府京都市左京区吉田本町36-1京都大学国際科学イノベーション棟,2019,51,,https://regional.fish/,,100百万円,
2024-08-01,株式会社同仁グループ,その他医療関連,4,同仁グループはライフサイエンス・ヘルスケアに関わる事業を展開する企業グループです。私たちの社会がこれからも持続的に発展していくことができるように、そして1人1人がより良い毎日を送ることができるように、多様な人や組織との連携によって日々新しい領域でチャレンジをはじめています。■事業領域：大きく5つの分野で事業を展開しております。それぞれがライフサイエンス・ヘルスケアに関わる重要な機能を担い、グループとしてそのシナジー効果を発揮しながら、社会により大きな付加価値を創出することを目指しています。・化学・医療・バイオ・再生医療・コンシューマー・戦略投資,熊本県熊本市南区流通団地1-44-2,2019,8,,https://dojin.group/,,100百万円,
2024-07-01,株式会社グッドフレンズ,福祉・介護関連サービス,1,■放課後等デイサービス■児童発達支援事業所,大阪市城東区中浜2-18-7 1F,2019,,29.0,https://goodfriends.co.jp/,代表取締役 田中 一博,,
2024-08-01,太陽ファルマテック株式会社,CMO,3,太陽ファルマテック株式会社は、太陽ホールディングス株式会社の医薬品事業会社として、2019年10月に創業を開始しました。当社は、太陽グループがこれまで培ってきた「生産技術力、製品開発力及びグローバル展開力」を医薬品事業に生かし、国内製造拠点としての本工場を皮切りに海外のネットワーク拡大にも目を向け、グローバルな事業展開を目指してまいります。,大阪府高槻市明田町4-38,2019,,,https://www.taiyo-pt.co.jp/company/,,300百万円,
2024-07-01,株式会社Ｗａｌｋ,福祉・介護関連サービス,2,■事業内容： ・健康状態の管理（バイタルチェック（血圧、体温、脈拍などのチェック）、病状の観察、精神面のケア）・自宅でのリハビリテーション（関節の硬化を防ぐ運動、日常生活動作の訓練（歩行、排泄など）、外出、レクリエーション）・治療促進のための看護（医療機器や器具の管理、服薬指導、主治医の指示による処置や検査）・相談（住宅改修や福祉用具導入に関する相談、介護負担に関する相談、健康管理、日常生活に関する相談）・終末期の看護（痛みの緩和、本人や家族の精神的な支援、看取りの体制に関する相談）,滋賀県高島市安曇川町西万木189-3花寿文化教室1F,,5,34.0,http://hp.kaipoke.biz/ae3/,,3百万円,
2024-08-01,株式会社有研,その他医療関連,1,臨床検査微生物学的検査遺伝子関連検査【主要取引先】官公庁、学校、保育園、老人ホーム、その他福祉施設、大手ホテル、旅館、百貨店、スーパー、食品メーカー、テーマパーク、フードサービス（料亭・レストラン・ファーストフード・給食調理サービス）他,大阪府大阪市福島区海老江2-1-31 青山ビル,1927,,,http://ariken.net/,代表取締役 中出 善男,,
2024-08-01,ＩＣＩ株式会社,医療コンサルティング,7,■事業内容： ・医療情報並びに附帯する情報の収集･提供に関する事業／・教育･人材育成に関する事業／・その他､当法人の目的を達成するために必要な事業・医療情報並びに附帯する情報の収集･安全管理･活用に係る研究､データサイエンス・人工知能開発､コンサルティング､技術支援､情報提供､普及啓発に関する事業,東京都文京区小石川1-28-1,2019,30,,https://www.ici-inc.co.jp/,,100百万円,
2024-06-01,株式会社あろう動物病院,病院・大学病院・クリニック,1,■事業内容： ・一般診療・各種予防・健康チェック・定期健康診断・各種検査・不妊・去勢手術・外科手術・専門外来・高度専門施設・専門医への紹介■ビジョン： ・インフォームド・コンセントの徹底・EBM とNBM の融合による獣医療の提供・良質な獣医療の提供・動物達の健康をトータルでサポート・思いやりと感謝の気持ちを常に意識する,宮城県大崎市古川福沼3-13-21,2016,12,,https://aro-ah.com/,,,
2024-07-01,株式会社サンガジャパン,福祉・介護関連サービス,13,■事業内容： ・各種介護サービス、施設の運営：通所介護（デイサービス）、認知症対応型共同生活介護（グループホーム）、短期入所生活介護（ショートステイ）、有料老人ホーム（住宅型・介護付）、高齢者住宅等、居宅介護支援事業、訪問介護（ホームヘルプサービス）・高齢者向けの住宅の開発／介護施設の開発／・福祉・介護・事業コンサルティング,埼玉県さいたま市大宮区桜木町1-11-9ニッセイ大宮桜木町ビル8F,,1500,39.0,なし,,10百万円,
2024-08-01,ＭＩフォース株式会社,CSO,36,■CSO事業 ■MA/MSLアウトソーシング業務■MRアウトソーシング業務■研修業務 ■コンプライアンス・ガイドライン対応BPOサービス【許可番号】労働者派遣事業(派 13-314600) 有料職業紹介事業(13-ユ-311787) MR-S第36号 企業内教育研修システム認定 MR-E第48号 教育研修施設認定,本社/東京都中央区築地1丁目13-1 銀座松竹スクエア 9階,2019,526,36.0,https://www.miforce.co.jp/,代表取締役 昌原 清植,"5,000万円",
2024-08-01,レギュラス株式会社,CRO,1,■企業概要：前身の会社でのImaging CRO事業を引き継ぎ、2019年に設立した当社。これまでに培われたノウハウを活かし、専門性の高いビジネスを展開しています。Imaging CRO事業とは、新薬開発で必要な治験被験者の医用画像解析・判定の支援をする事業です。医療の発展とともに、これから益々成長していく市場です。■事業内容：・医薬品、医療機器の治験支援・医用画像を用いた医薬品、医療機器治験支援・医療IT技術販売提供等,東京都港区芝大門1-2-18,2019,13,,"Failed to retrieve page, status code: 410",,25百万円,
2024-08-01,株式会社ハッピータイムケア,福祉・介護関連サービス,2,■事業内容： 老人ホーム紹介事業,大阪府豊中市本町7-1-28,2019,,,"Failed to retrieve page, status code: 410",,,
2024-08-01,株式会社ＣＵＢＩＣＳｔａｒｓ,バイオベンチャー業界,1,■業務内容：透明化技術、抗体/ペプチドスクリーニング技術に基づくCUBIC全細胞解析システムを提供しています。脳をはじめ各臓器全体を一細胞レベル情報として取得し、三次元細胞アトラス（地図）上の情報としてクラウド上に展開・提供し、創薬や病理診断に有用な情報を提供しています。また、各臓器や切片の透明化によりがん組織や免疫細胞等を特異的に染色し、その転移など独自の病理診断技術としての応用も可能です。,福岡県久留米市百年公園1-1,2019,5,,"Failed to retrieve page, status code: 410",,1百万円,
2024-08-01,医療法人佳宏会　しまはら歯科クリニック,病院・大学病院・クリニック,1,＜歯科医院の運営＞■一般歯科■口腔外科■審美歯科■矯正歯科■小児歯科■インプラント■ホワイトニング■PMTC など,大阪府大阪市大正区三軒家東6-8-17,2013,5,26.0,http://www.dental-shimahara.com/,理事長 島原 宏史,,
2024-08-01,ジャパン・ヘモテック株式会社,医療機器メーカー業界,4,■事業内容： ・医療器械、医療用具、健康器具の設計、開発及びそれらのアドバイザリー業務・医療器械、医療用具、健康器具の製造及びそれらのアドバイザリー業務・医療器械、医療用具、健康器具の販売、輸出入及びそれらのアドバイザリー業務,神奈川県川崎市幸区新川崎7-7NANOBIC,2019,10,,https://japanhemotech.com/,,30百万円,
2024-08-01,松田ＷＩＮＤＳ株式会社,福祉・介護関連サービス,1,■事業内容： ・知的・精神障がい者向けのグループホームの運営自分らしく過ごせるグループホーム・自宅のような生活空間・健康チェック・自立支援・食事・全室個室鍵付き、セキュリティ付き・Wifi完備・海の散歩コース・週末のお出かけやお楽しみWINDSでは、仲間と家族のように過ごし、自立した日常生活を送れるよ う全面的に支援しています,愛媛県今治市中日吉町3-2-27,2019,2,,"Failed to retrieve page, status code: 410",,1百万円,
2024-06-01,株式会社ＣＬＡＮ,福祉・介護関連サービス,2,・施設運営事業・障がい事業・福祉用具事業・老人ホーム紹介事業・居宅介護支援事業・訪問介護事業,大阪市西区北堀江1-1-18 四ツ橋イーストビル2階,2019,1324,,https://clan-net.jp/,代表取締役 太田 篤史,"8,300万円",
2024-08-01,株式会社Ｏｈ　ｍｙ　ｔｅｅｔｈ,その他医療関連,9,■事業内容： マウスピース矯正「Oh my teeth」の企画・開発・運営■当社について：【ミッション】ドクター・歯科技工士・エンジニアが強力なタッグを組み、驚くべき高品質なシミュレーション・マウスピースを製造しています。常に最新のトレンドや技術をキャッチアップし、より洗練された製品を生み出すために研究を続けています。【テクノロジーで高い矯正力を実現】多くの症例や過去の研究のデータを利用し、効率的に歯を動かすマウスピースやシミュレーションを作成しています。,東京都新宿区西新宿3-6-4,2019,30,,https://www.oh-my-teeth.com/,,5百万円,
2024-07-01,共和薬品工業株式会社,医薬品メーカー業界,10,■事業内容： 共和薬品は、CNS領域（中枢神経領域）を中心としたジェネリック医薬品の開発・製造・販売、ならびに長期収載品（特許等による独占期間が満了した先発医薬品）および新薬の販売を行っております。その中でも、ジェネリック医薬品は自社ブランド「アメル」で親しまれています。,大阪府大阪市北区中之島3-2-4,1954,580,,https://www.kyowayakuhin.co.jp/,,100百万円,
2024-08-01,株式会社成松会ホールディングス,医療コンサルティング,1,当社はクリニックの開業支援・経営コンサルタント等を行うMS（メディカルサポート）法人と共に、医療法人成松会の業務委託も手がけております。■事業内容： ・クリニックの開業支援／運営・経営コンサルタント・セミナーの実施 等■運営するの事業概要・耳鼻咽喉科・2010年2月に足立耳鼻咽喉科（四日市）開設。2019年9月に足立耳鼻咽喉科 伏見クリニック開設,愛知県名古屋市中区栄1-2-3プラウドタワー名古屋栄2階,2019,1,,https://adachijibika.com/,,1百万円,
2024-07-01,医療法人心成会,病院・大学病院・クリニック,2,心の触れ合いを大切に、少しでも皆様のお役に立てる医療サービスに努め、地域の皆様のホームドクターとして、いつでも気軽にお越しいただける、人にやさしい医療を目指しています。当院はキッズスペース完備、バリアフリー対応の歯科医院です。■植松デンタルクリニックチームの協力体制・明るい職場環境を作るため、人への感謝と思いやりをもって接します。・報告・連絡・相談を徹底し、コミュニケーションを深め、チーム医療を目指します。,三重県松阪市下村町522-6,2004,8,37.0,http://www.uematsu-dental.jp/,,16百万円,
2024-08-01,ＮＳリヤンド株式会社,福祉・介護関連サービス,4,■ＮＳリヤンド（旧ＨＭＳ）の事業、位置づけエヌエスパートナーズの100%子会社として、介護事業を担っているのがＮＳリヤンドになります。2022年9月～2024年2月の間に有料老人ホームを5施設買収し、ＮＳリヤンドに組み入れて介護施設を経営していて、今後も施設が増える予定です。一般的な有料老人ホームとは異なり、医療依存度の高い（末期がん、神経難病など）方で24時間看護師さんが近くにいないと生活が難しい方をお受入れしているのが特徴です。,東京都港区港南1-8-23ShinagawaHEART12F,2019,293,,https://liende-kizuna.jp/company/,,"1,000百万円",
2024-08-01,医療法人涼和会,病院・大学病院・クリニック,2,精神科・内科の訪問診療に特化したクリニックの運営,福岡県福津市八並255番9号,2019,40,,https://amane-clinic.com/,理事長 矢野 周太郎,,
2024-08-01,メタジェンセラピューティクス株式会社,その他医療関連,3,■事業内容： ・マイクロバイオームサイエンスを活用した創薬・医療事業 今まで当社の創業者が蓄積してきた腸内デザインや腸内細菌叢移植に関する知見やノウハウと国内外の腸内細菌研究ネットワークを活用し、「腸内細菌叢移植を起点としたリバーストランスレーショナル創薬」および「腸内細菌叢移植の医療における社会実装化」を目指しています。近年、腸内細菌と疾患や健康に関する研究が進んでいる中、腸内細菌叢を創薬や医療において研究対象とすることで従来にない革新的な創薬を進め、その結果をいち早く社会実装し、病に苦しむ人々を救う必要があります。,山形県鶴岡市覚岸寺字水上246-2,2020,21,35.0,https://www.metagentx.com/,,90百万円,
2024-08-01,Ｈａｔｃｈ　Ｈｅａｌｔｈｃａｒｅ株式会社,その他医療関連,9,■事業ヘルスケア事業開発及び運営,東京都渋谷区千駄ヶ谷5-21-12S-FRONT代々木6・7F,2020,50,33.0,https://www.hatch-healthcare.co.jp/,,100百万円,
2024-07-01,株式会社弥栄,福祉・介護関連サービス,1,■事業内容： ・介護／福祉事業所の運営・リラクゼーションサロンの運営,北海道旭川市秋月二条1-1-2,2020,51,,なし,,10百万円,
2024-07-01,新医療リアルワールドデータ研究機構株式会社,その他医療関連,5,■事業内容： ・医療リアルワールドデータ構築事業・診療サポートデータ（CyberOncologyR）提供事業・ビッグデータ解析サービス提供事業NTTと京都大学の共同出資により「新医療リアルワールドデータ研究機構（PRiME-R）」を設立し、リアルワールドデータ（RWD）を活用したを事業展開。日常診療でのRWDを極めて高いセキュリティーレベルで管理・統合・解析し、医療の最適化と医療実態の可視化を図る。これにより医療技術の向上と効率的な医薬品・医療機器開発につなげ、次世代医療の発展に貢献。,京都府京都市左京区吉田本町36-1京都大学 国際科学イノベーション棟205号室,2020,20,,https://prime-r.inc/,,"1,050百万円",
2024-05-01,株式会社ＭＩＳ,病院・大学病院・クリニック,1,病院・クリニックの運営～質の高い医療と専門性の高い医療人を育成することで、地域社会に貢献します～◆内科◆在宅訪問診療,東京都新宿区高田馬場4丁目28-20,,,,https://medical-is.jp/,代表 木村 隆雄,,
2024-07-01,同仁医薬化工株式会社,医薬品メーカー業界,3,■事業内容： 医薬品・医薬品原料の研究開発及び製造◇医療用医薬品（先発品70% ジェネリック医薬品30%）・一般用医薬品は自社で開発・承認を取得し、大きな営業網をもつ他のメーカーに販売委託しております。したがって、弊社は営業部門を持たず、開発・製造に専念しています。◇シェアのとれる良い製品を大量に製造することにより、高い品質の追求とコストの低減を図っています。そのために独創的でハイスピードな製造機械を工場に導入しています。,福島県福島市瀬上町字東中川原8-1,1946,98,44.0,https://www.dojin-ph.co.jp/,,303百万円,
2024-08-01,株式会社Ｕ‐Ｆａｃｔｏｒ,医薬品メーカー業界,2,■事業内容：幹細胞培養上清液やエクソソームにてALSやアルツハイマー型認知症をはじめとするアンメットメディカルニーズに応える治療薬の研究開発「難治性疾患」（ALSや脳梗塞後遺症、アルツハイマー型認知症など）で苦しんでいる患者様とそのご家族のために、世の中にはない治療薬を開発しようとしている、再生医療ベンチャー企業です。名古屋大学大学院医学研究科をルーツに、iPS細胞に代わる可能性を秘めている「幹細胞培養上清」という技術で、製剤化を目指しています。,東京都千代田区麹町4-8-1,2020,,,https://u-factor.com/,,,
2024-08-01,Ｍｅｄｉｃａｌ　Ｃｏｎｓｕｌｔｉｎｇ　Ｓｅａｌ株式会社,医療コンサルティング,5,■事業内容： ◇クリニック運営支援（医療機関向けコンサルティング事業・DX支援事業・運営トータルサポート）・クリニック開設支援・マーケティング支援・IT化支援・新規事業支援・バックオフィス支援（経理/財務/労務/総務業務）等◇ヘルスケアブランド運営・AGA◇ホスピス運営・ウェルホーム,東京都渋谷区渋谷4-5-6トキワビル401,2020,10,,https://medicalconsultingseal.com/,,,
2024-08-01,ハバス・ライフ株式会社,医療広告代理店・出版社・マーケティング・リサーチ,1,■事業内容： 私たちハバス・ヘルス・アンド・アイ株式会社は、製薬関連の広告代理店企業です。医療専門家（お医者様）や患者様を対象としたマーケティング、及びコミュニケーションサービスを展開しています。例えば、製薬会社が新薬を出した際に患者様向けの疾患啓発を行うことや、お医者様向けのキャンペーンなどを実施することなど業務は多岐に渡ります。■事業内容詳細：・デジタルコンテンツ作成・PR＆メディアプラン作成・医療従事者向けツールの作成・イベントの立案・社会貢献活動サポート・SDGsを絡めたPR等,東京都港区虎ノ門1-17-1虎ノ門ヒルズビジネスタワー15F,2020,25,,"Failed to retrieve page, status code: 410",,75百万円,
2024-07-01,株式会社ＴＥＮＥＴ,その他医療関連,8,■事業内容： （1）医療機関向けDX支援事業クリニックへのオンライン診療システムの導入とオペレーションの構築TENETは、医療の現場をDXすることで、より人々の生活を便利にしていきます。ITを活用した徹底したコストカットで、消費者のみなさまにお手頃な価格で診療や施術を受けられるよう日々検証を行っております。（2）精神疾患向けDTx事業,東京都渋谷区恵比寿西1-33-6co-ba ebisu 1F,2020,18,,https://tenet.co.jp/,,,
2024-08-01,株式会社Ａ‐ＳＥＥＤＳ,診断薬・臨床検査機器・臨床検査試薬メーカー,4,■事業内容： 再生医療等製品開発、特に遺伝子改変T細胞（CAR-T細胞） 療法開発を通じて、いまだ治療法が少ないがん患者さんへ、CAR-T細胞療法を届けるための基礎研究開発、臨床実装に向けた製造支援を行う、信州大学発バイオベンチャーです。,長野県松本市旭3-1-1信州地域技術メディカル展開センター,2020,,,https://www.a-seeds.co.jp/,,,
2024-08-01,株式会社チームアップ,医療コンサルティング,5,■当社概要：「全体俯瞰の視点で経営方針・事業計画を策定した上で、業務の最適化に必要なサービスを提供し、変革の実現を支援します。」病院に対する経営支援は、金融プレーヤーまたはコンサルティング会社による「経営全般に対する計画策定」から始まります。しかし、経営計画の絵を描けたとしても、それを実行に移す段階で課題が出てきます。当社では、計画策定だけでなく経営計画の実行支援、現場の業務支援含めた包括的なサービスを提供でき、プランと業務支援の両方を実践できることが強みだと考えています。,東京都千代田区九段北1-4-1,2020,12,,https://tuhc.jp,,5百万円,
2024-07-01,医療法人社団輝会,福祉・介護関連サービス,1,■事業内容： 在宅医療クリニックの運営,千葉県流山市南流山3-16-11,,35,,https://kagayaki-cl.org/,,,
2024-08-01,株式会社ニチイホールディングス,福祉・介護関連サービス,4,■事業内容：（1）医療関連事業（2）介護・ヘルスケア事業（3）保育事業（4）教育講座,東京都千代田区神田駿河台4-6御茶ノ水ソラシティ,2020,,,https://www.nichiigakkan.co.jp/,,,
2024-08-01,Ａｘｃｅｌｅａｄ　Ｄｒｕｇ　Ｄｉｓｃｏｖｅｒｙ　Ｐａｒｔｎｅｒｓ株式会社,CRO,11,■事業内容：創薬研究に係る事業に関連する業務の受託等を行っています。,神奈川県藤沢市村岡東2-26-1,2017,270,,https://www.axcelead.com/,,100百万円,
2024-07-01,株式会社プレアデスセブン,医療コンサルティング,2,■事業内容：・医療法人マネジメントシステム「ここりんく」の開発、販売保守・医療データオープンデータベースサービスの開発、運用・医療経営コンサルティング,熊本県熊本市中央区米屋町1-7CORLUX米屋町6F,2020,8,,https://www.pleiades7.co.jp,,3百万円,
