更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,従業員数,資本金,平均年齢,企業URL,代表者
2024-07-01,株式会社西武ホールディングス,その他,2,■企業概要：当社は、西武グループの持株会社として2006年に設立し、グループの中核事業を担う「西武鉄道」「西武・プリンスホテルズワールドワイド」「西武リアルティソリューションズ」など80社の事業会社を統括するグループガバナンス体制を構築、運用しています。また、健全なガバナンス体制のもと、グループ各社がそれぞれ事業価値を高めることにより、グループ価値の極大化に最大限努力してまいります。■事業概要：・グループ全体の経営戦略策定・グループ事業会社の経営管理・グループ全体の資金管理・調達・グループ全体の広報・グループコンプライアンスの推進,東京都豊島区南池袋1-16-15,2006,プライム市場,378,"50,000百万円",,https://www.seibuholdings.co.jp/,
2024-08-01,太陽建機レンタル株式会社,その他,1,■事業内容：土木・建設機械器具、各種トラック・高所作業車、電気機械器具、プレハブ・コンテナハウス・トイレ・事務所備品等のレンタル業務■業界について建設業界においては、工事に付随する重機、車両、機械器具、備品は自社保有からレンタルで調達することが主流となってきました。現在では70％以上が、レンタルで賄われ、当社も10年以上の間、前年を上回る業績を上げています。今後は国の最重要課題でもある、老朽化した「インフラ整備」などの需要拡大が見込まれています。,静岡県静岡市駿河区大坪町2-26,1986,,3092,"1,140百万円",,http://www.taiyokenki.co.jp/,
2024-08-01,大分キヤノン株式会社,その他,1,■大分キヤノンのものづくり：大分キヤノンのものづくりは今日も進化しています。大分キヤノンは、キヤノン本体の開発部門と連携し、最先端のカメラ生産技術を生み出す総合技術拠点という役割を担っています。カメラ生産の完全自動化を目指し、約130億円を投資した新研究開発拠点「テクノ棟」も２０１６年12月より稼働し、より高性能で高品質な製品づくりを実現する環境を強化・充実しています。自動機の設計やカメラの試作・評価など、キヤノンカメラの主管企業として、MADE IN JAPANのものづくりを徹底強化・推進、進化し続けています。,大分県国東市安岐町下原710,1982,,3010,80百万円,34.0,http://www.oita-canon.co.jp/,
2024-08-01,パナソニックエンターテインメント＆コミュニケーション株式会社,その他,17,■ミッション：エンターテインメントとコミュニケーションの力で人々に新しい「感動と安らぎ」を提供する■ビジョン：世界最高の映像・音響・通信で人と人をつなぎ、明日を創造し続けるプロフェッショナル■事業領域：AV機器（テレビ、オーディオ機器、ビデオ機器等）、デジタルカメラ機器、コミュニケーション機器（ヘッドホン、インターホン、電話機、ファクス、ホームネットワーク等）の開発・製造・販売,大阪府守口市八雲東町1-10-12,2022,,11000,,,なし,
2024-05-01,株式会社セキ薬品,その他,1,～成長フェーズの地元密着型ドラッグストア～■事業内容医薬品・要指導医薬品、一般用医薬品、医療機器、衛生用品などの販売 調剤・調剤薬局 化粧品の販売 健康食品、健康器具および、日用品などの販売,埼玉県南埼玉郡宮代町百間4-2-22,1984,,1442,83百万円,30.1,http://www.sekiyakuhin.co.jp/outline/outline.html,
2024-06-01,四電エンジニアリング株式会社,その他,10,■事業内容： ・電気、機械、原子力、通信、土木、建築、環境保全関係施設の調査、設計、製作、施工、保守・前号に関係するシステム設計、ソフトウェア開発、販売・電気、機械、土木、建築その他の諸機械器具の販売および賃貸・貨物利用運送事業・ごみ処理施設や上下水道施設等の設計、建設、運営ならびに当該施設等の設備の維持管理および運転・清涼飲料水の製造および販売・労働者派遣事業・再生可能エネルギーによる発電事業・経営上必要と認める他の会社への投資・前各号に付帯関連する事業,香川県高松市上之町3-1-4,1970,,1128,360百万円,,http://www.yon-e.co.jp/,
2024-07-01,株式会社アサンテ(東証プライム市場上場),その他,8,■概要総合的なHA(ハウスアメニティ）事業を推進。創業からシロアリの発生予防および駆除を主力事業として展開。一般家屋に対し、お客様の家屋の状況を把握した上でお客様の財産である「家」を守るためのシロアリ防除・湿気対策・地震対策をご提案し、メンテナンスを含む住環境の改善を行なう。その他、オフィス、ホテル、飲食店、病院などの空間の快適な環境を管理を行なうTS(トータルサニテーション）事業、住まいのリフォームを中心に環境衛生の視点を取り入れた快適な増改築を行う住宅事業がある。,東京都新宿区新宿1-33-15,1973,プライム市場,998,"1,100百万円",41.0,http://www.asante.co.jp,
2024-08-01,株式会社デンソーユニティサービス,その他,1,■概要：株式会社デンソーを中心にグループ各社に対して保安・警備業務、車両運行・社有車管理業務などのプロフェッショナル・サービスの提供を目指しています。1999年4月に株式会社デンソーの総務機能分社として設立されました。,愛知県刈谷市昭和町1-1株式会社デンソー保安センター内,1999,,823,45百万円,50.7,https://www.denso-unity.co.jp/,
2024-07-01,たんぽぽ薬局株式会社,その他,3,■事業内容：・保険調剤薬局の経営・医療機器、医療用具、衛生材料の販売、介護用品の販売・在宅関連事業,岐阜県岐阜市若宮町9-16トーカイビル9F,1995,,1407,693百万円,34.4,https://www.tanpopo-ph.co.jp/,
2024-08-01,ＳＯＭＰＯコーポレートサービス株式会社,その他,4,■事業内容： ・建物・設備等不動産の管理・シェアードサービス業務・不動産の賃貸、賃借・事務用物品の購入、管理、発送および配送・自動車の運行管理・印刷物発注、印刷物物流管理等の事務代行、印刷物等の管理、保管、軽印刷および製本業務・物品販売 ・上記に付随する業務,東京都新宿区西新宿1-26-1損保ジャパン本社ビル31F,1953,,576,94百万円,48.0,https://www.sompo-cs.co.jp/,
2024-08-01,株式会社サムシング,その他,6,■事業内容：地盤調査、地盤改良、地盤保証、液状化判定、沈下修正,東京都江東区豊洲3-2-24豊洲フォレシア9F,1997,,472,50百万円,40.5,https://www.s-thing.co.jp/,
2024-08-01,フルハシＥＰＯ株式会社,その他,11,■事業概要：（1）バイオマテリアル事業（製造業や建築現場より排出される木材からリサイクルチップの生産）（2）資源循環事業（建設現場から出る資源の副産物を独自の収集システムで分別回収、リサイクル）（3）環境物流事業（環境に配慮した物流機器の販売、リサイクルシステムの提案）,愛知県名古屋市中区金山1-13-13,1948,スタンダード市場,276,"1,497百万円",40.0,http://www.fuluhashi.co.jp/,
2024-07-01,株式会社ワイビーエム,その他,2,■事業内容：・業務内容土壌地下水汚染調査・浄化機器、鉱山調査用 機器の製造販売・エネルギー開発関連機器の製造販売・土木建設、都市開発、地下開発機器の製造販売・計測制御、システム開発・水質浄化および水処理システム、環境関連機器、魚介類養殖装置の製造販売,佐賀県唐津市原1534,1946,,280,100百万円,37.0,https://www.ybm.jp,
2024-08-01,株式会社光アルファクス,その他,5,【事業内容】電子・電気機器の専門商社（１）電子デバイス部品（２）システムソリューション（３）制御、ＦＡ制御（４）エレベーター、エスカレーター、空調機器（５）シリコン他ケミカル素材,大阪府大阪市北区中之島2-2-2,1948,,300,320百万円,44.0,http://www.hikari-ax.co.jp/,
2024-08-01,北日本造船株式会社,その他,1,■事業内容：・船舶の建造 ・構築用金属製品の製造及び販売 ・土木工事の施工 ・海運業・上記に附帯する一切の業務,青森県八戸市江陽3-1-25,1969,,254,100百万円,34.0,http://www.kitanihonship.co.jp/,
2024-08-01,株式会社ＢＭＬフード・サイエンス,その他,11,■事業概要：食品衛生コンサルティング事業／商品品質コンサルティング事業流通末端の消費者に最も近い小売・外食店舗等における食品衛生・商品品質管理の長年の実績と経験を生かし、販売されている全ての商品の検査・コンサルティングが出来るワンストップ・テスティングと消費者の信頼に直接結びつくコンサルティングが強みです。,東京都新宿区西落合2-12-14,1972,,392,100百万円,38.0,http://www.bfss.co.jp/,
2024-06-01,株式会社金羊社,その他,2,■事業内容：当社は創業97年の歴史を持つ総合印刷会社です。印刷業の中でも一般的な出版や商業印刷とは異なり、CDやDVDといったエンターテインメントのメディアパッケージの印刷・加工をドメインとして事業を展開してきました。近年はこれに加えて、環境負荷が低い水性インキを使用したフレキソ印刷にも幅を広げております。その他でも軟包装での菓子袋、紙袋、飲料ラベルや、不織布、紙おむつの透湿シート等の印刷を行い、更にはタイルや壁紙等の建装材の特殊印刷も手掛けております。このように印刷業とエンタメの顧客基盤を基軸として、創業以来95年に亘り環境変化に対応しながら事業を展開しております。,東京都大田区鵜の木2-8-4,1926,,262,100百万円,,http://www.kinyosha.co.jp/,
2024-08-01,株式会社エスクロー・エージェント・ジャパン,その他,5,■事業内容：・BPOサービス事業…不動産関連事業者向けの業務受託／人材派遣等（不動産事業者、金融機関、建設事業者、専門家向け）・エスクローサービス事業…情報システム提供を含む各種支援サービス（不動産事業者、金融機関、建設事業者、専門家向け）,東京都千代田区大手町2-2-1新大手町ビル4F,2007,スタンダード市場,220,654百万円,40.0,http://www.ea-j.jp/,
2024-08-01,テュフズードジャパン株式会社,その他,9,■認証機関とは？第三者認証機関とは、製品やプロセス、組織などが、規格に準拠しているかを監査し、認証を与えることができる審査機関です。TUV （テュフ）認証は、認証取得製品が品質、安全、持続可能性に関する国際基準を満たしていることを証明し、企業や組織のブランド価値を高める信頼の象徴として広く認知されています。,東京都渋谷区千駄ヶ谷5-31-11,1993,,240,50百万円,,https://www.tuvsud.com/ja-jp,
2024-08-01,三光株式会社,その他,1,■事業内容：・化学メーカー（化学工業薬品の製造、研究開発）・化学品専門商社（化成品、合成樹脂原料の卸売）,福岡県久留米市通町8-16,1949,,207,386百万円,41.4,https://sanko-chem.com/,
2024-08-01,株式会社大同分析リサーチ,その他,4,■事業内容： 鉄鋼・非鉄・セラミック等の分析 同上物質の物理特性・機械試験 有機分析、環境測定・分析、作業環境測定,愛知県名古屋市南区大同町2-30,1995,,207,75百万円,,https://www.daido.co.jp/dbr/index.html,
2024-05-01,株式会社いすゞ北海道試験場,その他,2,■事業内容：1．トラック開発の車両走行試験の受託2．トレーラ等の輸送機器類の走行試験の受託3．いすゞ営業部門を通じた省燃費講習会の運営受託4．トラック協会、バス協会を通じた安全運転講習会の開催,北海道勇払郡むかわ町米原489,2002,,209,10百万円,46.0,https://ihpg.isuzu.co.jp/,
2024-08-01,ニシオティーアンドエム株式会社,その他,3,■事業概要：山岳トンネル施工機械、鉱山用機械の総合レンタル会社として社会の様々なニーズに対応しています。東証プライム上場のニシオホールディングス株式会社中核グループ企業である西尾レントオール株式会社の100%子会社です。,大阪府高槻市唐崎西2-26-1,1983,,270,207百万円,40.0,http://www.nishio-tm.co.jp/,
2024-08-01,ブティックス株式会社,その他,16,"▼事業内容（１）M&A仲介事業／介護・福祉業界トップクラスの実績。10,600社以上の買い手候補と最適かつスピーディなマッチングを実現。介護・福祉業界を皮切りに、保育・建設・ITなどの業界に特化し、サービスを提供しています。（２）展示会事業／介護・IT業界において全国で展示会を開催。介護では、業界最大級の商談型展示会「CareTEX」を全国7エリアで開催。ITでは、リアルとオンラインのハイブリッド展示会「DXPO」を全国3エリアで開催しています。（３）人材採用支援事業",東京都港区三田1-4-28三田国際ビル11F,2006,グロース市場,196,50百万円,35.0,https://btix.jp/,
2024-07-01,シャープＩＰインフィニティ株式会社,その他,11,事業内容：・知財調査、管理サービス ・知的財産の出願及び権利化の支援 ・知的財産戦略の構築支援 ・知的財産の活用支援 ・知財関連ITツールの販売会社概要：・シャープ株式会社の知的財産部門を分社化する形で設立された子会社であり、シャープ株式会社の知的財産関連業務を同社が受託して推進しています。・同社は、シャープ株式会社にて長年に渡って蓄積してきた技術知識と知財業務のノウハウに加えて、提携会社の米国、中国および台湾における専門家と連携し、今後は幅広い顧客を対象に付加価値の高いワンストップの知財サービスを提供することで、日本における新たな知財サービス市場の開拓にチャレンジしています。,大阪府堺市堺区匠町1,2016,,175,99百万円,,https://sipi.jp.sharp/,
2024-08-01,株式会社日本電気特許技術情報センター,その他,4,■概要：NECグループの知的財産に関する総合的な支援を行っている会社です。（日本電気株式会社（NEC）100％出資）。新たな社会価値を創造するデジタルトランスフォーメーションをリードするNECグループの一員としてグループ内の研究者、開発者や知財スタッフと緊密に連携を図りながら知的財産の創造、管理、活用支援および、調査・分析ソリューションなど、専門性の高いサービス提供を通じ、NECグループの「知的財産活用のパートナー」として、知的財産力強化を総合的に支える役割を担っています。,神奈川県川崎市中原区下沼部1753NEC玉川ルネッサンスシティノースタワー9F,1979,,200,30百万円,45.0,http://www.nec-nepas.co.jp/,
2024-07-01,ウイングフィールド株式会社,その他,1,■事業内容：航空機部品加工、複合材部品加工、機体組立、航空機用座席等の製造及び販売■特徴：同社は、東証プライム上場の新明和工業株式会社のグループ会社として、航空機部品の製造及び組立、航空機シートの製造販売等を行っています。航空機の発達に寄与する技術力を持ち、「最先端」を指向しています。,岐阜県各務原市蘇原興亜町1-1,2009,,203,95百万円,,https://www.wingf.co.jp/,
2024-07-01,株式会社TCフォーラム,その他,9,■東証プライム市場上場企業・株式会社東急不動産ホールディングスのグループ企業■設立60年超、業界のリーディングカンパニー【事業内容】カンファレンス（貸会議室）の経営・運営,東京都新宿区西新宿7-2-4 新宿喜楓ビル4F,1961,,162,4000万円,,https://www.tc-forum.co.jp/,代表取締役社長 寺島 陽一郎
2024-07-01,株式会社ハイパーサイクルシステムズ,その他,1,■使用済家電製品・電子機器の資源リサイクル ■上記に付帯する一切の業務,千葉県市川市東浜1-2-4,1998,,200,4億9000万円,,https://www.h-rc.co.jp/,代表取締役 中嶋 博樹
2024-08-01,戸畑鉄工株式会社,その他,3,■事業内容： （1）本社（北九州市）…ダクタイル鋳鉄製品、耐熱・耐磨耗鋳鉄製品、強靭鋳鉄製品、一般機械加工、ロストワックス精密鋳造品、車止め関連製品（2）高砂事業所…製缶品の提案・設計・見積・製作・据付、設備メンテナンス、部品交換、クリーンルーム内メンテナンス,福岡県北九州市小倉南区新曽根9-20,1946,,40,57百万円,46.0,http://www.tobata-iron.co.jp/,
2024-07-01,株式会社綿半インテック,その他,3,■事業内容：長野県を中心にレンタル事業を行っています。イベントや式典設営をはじめ、個人・団体・企業さまへのレンタル品、運送業務や倉庫業務など幅広く、地域に根ざした事業展開しています。お客さまに必要とされ、レンタルを通じてお困り事を解決する事で、さらなる満足度向上を目指します。,長野県飯田市北方1023-1,2019,,80,10百万円,,https://watahan.co.jp/holdings/group/watahan-rental/,
2024-08-01,株式会社笑美面,その他,4,■会社理念『笑（わらうと）美（うつくしい）面（かおになる）』同社は高齢者の笑顔と赤ちゃんの笑顔がこの世で一番素晴らしい笑顔だと考えます。精一杯、現役世代を生き抜いた方の笑顔、これから世界をみようとする生命の笑顔。人を笑顔にするたった一つの絶対条件が、自分が笑っていること。 おだやかな気持ちで、ほほ笑むように笑顔を見せる。 笑美面に関わる全ての方がこのような気持ちになり、ほほ笑んでくれること。 ■事業内容：・高齢者住宅紹介事業・介護離職予防コンサルティング・介護施設コンサルティング・介護関連M&Aサポート,大阪府大阪市西区京町堀1-8-33京町堀スクエア4F,2010,グロース市場,63,69百万円,31.0,https://emimen.jp/,
2024-07-01,パーク24ビジネスサポート株式会社,その他,2,■概要パーク２４グループは「時代に応える、時代を先取る快適さを実現する」のグループ理念のもと、日本全国のあらゆる場所で提供している時間貸駐車場「タイムズパーキング」をはじめ、業界No.1の会員数／ステーション数のカーシェアリングサービス「タイムズカー」など、「タイムズ」ブランドを中心に移動に関わる様々なサービスを提供しています。,東京都品川区西五反田1-18-9,2018,,264,10百万円,37.4,http://www.park24bs.co.jp/,
2024-06-01,株式会社スマサポ,その他,1,■事業内容：不動産管理業界に向けた複数ソリューション提供と入居者アプリ「totono」を活用したDX推進事業を行い、入居者アプリ「totono」、「スマサポサンキューコール」、「スマサポ内覧サービス」、「sumai保証」などを展開,東京都中央区日本橋3-6-2日本橋フロント1F,2012,グロース市場,70,213百万円,34.8,https://www.sumasapo.co.jp/,
2024-06-01,小泉産業株式会社,その他,1,■事業内容：同社は持株会社として、グループ統括機能と各社の事業の管理・監視を行っています。「価値創造の専門集団」を目指して、それぞれの事業領域で専門性を発揮するグループ各社を統括し、KOIZUMIブランドの価値向上を目指しています。,大阪府大阪市中央区備後町3-3-7,1943,,61,"1,575百万円",,https://www.koizumi.co.jp/,
2024-08-01,ヒューマンプランニング株式会社,特殊法人・財団法人・その他団体・連合会,4,■事業内容プロバスケットボールチーム「大阪エヴェッサ」の運営、アリーナ事業、広告代理業務、購買関連業務を行っています。・バスケットボールのプロリーグ「B.LEAGUE」で、B1 西地区所属の「大阪エヴェッサ」を運営しています。また、プロのバスケットボール選手を育成する「大阪エヴェッサバスケットボールカレッジ」の運営も行っています。・ヒューマンホールディングスを中心としたヒューマングループ全体の購買部門として、購買関連事業、広告代理事業を行っております。,大阪府大阪市中央区南船場4-3-2ヒューリック心斎橋ビル9F,2005,,75,50百万円,34.0,https://hp.athuman.com/,
2024-08-01,トヨクモ株式会社,その他,2,■経営理念：「情報サービスをとおして、世界の豊かな社会生活の実現に貢献する」トヨクモは、ビジネス向けのクラウドサービスを提供するサービス企業です。「安否確認サービス」や「サイボウズkintoneに連携するサービス」、「スケジューラー」の提供を行なっております。,東京都品川区上大崎3-1-1JR東急目黒ビル 14F,2010,グロース市場,69,394百万円,32.7,https://www.toyokumo.co.jp/,
2024-08-01,ハコベル株式会社,その他,12,■事業内容： ◎運送手配サービス運送会社の非稼働時間や個人ドライバーを有効活用し、優良ドライバーのみをネットワークすることで、低価格で高品質の運送手配サービスを提供するプラットフォームです。軽貨物から一般貨物まで、24時間365日、日本全国、当日からの配送も可能です。◎物流DXシステム配車計画の最適化と配車・運行管理に関連するオペレーションの自動化を実現。課題に合わせたシステムの組み合わせ利用が可能で、荷主から運送会社・ドライバーまで一気通貫につなげて業務を効率化し、物流DXを加速させます。,東京都中央区日本橋3-9-1日本橋三丁目スクエア2F クロスコープ日本橋,2022,,,100百万円,,https://corp.hacobell.com/,
2024-08-01,株式会社ナンバーナイン,その他,9,2016年11月に創業した、「すべての漫画を、すべての人に。」をMissionに掲げるデジタルコミックエージェンシー。漫画とwebtoon領域において「漫画をつくる」「漫画を届ける」「漫画を広げる」の3つの領域で漫画の価値を最大化するIP創出カンパニーです。変化が激しいエンタメの世界において、既存の枠組みにとらわれず挑戦し続けることで、漫画の価値を最大化します。,東京都品川区東五反田2-5-9島津山PREX6F,2016,,98,162百万円,29.0,https://no9.co.jp,
2024-07-01,佐川ヒューモニー株式会社,その他,3,■事業内容：インターネットを通じてグリーティングカード・慶弔関連ギフトの発送など、電報業務を行っています。,東京都江東区新砂2-2-8,2016,,50,100百万円,40.0,http://www.humony.co.jp/,
2024-08-01,株式会社ｏＲｏ　ｃｏｄｅ　ＭＯＣ,その他,6,■事業内容：・クラウドソリューション事業部…クラウド ERP「ZAC」の開発／提供、クラウド PSA「Reforma PSA」の開発／提供、企業向けシステムソリューションの提供、企業向けITインフラソリューションの提供、ビジネスプロセス受託業務、他・デジタルトランスフォーメーション事業部…Webサイト構築／運用、Web広告運用、Webサイト／アプリ検証、他,新潟県新潟市中央区礎町通1ノ町1945-1,2019,,63,10百万円,31.4,なし,
2024-07-01,関西電機工業株式会社,その他,6,■事業内容：（1）太陽光発電事業・連系キュービクルからPV接続箱、DC集電箱、AC集電箱・表示装置まで、一貫した太陽光発電システムを構築しています。（2）配電・制御システム…モノづくりの原点から未来を志向し、受配電システムの可能性を広げています。（3）太陽光メンテナンス・顧客からの要望に応じてメンテナンス業務を行い、独自のノウハウによる発電設備の異常を発見・報告し改善しています。（4）エネルギー監視・同社は本来が受配電盤メーカーであるため、計測器の取り付け等の現地改造から、システムのソフト開発まで、トータルで受けることが可能です。,大阪府東大阪市新喜多1-6-30,1979,,35,22百万円,45.8,https://www.e-kansai.co.jp/,
2024-08-01,共同リネンサプライ株式会社,その他,2,■事業内容：リネンサプライサービス業,大阪府吹田市岸部中2-17-2,1962,,250,90百万円,,https://www.kyodolinen.com/,
2024-08-01,株式会社長野日産サービス,その他,2,■業務内容：新車架装部門板金塗装部門,長野県須坂市大字八町1337-1,1970,,43,38百万円,48.0,なし,
2024-07-01,ＥＧセキュアソリューションズ株式会社,その他,13,■事業内容：・情報セキュリティ、情報システムに関する監査、コンサルティング・情報セキュリティに関する調査、研究、執筆、教育・情報セキュリティ関連の教育及びコンテンツ制作・コンピュータシステムの企画、設計、開発、保守、販売,東京都港区虎ノ門1-2-8虎ノ門琴平タワー 8F,2008,,33,10百万円,,https://www.eg-secure.co.jp/,
2024-07-01,株式会社フォーティーン,その他,2,■事業内容：オリジナルゴルフクラブ設計、製造、販売■フォーティーンについて・1981年の設立以来、「すべてのゴルファーにベストな14本」をフィロソフィーとし、美しく機能にも優れ、すべてのゴルファーが打ちやすくカッコよく使える14本を目指して、クラブ創りを行っています。・ゴルフ好きな仲間が集まっており、年2回の社内ゴルフコンペ「研修会」を実施しています。・本社は30分圏内に多くのゴルフ場があり、有給休暇を利用しプライベートでもゴルフを楽しむ社員が多い環境です。,群馬県高崎市吉井町神保722,1981,,48,10百万円,,https://www.fourteen.co.jp/,
2024-08-01,株式会社ミダックこなん,その他,1,■事業内容： ミダックこなんでは効率的な一貫システムを構築して、収集運搬から中間処理、最終処分までをトータルサポートいたします・産業廃棄物の収集運搬、中間処理・一般廃棄物の収集運搬・廃プラスチック類、木くず、金属くず等の圧縮処理、破砕処理■取扱品目：・廃プラスチック類：金属くず・紙くず：ガラスくず、コンクリートくず及び陶磁器くず・木くず：がれき類■会社の特長：廃棄物の処理に関わる環境問題に正面から取り組んでいます。リサイクルをはじめとして、将来への展望をもつ未来企業・環境創造集団です。,静岡県浜松市中央区馬郡町902-1,1982,,32,5百万円,,https://www.midac.jp/business/office/07.html,
2024-06-01,株式会社グリムスエナジー,その他,1,当社は、事業用太陽光発電システムをお客様の向上の屋根などに設置し、創った電気を利用する事で電力コストを削減する商品であり、これまでは株式会社GRコンサルティング・株式会社グリムスパワー・株式会社グリムスソーラーの3社が販売及び設置を行っていましたが、営業効率の向上と販売の拡大を目指す為、事業用太陽光発電システムの販売及び設置に特化していくため、2022年4月に設立しました。・新しいクリーンエネルギーやエコのこと、光熱費の事、気軽に学べる、触れられるグリムスエナジー！※プライム市場 株式会社グリムス（2023年3月 売上313億）の100%グループ会社の安定感,東京都品川区東品川2-2-4天王洲ファーストタワー,2022,,37,10百万円,,https://www.gremz-energy.co.jp/,
2024-07-01,株式会社ダイコク,その他,1,■企業概要：当社は、損害・生命保険を取り扱っています。自社オリジナル商品の畜産損害保険では、養鶏業者や養豚業者向けの畜産動産総合保険をご用意しています。火災・暴発・風災といった事故により保険の対象としたレイヤー・ブロイラーが死亡した場合に保険金が支払われます。また、自動車保険・火災保険・賠償責任保険なども取り揃えています。,愛知県名古屋市南区豊田5-5-20,1967,,9,24百万円,,https://www.daikoku-li.co.jp/,
2024-08-01,テコシム・ジャパン株式会社,その他,3,■事業内容：ドイツに本社を持つ同社は2007年に設立され、自動車業界に対して、CAEサービスを提供しています。,埼玉県さいたま市浦和区上木崎1-10-17三村K2ビル 4F,2007,,20,10百万円,,http://www.tecosim.com/jp,
2024-08-01,北海道厚生農業協同組合連合会,特殊法人・財団法人・その他団体・連合会,4,■事業内容：・医療に関する事業・保健に関する事業・老人の福祉に関する事業・前各号に附帯する事業,北海道札幌市中央区北四条西1-1JA北農ビル 9F,1948,,5155,,39.0,https://dou-kouseiren.com/,
2024-08-01,ＤＩＣ北日本ポリマ株式会社,その他,2,■事業内容： 1977年に東北地区の主要産業である木質加工用合成樹脂〔フェノール樹脂、ユリア樹脂、ユリアメラミン樹脂〕の製造会社、東北ディック株式会社としてＤＩＣ株式会社100%出資にて設立致しました。また、1960年（昭和35年）日本ライヒホールド化学工業株式会社（現ＤＩＣ株式会社）の北海道工場として操業を開始し、1998年に北海道工場を東北ディック株式会社へ譲渡、2008年より現在のDIC北日本ポリマへ社名変更をし、現在に至っております。,宮城県刈田郡蔵王町宮字新大徐56,1977,,105,100百万円,39.0,https://www.dic-global.com/ja/,
2024-08-01,株式会社えむ・わい・けい,その他,4,■事業内容：・自動制御設備工事（設計、施工、メンテナンス）・自動制御機器（販売）・自動制御盤（設計、製造、販売）・中央監視装置（ソフトウェア、ハードウェア開発業務）・環境モニタリングシステム、FFU監視装置（開発業務）・DDCコントローラ（PLCソフトウェア開発業務）・省エネルギーシステム（ソフトウェア、ハードウェア開発業務）,宮城県仙台市宮城野区岩切分台3-12-7,1990,,44,30百万円,35.0,https://www.k-myk.co.jp/,
2024-08-01,前田製管株式会社,その他,9,■同社の特徴：創業当初は、用排水路やヒューム管といった土地改良事業が主でしたが、コンクリートの持つ強度、製品加工、大きく重く施工が難しいと言った課題を現場に根ざした開発力により次々にクリアし、地元自治体、大手・中堅ゼネコンからの信頼を獲得しました。高度経済成長以降は都市土木にも進出し、道路・鉄道網の整備に始まり、パイルと呼ばれる建築物の基礎杭の製造・施工に事業範囲を広げました。その拠点は山形県のみに留まらず、北海道から東日本全体をカバーする全国有数のコンクリート二次製品メーカーとして成長を遂げてきました。,山形県酒田市上本町6-7,1948,,435,100百万円,,"Failed to retrieve page, status code: 503",
2024-07-01,日本核燃料開発株式会社,その他,1,■企業概要：原子力発電所で使われる核燃料や、原子炉を構成する材料等の研究・開発を行う民間の会社です。この研究・開発のために、放射能を帯びた核燃料や材料を取り扱ったり、検査したりする試験技術の開発もしています。これらの業務について優れた成果を上げています。,茨城県東茨城郡大洗町成田町2163,1972,,60,"1,800百万円",,https://www.nfd.jp/index.html,
2024-08-01,株式会社イクタツ,その他,1,■事業内容：製造業（精米製造・米飯製造） 業務用卸（酒類、小麦粉、食材）■部門紹介：・精米部門…高品質で安全なお米を、自社精米工場で製造しています。・品質管理部門…品質チェックを原料から製品に至るまで実施しています。・物流部門…精米、酒類、飲料、食材等を、自社の専用物流ステーションから店舗まで、一括で配送しています。・米飯部門…工場（HACCP認定）で炊き上げた「ごはん」「おにぎり」「巻き物」等を店舗に配送しています。,東京都江戸川区松江3-16-6イクタツビル,1952,,200,100百万円,,http://www.ikutatsu.co.jp/,
2024-07-01,独立行政法人都市再生機構,特殊法人・財団法人・その他団体・連合会,21,■都市再生・国際競争力の強化、地域経済の活性化・地方都市の再生、安全・安心なまちづくり・計画の構想・企画等のコーディネート、事業の実施や民間実施事業への参画等■賃貸住宅・居住者の方との信頼関係を大切にした維持監理・高齢者の居住の安定確保、子育て環境の整備等を目的とした団地再生■災害復興・東日本大震災の被災地における復興支援・災害に強いまちづくりの推進,神奈川県横浜市中区本町6-50-1 横浜アイランドタワー,2004,,3210,1兆757億円（2023年３月末現在）,,https://www.ur-net.go.jp/,理事長 石田 優
2024-06-01,一般社団法人日本能率協会,特殊法人・財団法人・その他団体・連合会,3,■マネジメントに関する調査、研究、情報の収集・提供、人材の育成・指導、内外関係機関等との交流及び協力■マネジメントの高度化に寄与する表彰、資格認定・普及啓発活動■マネジメントに関連する技術・産業振興に関する会議、展示会等の開催■規格適合に拠るマネジメントシステム・製品、サービスに係わる第三者認証・登録サービスの提供■地球温暖化防止に関わる各種検証・環境マネジメント支援サービスの提供 ほか,東京都港区芝公園3-1-22,1942,,145,,48.0,なし,会長 中村 正己
2024-08-01,一般社団法人 日本自動車連盟（JAF）,特殊法人・財団法人・その他団体・連合会,2,"■ロードサービス■会員維持拡大■交通安全推進運動■自動車を取り巻く環境を改善する運動■会員サービス■地域振興■モータースポーツ■国際活動 等【会員数】20,501,501名【ロードサービス年間救援件数】2,268,868件（2023年度）",東京都港区芝大門1-1-30日本自動車会館14F,1963,,3416,,42.0,https://jaf.or.jp/individual,会長 坂口 正芳
2024-08-01,一般財団法人日本品質保証機構（略称 JQA）,特殊法人・財団法人・その他団体・連合会,5,公正な第三者機関として、マネジメントシステム・製品・環境等に関する認証・試験・検査等を実施。＜主なサービス＞ISO 9001やISO 14001等のマネジメントシステムの認証電気製品・医療機器の認証・試験計測器の校正・計量器の検定マテリアル試験JISマーク認証地球環境に関する審査・評価・支援ロボット安全評価・認証,東京都千代田区神田須田町1-25 JR神田万世橋ビル,1957,,1064,,,https://www.jqa.jp/,理事長 小林 憲明
2024-08-01,名光電気工事株式会社,その他,4,■事業内容：電気工事・通信工事・土木工事,岐阜県岐阜市中鶉2-28-1,,,44,30百万円,,http://www.meikodk.jp/index.html,
