更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,資本金,平均年齢,従業員数,企業URL,代表者,上場市場名
2024-08-01,株式会社ハウスコンシェルジュ,内装・インテリア・リフォーム,2,■事業内容2019年創業、2022年に設立した住宅リフォームをメインに行っている建設会社です。主な事業内容は土木工事、建設工事、電気工事、設備工事、防水工事、内装工事、塗装工事、ハウスクリーニング、白アリ等の害虫駆除を行っています。仙台市を中心に宮城県内全域を対象にしており、一戸建てからマンションまで様々な実績も積んでおります。,宮城県仙台市宮城野区福室3-3-64ボヌール高砂203,2022,3百万円,40.0,2,https://h-consierge.jp,,
2024-05-01,ＪＳ建設株式会社,内装・インテリア・リフォーム,1,建築、土木工事の設計・施工・請負及び管理・戸建て住宅の新築施工、リフォーム【グループ会社】・JSホールディングス株式会社・JS株式会社・JS建設株式会社・JS暁宅株式会社・JSサービス株式会社・JSライフホールディングス株式会社・JS商事株式会社・JS貿易株式会社・JS暁旅株式会社・JS設計株式会社・JS暁牛株式会社・JS暁飲株式会社・JS暁スター株式会社,大阪府大阪市中央区南船場2-2-4 b.minamisenba 3F,2022,500万円,,10,https://www.jskensetsu.co.jp/,代表取締役 周防 拓海,
2024-08-01,大林リアルティマネジメント株式会社,ディベロッパー,3,大林組グループ会社,東京都港区港南2-16-2,2022,100百万円,,12,なし,,
2024-08-01,株式会社エイチピーエム,不動産管理,1,賃貸管理事業・賃貸仲介事業・リノベーション事業,北海道札幌市中央区南8条西4丁目422番地5号グランドパークビル6階,2022,1000万円,31.0,31,https://ho10-house.com/,代表取締役社長 山田 千尋,
2024-08-01,株式会社誠グループ,不動産管理,3,■不動産売買、仲介、管理■シェアハウス運営■民泊運営■貿易,東京都新宿区北新宿1丁目1-17 ウィンド北新宿ビル6F,2022,9800万円,,15,http://www.makotojp.net/,代表者 金沢 浩誠,
2024-08-01,株式会社秀光アーキテック,内装・インテリア・リフォーム,1,"■企業概要：2017年創業、年間2,000棟以上の新築事業を行う秀光ビルドのグループ会社。「安心」「信頼」と「高品質」で「お求めやすい」住まい造りを追求し、お客様に満足して頂けるよう日々励んでおります。残業少なく働きやすい環境です！■事業詳細：・全体リフォーム・部分リフォーム（外壁塗装、内装、洗面化粧台、便器、ユニットバス、システムキッチン、断熱窓・断熱材工事など）・部分メンテナンス",石川県加賀市直下町タ44,2017,5百万円,,5,https://www.shuko-architec.com/,,
2024-06-01,株式会社さぼてん,不動産仲介,1,■不動産仕入れ営業■不動産売買営業■不動産売買仲介■建設コンサルティング,東京都台東区台東2-7-8 TRANS CMビル3F,2022,800万円,,,https://saboten0728.com/,代表取締役 富塚 聡史,
2024-06-01,株式会社ＡＮＳＷＥＲ　ＭＡＣＨＩＮＥ,建築設計事務所,1,■事業内容事業として、主に店舗・オフィスの建築内装工事一式請負、設計等を主な事業として取り組んでいます。 ■法人設立は2022年7月～新進気鋭の7月28日開業の内装工事会社です。当社はまだ代表取締役のみの1名体制ですが、これから会社の規模を拡大したいと思い人員募集に至りました。 ぜひ、一緒に会社を盛り上げて頂ける方とともに会社を成長させたいと思っています。,神奈川県川崎区下並木12-1101,2022,3百万円,37.0,1,なし,,
2024-07-01,東日本電気設備株式会社,住宅設備・建材,1,■太陽光工事■オール電化工事■内装工事■外装工事■屋根工事■その他修繕工事,宮城県仙台市青葉区中央4-10-3 JMFビル仙台2F,2022,,,,https://www.east-japan-electric.co.jp/,代表取締役 熊谷 昂司朗,
2024-08-01,株式会社ハートフルステージ,住宅（ハウスメーカー）,5,■事業内容：・土地・分譲住宅の販売・建築工事一式の請負企画・設計・リノベーション・不動産全般■特徴（TOPICS）： 湘南エリア特に茅ヶ崎市を中心に地域密着型スタイルで住宅供給事業を展開しています。湘南を中心に愛される住まいの供給を主とし、日々取り組み活動しています。,神奈川県茅ヶ崎市新栄町10-12,2022,,,,https://www.heartfulstage.jp/,,
2024-07-01,株式会社ＳＤＣ,建設コンサルタント,3,■事業内容： PC構造物の設計およびFEM、温度解析業務■当社について：～持続可能な社会インフラを技術力で支える～当社は主にPC橋梁上部工設計を手掛けております。持続可能な社会インフラ構築をお手伝いすることで、安心安全な社会環境づくりに貢献します。多様性の時代、お客様のニーズ、社会のニーズに柔軟に答えられるように日々努力してまいります。,大阪府大阪市北区西天満1-2-5,2022,9百万円,,14,https://www.sdcit.co.jp/index.html,,
2024-07-01,フジケントラスト株式会社,土地活用,1,１．不動産に係る投資顧問業務、コンサルティング業務２．営業に関する業務等の支援及び代行業３．都市再開発事業の調査、企画及び実施４．各種情報等の調査、収集及び販売５．各種コンサルティング業務６．各種オファーの請負業７．上記各号に附帯する一切の業務,東京都千代田区平河町２丁目７－３,2022,1百万円,,,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010659781/-tab__jd/: 'NoneType' object has no attribute 'get',代表取締役 髙橋 晴大,
2024-08-01,エコロシティ株式会社,不動産管理,4,"■事業内容：コイン式時間貸駐車場「エコロパーク」の運営・管理、 月極駐車場の運営・管理・受託業務■事業の特徴：自社ブランド「エコロパーク」を展開し、全国の遊休地や建設予定地をターゲットにコイン式時間貸駐車場・バイク駐輪場・自転車駐輪場・月極駐車場の運営・管理を行っています。1996年の設立より業務を拡大し続け、現在では全国約4200ヶ所、30,000台以上の駐車スペースを展開しています。最大手企業の狙いにくい中小規模の土地に対する強みを持ち、自社で一気通貫で対応可能な各種サービスを組み合わせた提案により成約に繋げています。",東京都港区赤坂1-12-32アーク森ビルイーストウィング18F,1996,50百万円,,129,https://www.ecolocity.co.jp/,,
2024-06-01,合同会社ふくみどり,内装・インテリア・リフォーム,1,■内装工事業■医療・介護・福祉事業『住み慣れた地域で自分らしく暮らすことができる社会』の実現のために、福岡市南区で在宅介護サービスを提供,福岡県福岡市南区大橋1-3-18,2022,100万円,,,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010413792/: 'NoneType' object has no attribute 'get',代表 中村 謙太,
2024-08-01,株式会社ｍａｔｓｕｋｏｕ,住宅（ハウスメーカー）,4,■事業内容： 株式会社matsukouは、地域密着総合建築業として河内長野市を中心に新築・リフォーム・増改築など家に関する工事をさせていただいている工務店です。新築・リフォーム・MRIシールド工事・Ｘ線鉛防護工事・病院施設内各種内装工事・その他家のことに対応しています。,大阪府河内長野市野作町2-21,1985,8百万円,,10,https://matsu-kou-kawachinagano.com/,,
2024-07-01,株式会社菊丸商会,サブコン,1,■事業内容： 熊本県八代市に拠点を置き、熊本県内から九州全域の土木工事・解体工事を中心に行っている企業です。道路の拡張工事や、建物建設時に重要となってくる、外構工事など土木工事業に関わる多くの業務の実績があります。当社では、安心で安全、そして快適な日々を送れるよう、施工を行っています。,熊本県八代市高下西町1379-1,2022,3百万円,,4,https://www.kikumarusyoukai333.com/,,
2024-08-01,株式会社ＡＢラボ,不動産仲介,3,近年インターネット、スマートフォンの普及により、足を運ばずして不動産の情報を得ることができるようになりました。故に曖昧な情報も多数あり、選択を後悔されるお客様が多いのも事実です。不動産を任せていただくというのは、お客様の未来を任せていただくことだと考えます。当社は独自のネットワークを駆使し、お問い合わせやご要望に迅速で正確な『お客様と住まいに未来志向』を提供いたします。■事業内容： （1）不動産の売買、管理及び賃貸並びにこれらに関する仲介（2）不動産に関するコンサルティング業務（3）営業代行業務及び営業コンサルティング業務（4）損害保険代理業及び生命保険の募集に関する業務,東京都渋谷区恵比寿1-19-19,2022,9百万円,,,https://www.ablab.jp/,,
2024-07-01,大和開発株式会社,土地活用,1,■不動産売買・土地、中古戸建て、中古マンションの買取、活用のご提案・引越し業者の紹介・不動産管理、運営代行、家賃保証、サブリース,大阪府大阪市北区野崎町3-2 平成AYビル7階,2022,100万円,,2,https://www.zennichi.net/m/daiwakaihatsu/,代表 板垣 翔,
2024-07-01,株式会社アオノスゲタ,サブコン,1,大型鉄鋼構造物、ステンレス製造品並びに、工場設備メンテナンス・電力・電気工事管理神奈川県知事許可（般-5）第90843号・機械器具設工事業・電気工事業・消防施設工事業,神奈川県大和市上和田2040-1,2022,1000万円,,11,https://www.aonosugeta.co.jp/,代表取締役 青野 新,
2024-08-01,株式会社せんり,サブコン,6,■事業内容： 建設業、建築工事の施工及び請負、設計及び工事監理 ・不動産・金融コンサルタント,東京都中央区日本橋茅場町2-12-10PMOEX日本橋茅場町12F,2022,40百万円,37.1,24,http://h-senri.co.jp/,,
2024-07-01,株式会社おうち情報館,不動産仲介,1,■事業内容： ⇒事業概要とその詳細について詳しく記載。また、ビジネスモデルに 関する記載も同項目にて記載。 ■ビジョン： ⇒設立背景や社長の思いは同項目にて記載。 ■特徴（TOPICS）： ⇒マーケット環境、製品・サービスに関する優位性を記載。または、 教育体制や福利厚生など企業マネジメントに関する特徴も記載。 ■組織風土： ⇒風土の説明は、企業を取り巻く競合他社、マーケット要因、社内制度 や対面した社員の方の印象など社風を裏付ける根拠も記載。,岐阜県岐阜市本郷町1-25-10,,,,,http://ouchi-jouhoukan.net/entry/356464/,,
2024-06-01,株式会社Ｇｒａｉｓｅ　ＨＯＭＥ,内装・インテリア・リフォーム,5,■企業概要：私たちGraise HOMEは、お客様が大切な住まいで長く快適に過ごすためのリフォームを提案する会社です。【長く快適に暮らすためのリフォームとは？】雨水など水分による柱や断熱材の劣化を防ぎ、建屋の価値を守り続けるリフォームのこと。Graise HOMEはお客様に対し、外壁へのアルミサイディングを用いたカバー工法を提案することで「ずっと心地よく、もっと暮らしやすい」住まいを実現します。,愛知県長久手市城屋敷801,2023,10百万円,,160,https://www.graise-home.co.jp/,,
2024-08-01,株式会社ＸＣＥＥＤ,不動産仲介,1,◆不動産売買事業◆資産形成コンサルティング事業,東京都渋谷区本町1-20-2 パルムハウス初台404,2023,1000万円,25.0,8,https://x-ceed.jp/,代表取締役 野村 成樹,
2024-08-01,株式会社ＬｏｇＡｓｓｅｔ,土地活用,2,■事業内容： ランドセット事業、有効活用提案事業、不動産買取・仲介事業,東京都港区北青山3-6-23,2023,,35.1,7,https://www.logasset.co.jp/,,
2024-06-01,株式会社内山組,ゼネコン,2,■事業内容： ・建築・土木工事の請負・建築の設計及び監理・建築企画コンサルタント業務前者号に附帯して生ずる一切の事業■経営理念：私達は、建設事業を通じて公共奉仕の理念に則り、地域社会の活性化と発展に貢献します。■経営方針：顧客第一主義として労働安全意識の高揚と優秀な技術をもって最良の品質管理に努め、継続的改善を通して質の高い企業活動を行う。,鹿児島県志布志市志布志町志布志2638ー8,1963,20百万円,,25,https://uchiyamagumi.com/,,
2024-08-01,ブルースカイ株式会社,不動産仲介,1,■事業内容： （1）不動産の所有、売買、賃貸借及びその仲介、管理などに係る業務（2）不動産の有効利用に関する企画、開発、調査、設計及びコンサルタント業（3）建物の内装工事及びリフォーム業（4）損害保険代理業及び生命保険の募集に関する業務（5）前各号に付帯関連する一切の事業,東京都品川区上大崎2-15-19,2023,6百万円,,3,https://bskc.co.jp/,,
2024-08-01,株式会社ムーバー,設備管理・メンテナンス,5,■事業内容： ・道の駅「サーモンパーク千歳」の管理運営（2023年8月26日開業）・観光土産品の開発、製造及び販売・工芸品、民芸品の加工及び販売・食料品の販売・飲食店の経営・地域商社事業に関する業務,北海道千歳市高台2-7-1,2023,10百万円,,,https://www.mover-hokkaido.com/,,
2024-06-01,スペースバリューホールディングス株式会社,住宅設備・建材,3,■事業内容：【1961年設立・日成ビルド工業から株式移転により2018年10月に設立された国内外11社のホールディング会社】 建築事業（システム建築、プレハブ建築）】を中心に、【駐車場事業】【総合建設事業】【土地活用事業】を展開する企業グループです。 具体的には、敷地活用のシステム建築・立体駐車場の設計～施工、パーキングや太陽光発電事業の企画提案、メンテナンス・建物維持、 等を担う国内外事業会社のグループ経営に関わる企画管理を行なう持株会社です。,東京都港区三田3-11-24国際興業三田第二ビル7F,,"7,000百万円",,1267,なし,,
2024-07-01,株式会社有真工業,内装・インテリア・リフォーム,1,外壁塗装工事、内装塗装工事、高圧洗浄工事、タイル薬品高圧洗浄工事、シーリング工事、防水工事 等,神奈川県横浜市神奈川区松見町1-35-3,2023,500万円,40.0,4,https://yushinkougyou-yokohama.com/,代表取締役社長 渡邉 真大,
2024-07-01,笹沢建設株式会社,ゼネコン,1,■事業内容： 1）建築、土木、その他の建設工事の請負2）地域開発、都市開発、リゾート開発事業3）第1号の建設工事、及び第2号に関する調査、企画、設計積算等エンジニアリング、マネージメント及びコンサルティング業務の請負又は受託4）別荘、住宅等建物の企画、設計、建設、販売ならびに土地の造成及び販売5）輸入家具の販売,長野県北佐久郡軽井沢町大字長倉3732-6,2023,100百万円,,50,http://www.sasazawa.jp,,
2024-06-01,株式会社ＥＸｓｔａｔｅ,不動産仲介,1,■不動産売買仲介■収益不動産コンサルティング■リフォーム事業■不動産管理,大阪府大阪市中央区道修町1-3-1 4F,2023,,27.0,20,https://exstate.co.jp/,代表取締役 﨑村 優太,
2024-07-01,株式会社トーヨーホールディングス,土地活用,5,■事業内容：グループ会社の経営管理、その他、前号に付帯する業務,東京都港区新橋4-11-1,,10百万円,41.0,226,なし,,
2024-08-01,株式会社シマケン,サブコン,1,■事業内容： 鉄道施設の土木、建築工事■特徴：当社は鉄道施設の土木、建築工事を行っており、直近では普及が進んでいるホームドアの設置に関連する工事を主に営んでいます。,大阪府大阪市都島区友渕町3-8-9,2023,6百万円,,4,なし,,
2024-07-01,ＪＥＳＣＯエコシステム株式会社,サブコン,1,■事業内容： 再生可能エネルギー関連設備事業EV充電器・蓄電池設置工事電気設備工事アミューズメント・商業施設リニューアル,東京都港区赤坂4-8-18,2023,,37.0,51,https://www.jesco.co.jp/ja/ecosystem/company/outline.html,,
2024-06-01,コロンビア・アセットマネジメント株式会社,不動産金融,1,■事業内容：投資助言・代理業（予定）,東京都渋谷区渋谷3-28-15,2023,50百万円,,3,なし,,
2024-08-01,テックプロパティジャパン株式会社,不動産仲介,3,不動産の運用・投資のコンサルティング、不動産の売買・仲介・管理など,東京都品川区大崎3-5-2 エステージ大崎6F,2023,,35.0,9,https://www.techpro-j.com/,代表取締役 中山 惠輔,
2024-08-01,株式会社ヴィックスリアルエステートリアルティ,不動産仲介,1,◆不動産の売買及び賃貸◆不動産の売買及び賃貸の仲介業務◆不動産の賃貸業及び家主代行、管理全般◆マンションの代理販売◆アパート、マンション、店舗、事務所、駐車場、 建売住宅等の企画、立案及び設計、コンサルティング◆損害保険の代理業務◆その他前項に付帯関連する業務,〒130-0013東京都墨田区錦糸3-2-1 アルカイースト2F,2023,900万円,,,https://www.vixreal.co.jp,代表取締役 岩井 輝,
2024-08-01,ＫＳラズリ株式会社,設備管理・メンテナンス,1,■法面工事■伐採工事■フェンス工事落下防止網■落石防止網取付■ブロック塀修理■その他一般土木工事等,神奈川県横浜市鶴見区駒岡4丁目16番67号A棟1号室,2023,30万円,,6,https://www.big-advance.site/c/157/2600,代表取締役社長 柏木 愛香,
2024-08-01,株式会社ヴェルライン,建築設計事務所,14,■事業内容：・土地の測量業・土木、建物工事の設計施工、管理業・宅地建物取引業・労働者派遣事業・前各号に付帯関連する一切の業務,東京都日野市石田1-12-6ツインコラム多摩102,2023,8百万円,,4,https://vell-line.co.jp/,,
2024-07-01,株式会社エスティネット,不動産仲介,10,■事業内容： 株式会社エスティネットは、知多半島エリアに密着した不動産仲介会社です。オーナー様の資産を守り、長期的な視点で資産を育てます。入居者の募集やアフターケア、賃貸物件の管理・メンテナンス、適切な周期でのリフォームやリノベーション提案を含め“ハードからソフト”まで長期的なお付き合いのできるトータルサービスを実践しています。,愛知県半田市青山1-3-7,2023,1百万円,,22,なし,,
2024-08-01,株式会社グリーンエナジー・ライフ,住宅（ハウスメーカー）,34,スマートホーム事業規格住宅の企画・設計・施工・販売／戸建賃貸、収益不動産の企画・設計・施工・管理／不動産売買・仲介,徳島県徳島市沖浜東1-44,2024,,41.0,79,https://green-energy.co.jp/,,
2024-08-01,株式会社キャプティエンジニアリング,住宅設備・建材,5,株式会社キャプティエンジニアリングは1961年に東京ガスの100％子会社として設立された関東配管（株）が原点であり、2006年のトーヨコエンジニアリング（株）との合併を機に社名を（株）キャプティに変更し、東京ガスグループのエネルギーエンジニアリング企業として、協力企業との連携のもと、「快適な暮らしづくり」と「環境に優しい都市づくり」に貢献し、お客さま、社会、社員から常に信頼され、発展しつづける企業を目指して真摯に取り組んでまいりました。,東京都墨田区堤通1-19-9リバーサイド隅田,2023,450百万円,46.1,668,https://www.capty.co.jp/engineering/,,
2024-06-01,WTC日本株式会社,サブコン,1,半導体工場向けの「高純度配管施工」の提供※台湾に本社を置く『Wholetech System Hitech Limited』のグループ会社,熊本県菊池郡大津町大字室1352番地7,2023,3億6000万円,,2,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010607359/: 'NoneType' object has no attribute 'get',代表取締役 謝 清泉（取締役社長 吉松 哲夫）,
2024-07-01,株式会社カスタムハウス,住宅（ハウスメーカー）,2,■事業内容：ハウスメーカーや地元ビルダー、工務店、設計事務所の定義に当てはまらない独自のスタイルで、お客様のおうちをプロデュースするハウススタジオです。,静岡県浜松市中央区上西町1009,2023,5百万円,,2,https://custom-house.jp/,,
2024-08-01,横山建設株式会社,ゼネコン,4,■事業内容：都市型コンパクトマンションを中心とした、集合住宅・オフィスビル・商業ビル・倉庫施設の建設工事一式■企業概要：・2023年9月設立、横山産業株式会社の子会社の建設会社です。親会社の不動産事業で展開している投資用レジデンスマンションの建設工事を主に行っています。これにより、グループ内で土地活用の提案と開発、設計、建築、販売までを一貫して実施する形になっています。同社では、まずは年間数棟ほどのペースで投資用マンションを建設した上で、ゆくゆくは外部の仕事も受注して成長していく方針です。スタートアップ企業ながら安定した経営基盤があり、長く安心して働いていただける会社です。,東京都台東区上野1-4-8上野横山ビル,2023,80百万円,,19,https://yokoyama-kensetsu.co.jp/,,
2024-08-01,鉄人工業株式会社,サブコン,求人なし,,岐阜県岐阜市日野東8-14-1,2023,8 百万円,,,"Failed to retrieve page, status code: 410",代表取締役 土屋 正勝,
2024-07-01,精美加株式会社,設備管理・メンテナンス,1,■事業内容： ・JASM設備設置工事、メンテナンス工事請負、配管・電気設備工事等当社は2023年10月設立の管工事、電気工事業を営む台湾企業の現地法人です。台湾本社では世界的半導体メーカーTSMC社の下請けを行っており、熊本においても半導体大手JASMの下請け（Tier1）となっています。,熊本県熊本市東区山ノ神2-14-5,2023,,,8,なし,,
2024-07-01,タウンエステート株式会社,不動産仲介,1,住まい提案のプロフェッショナル集団（資金計画、土地建物など幅広く提案＝希望が叶いやすく、無理なくマイホームを手に入れられる＆あわせて、売却したい土地がある場合は一緒に解決できる）・ユーザーへのヒアリング ライフプラン、希望の家等・資金計画、住宅ローンの提案、物件の提案・物件調査、売主との交渉・契約 重要事項説明 宅建業者かつ宅建士が行う・引き渡し,東京都新宿区西新宿3-20-2東京オペラシティタワー 40Ｆ,2023,,43.0,,https://townestate.biz/,代表取締役 笹沢 竜市,
2024-08-01,ジャパンベストレスキューシステム株式会社,設備管理・メンテナンス,7,■事業内容：・カギ、水まわり、ガラス等の生活トラブル解決サービス・あらゆるメーカーの住宅設備を対象とする延長保証サービス・家財保険を中心にユニークな商品を多数展開する保険サービス■事業の特徴：会員サービスにご入会いただいたお客様から会費をいただき、お困りごとがあったときに現場出動や電話アドバイス等を行う『会員制サービス』と『法人向けサービス』の2軸で展開しています。,愛知県名古屋市中区錦1-10-20アーバンネット伏見ビル5F,1997,780百万円,35.0,262,http://www.jbr.co.jp/,,
2024-07-01,Ｇｅｍｉｎｉ株式会社,不動産仲介,1,■不動産仲介（売買・賃貸）■旅行業,大阪府大阪市中央区南船場3-6-28-502,2023,,,6,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010738222/: 'NoneType' object has no attribute 'get',代表取締役 呉 俊翔,
2024-06-01,株式会社ＲｅＡＲＥＳ,不動産仲介,1,1.不動産の売買、交換、賃貸、管理及び仲介2.建築の計画、設計、施工3.家具、室内装飾品、住宅関連機器の売買4.建築の計画5.各種物品の販売及び流通業6.損害保険代理業及び自動車損害賠償保障法に基づく保険の代理業7.生命保険の募集に関する業務8.経営コンサルタント業務9.前各号に関する調査、研究、計画等のコンサルティング業務10.上記各号に附帯関連する一切の業務,東京都新宿区西新宿6-16-12第一丸善ビル11階-A,2023,,,,https://reares.jp/,代表取締役 堀越 大貴,
2024-08-01,株式会社ＨＫＳ,住宅設備・建材,1,■事業内容：敷き鉄板レンタル、重機整備・販売を主に行っています。,三重県伊賀市上野徳居町3337-2,2024,3百万円,,3,なし,,
2024-08-01,株式会社寿和トラスト,不動産仲介,3,■事業内容： ・不動産の売買、仲介、賃貸、管理・不動産コンサルタント業務・損害保険代理及び生命保険募集に関する業務・上記に関する付帯または関連する業務,神奈川県相模原市南区相模大野3-11-10,2024,,,,https://suwatrust.com/,,
2024-08-01,株式会社アイエーエナジー,サブコン,2,■事業内容： EVエコホームの運営、電気関連建設工事、カーボンクレジット事業等,神奈川県横浜市戸塚区品濃町545-5,2024,100百万円,,,なし,,
2024-08-01,株式会社オープンハウス・オペレーションズ,ディベロッパー,1,株式会社オープンハウスグループ内の事務業務を受託する会社として、2024年４月に設立いたしました。,東京都千代田区丸の内2-7-2,2024,1百万円,,110,なし,,
2024-06-01,ＧＥＮＩＩ　ＩＤＥＡＳ　ＪＡＰＡＮ株式会社,プラントメーカー・プラントエンジニアリング,1,■事業内容： 半導体製造における配管工事、電気設備工事■当社について： 台湾に本社を構える聚賢研発(しゅうけんけんはつ)股股有限公司の日本現地法人です。（台湾に本社を構える聚賢研発(しゅうけんけんはつ)股股有限公司の日本現地法人）,熊本県菊池郡菊陽町大字津久礼3046-12ENSTEP14-1F,2024,1百万円,,2,なし,,
2024-06-01,精進テクノロジー株式会社,サブコン,1,■当社について：当法人は台湾企業であるswiftとtrusvalの出資により設立された日本現地法人です。管工事業を行っており、台湾ではTSMC工場内における管工事の9割以上を受託しています。・日本国内で建設業許可の取得を進めています。・資格取得後はJASMのサプライヤーとして取引拡充を目指しています。■事業内容： 管工事業を展開しております,熊本県熊本市中央区水前寺6-5-23,2024,400百万円,30.0,17,なし,,
2024-08-01,東急不動産ホールディングス株式会社,ディベロッパー,求人なし,,東京都渋谷区道玄坂1-21-1渋谷ソラスタ,2013,"77,562 百万円",42.0,21170,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 西川 弘典,プライム
2024-08-01,インフロニア・ホールディングス株式会社,ゼネコン,求人なし,,東京都千代田区富士見2-10-2,2021,"20,000 百万円",41.9,7793,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 代表執行役社長 岐部 一誠,プライム
2024-08-01,三井不動産リアルティ株式会社,不動産仲介,無,,東京都千代田区霞が関3-2-5霞が関ビルディング 9Ｆ,1969,"20,000 百万円",,4470,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 遠藤 靖,
2024-08-01,テルウェル西日本株式会社,設備管理・メンテナンス,無,,大阪府大阪市中央区森ノ宮中央1-7-12テルウェル西日本ビル,2001,100 百万円,,4380,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 山田 邦裕,
2024-08-01,東急リバブル株式会社,不動産仲介,求人なし,,東京都渋谷区道玄坂1-9-5,1972,"1,396 百万円",,3680,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 太田 陽一,
2024-08-01,株式会社オリエンタルコンサルタンツホールディングス,建築設計事務所,求人なし,,東京都渋谷区本町3-12-1住友不動産西新宿ビル6号館,2006,795 百万円,47.1,3305,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 野崎 秀則,スタンダード
2024-08-01,水ｉｎｇＡＭ株式会社,設備管理・メンテナンス,求人なし,,東京都港区東新橋1-9-2汐留住友ビル 27Ｆ,2018,100 百万円,,3060,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 安田 真規,
2024-08-01,アジアパイルホールディングス株式会社,住宅設備・建材,求人なし,,東京都中央区日本橋箱崎町36-2Ｄａｉｗａリバーゲート,2005,"6,621 百万円",52.6,2667,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長最高執行役員 黒瀬 修介,プライム
2024-08-01,東日本高速道路株式会社,建設コンサルタント,無,,東京都千代田区霞が関3-3-2新霞ヶ関ビルディング 14Ｆ,2005,"52,500 百万円",,2516,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 ＣＥＯ 由木 文彦,
2024-08-01,株式会社ヒノキヤグループ,住宅（ハウスメーカー）,無,■木造軸組み住宅請負・販売・設計・施工・監理【建築業許可】国土交通大臣（特-5）第28832号【一級建築士事務所登録】東京都知事登録：第59949号 2023年8月doda掲載求人より引用,東京都千代田区丸の内1-8-3丸の内トラストタワー本館 7Ｆ,1988,100 百万円,,2395,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 近藤 昭,
2024-08-01,川田テクノロジーズ株式会社,建築設計事務所,求人なし,,東京都北区滝野川1-3-11,2009,"5,290 百万円",42.6,2373,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 川田 忠裕,プライム
2024-08-01,株式会社ウォーターエージェンシー,プラントメーカー・プラントエンジニアリング,無,,東京都新宿区東五軒町3-25,1957,200 百万円,,2207,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 榊原 秀明,
2024-08-01,アイテック株式会社,プラントメーカー・プラントエンジニアリング,無,官公庁及び民間大型プラントの総合エンジニアリング業■上下水道部門■水質分析部門■修繕・工事部門■リサイクル・焼却発電部門■高速道路・メンテナンス部門 2024年1月doda掲載求人より引用,大阪府大阪市北区梅田1-13-1大阪梅田ツインタワーズ・サウス,1977,90 百万円,,2200,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 前田 幸治,
2024-08-01,人・夢・技術グループ株式会社,ゼネコン,求人なし,,東京都中央区日本橋蛎殻町1-20-4,2021,"3,107 百万円",43.9,2036,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 永冶 泰司,プライム
2024-08-01,三井不動産レジデンシャル株式会社,ディベロッパー,無,,東京都中央区日本橋室町3-2-1日本橋室町三井タワー 13Ｆ、14Ｆ,2005,"40,000 百万円",,2007,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 嘉村 徹,
2024-08-01,キヤノンプレシジョン株式会社,建設・プラント・不動産業界,求人なし,,青森県弘前市大字清野袋5-4-1,1952,300 百万円,,1857,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藪 猛二,
2024-08-01,ＪＲ東日本東北総合サービス株式会社,不動産管理,求人なし,,宮城県仙台市青葉区中央4-10-3ＪＭＦビル仙台01－8Ｆ,1989,490 百万円,,1831,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松木 茂,
2024-08-01,ＡＮＡスカイビルサービス株式会社,設備管理・メンテナンス,無,■建物・設備保全業務■環境衛生業務■保安警備事業■搬送設備・検査機器保守管理業務■受付・待遇事業■その他事業 2023年11月doda掲載求人より引用,東京都大田区羽田空港3-5-10ユーティリティセンタービル 7Ｆ,1979,80 百万円,,1758,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 松田 法彦,
