COMPANY_NAME,JOB_TITTLE,JOB_DESCRIPTION,LOCATION
株式会社帝京サービス,【出版事業部の営業事務】定時17時・残業10h以下／帝京大学グループ／有給取得しやすい環境◎,◎帝京大学グループ／正社員・残業ほぼ無／長期就業可／新規立ち上げ部署／子育てや資格取得等プライベートも充実できるような環境◎ ■業務内容： 帝京大学グループの当社において、出版事業部の営業兼事務職をお任せ致します。当社が出版する新書を流通代行会社や書店へ営業をしていただくと同時に、出版における事務作業も対応していただきます。 <業務詳細> ・流通代行会社や特定書店との営業連携対応 ・出版事業の事務対応 ・部内庶務・事務作業がメインとなります ※出版事業部門として「帝京大学出版会」を2023年10月に設立したため、増員募集をしております。 お任せする業務も面接時や入社後にご相談しながら進めていく予定です。 ■出版する書物について： 大きく分けて以下の4つに分けて出版いたします。 （1）一般教養書 （2）一般教養書と専門書の橋渡し役の書物 （3）専門性の高い学術研究書・専門書 （4）学内外での教育活動のツールとなるテキスト等教材 ■働き方について： 基本的に土日祝休みですが、月に2～3回程度土曜の午前出勤がございます。 （土曜出勤の就業時間は8：30～12：30です。） 残業時間は月0～10時間で、突発的な休みや早退も取りやす環境のため、子育てをしながら働く方も多くいらっしゃいます。 また、有給も取りやすく最大20日間利用されている方もいらっしゃいます。 ■当社について： 当社は帝京大学グループと連携しながら、学生、教職員、地域社会のニーズに応え、高品質なサービスを提供することを目指しています。様々な分野での帝京グループの価値向上に貢献することを目的に、帝京グループに役立つ事業活動を展開します。 ■当ポジションの魅力： 帝京大学グループであるため、安定して長期就業することが可能になります。また、残業も少なく17時が定時となっているため、ライフワークバランスを充実させることが可能になります。 ■出版事業部の設立背景： 当社は帝京大学の創立60周年記念事業の一環として、「帝京大学出版会」を2023年10月1日付けで創設しました。帝京大学の掲げる「自分流」の哲学に基づく「実学・国際性・開放性」を追求し、「知の発見・探究・創造・発信・共有」に貢献することを帝京大学出版会は目的としております。,['東京']
株式会社帝京サービス,【出版事業部の営業事務】※帝京大学グループ／定時17時・残業10h以下／有給取得しやすい環境◎,◎帝京大学グループ／正社員・残業ほぼ無／長期就業可／新規立ち上げ部署／子育てや資格取得等プライベートも充実できるような環境◎ ■業務内容： 帝京大学グループの当社において、出版事業部の営業兼事務職をお任せ致します。当社が出版する新書を流通代行会社や書店へ営業をしていただくと同時に、出版における事務作業も対応していただきます。 <業務詳細> ・流通代行会社や特定書店との営業連携対応 ・出版事業の事務対応 ・部内庶務・事務作業がメインとなります ※出版事業部門として「帝京大学出版会」を2023年10月に設立したため、増員募集をしております。 お任せする業務も面接時や入社後にご相談しながら進めていく予定です。 ■出版する書物について： 大きく分けて以下の4つに分けて出版いたします。 （1）一般教養書 （2）一般教養書と専門書の橋渡し役の書物 （3）専門性の高い学術研究書・専門書 （4）学内外での教育活動のツールとなるテキスト等教材 ■働き方について： 基本的に土日祝休みですが、月に2～3回程度土曜の午前出勤がございます。 （土曜出勤の就業時間は8：30～12：30です。） 残業時間は月0～10時間で、突発的な休みや早退も取りやす環境のため、子育てをしながら働く方も多くいらっしゃいます。 また、有給も取りやすく最大20日間利用されている方もいらっしゃいます。 ■当社について： 当社は帝京大学グループと連携しながら、学生、教職員、地域社会のニーズに応え、高品質なサービスを提供することを目指しています。様々な分野での帝京グループの価値向上に貢献することを目的に、帝京グループに役立つ事業活動を展開します。 ■当ポジションの魅力： 帝京大学グループであるため、安定して長期就業することが可能になります。また、残業も少なく17時が定時となっているため、ライフワークバランスを充実させることが可能になります。 ■出版事業部の設立背景： 当社は帝京大学の創立60周年記念事業の一環として、「帝京大学出版会」を2023年10月1日付けで創設しました。帝京大学の掲げる「自分流」の哲学に基づく「実学・国際性・開放性」を追求し、「知の発見・探究・創造・発信・共有」に貢献することを帝京大学出版会は目的としております。,['東京']
株式会社帝京サービス,【経理事務】経理補助からのスタート※帝京大学グループ/残業10h以下/定時17時/有給取得◎,～帝京大学グループ／正社員・残業ほぼ無／長期就業可／未経験から経理事務に挑戦可能◎／日商簿記検定資格を活かせる／子育てや資格取得等プライベートも充実できるような環境～ ■業務内容： 帝京大学グループの当社において、業務安定化のための増員募集で経理事務職をお任せ致します。 <入社当初にお任せすること> ・伝票業務 ・経費計算 ・給与計算 ・システム入力 →その他、日次処理や月次決算などもスキルに応じてお任せしますが、初めは経理事務として、経理業務の補助から初めていただきます。 これまでのご経験を活かして経理経験を積みたい方からのご応募をお待ちしております。 ■組織構成： 部長1名、課長1名、主任1名、一般課員4名の計7名で構成されています。 30代～60代の社員が属しているため、長期的に就業できる環境となっております。 ■働き方について： 基本的に土日祝休みですが、月に2～3回程度土曜の午前出勤がございます。 （土曜出勤の就業時間は8：30～12：30です。） 残業時間は月0～10時間で、突発的な休みや早退も取りやす環境のため、子育てをしながら働く方も多くいらっしゃいます。 また、有給も取りやすく最大20日間利用されている方もいらっしゃいます。 ■当社について： 当社は帝京大学グループと連携しながら、学生、教職員、地域社会のニーズに応え、高品質なサービスを提供することを目指しています。様々な分野での帝京グループの価値向上に貢献することを目的に、帝京グループに役立つ事業活動を展開します。 ■当ポジションの魅力： ・帝京大学グループであるため、安定して長期就業することが可能になります。また、残業も少なく17時が定時となっているため、ライフワークバランスを充実させることが可能になります。 ・経理経験が少ない方でも、スキルを積むことができます。当社の経理事務としてご活躍いただき、スキルアップを目指しませんか。,['東京']
株式会社帝京サービス,【板橋】病院内の受発注・購買事務※Excelスキル歓迎／定時17時・残業ほぼ無し／帝京大学グループ,"◎帝京大学グループ／正社員・残業ほぼ無／子育てや資格取得等プライベートも充実できるような環境◎ ■業務内容：【変更の範囲：会社の定める業務】 帝京大学の本院に必要となる医療材料の受発注業務を、システム・データを使用しながらお任せいたします。 ・受注、発注業務 ・データ分析業務(Excelのデータをデータベースへ移行し集計等の加工) ・仕入れ ・売上、請求管理（物流業者からの明細の確認、病院への請求業務） ・現場との調整業務 ・納品日管理 ・電話応対 <業務の特徴> ・専用の販売管理システムを使用して業務を行います。 ・取り扱い商材は医療材料全般であり、アイテム数は約30,000点です。 ・品目が多いため、最初は覚える難しさがございますが、現在活躍する社員が慣れるまではサポート致します。 ・ドクターや看護師からの要望を聞き、物流を担当する専門業者と連携をしながら正しく対応することが求められる業務です。 ■組織構成： 板橋事務所は現在5名で構成されており、そちらへの増員での募集となります。（60代部長1名、40代課長1名、40代課長補佐1名、20～30代課員2名） ■働き方について： 定時は17時で残業時間は月0～10時間となっております。突発的な休みや早退も取りやす環境のため、子育てをしながら働く方も多くいらっしゃいます。 基本的に土日祝休みですが、月に2～3回程度土曜の午前出勤がございます。 （土曜出勤の就業時間は8：30～12：30です。） ■採用背景： 多角的な事業展開を行ってきたノウハウを活かし、付属病院の医療材料の一括調達事業を開始しました。まずは既存社員と連携いただき、将来的には中核の立場として事業を牽引いただくことを期待しております。 ■当社について： 当社は帝京大学グループと連携しながら、学生、教職員、地域社会のニーズに応え、高品質なサービスを提供することを目指しています。様々な分野での帝京グループの価値向上に貢献することを目的に、帝京グループに役立つ事業活動を展開します。 ■当ポジションの魅力： 帝京大学グループであるため、安定して長期就業することが可能になります。また、残業も少なく17時が定時となっているため、ライフワークバランスを充実させることができます。",['東京']
株式会社帝京サービス,【経理】帝京大学グループ◆残業0～5h程度・定時17時／経理経験を活かして活躍可／賞与年2回,～帝京大学グループ／正社員・残業ほぼ無／定時17時／長期就業可／経理事務経験のみでもOK／子育てや資格取得等プライベートも充実できるような環境～ ■業務内容：【変更の範囲：会社の定める業務】 帝京大学グループの当社において、業務安定化のための増員募集で経理職をお任せ致します。 <入社当初にお任せすること> ・伝票業務 ・経費計算 ・給与計算 ・システム入力および確認 ・日次処理・月次決算 など →これまでのご経験に応じて、年次決算等もお任せする可能性がございます。前職でのご経験を活かしながら、ワークライフバランスを保てる環境となっております。 経理に加えて、その他総務業務もお任せいたします。 ■組織構成： 部長1名、課長1名、主任1名、一般課員3名の計6名で構成されています。 30代～60代の社員が属しているため、長期的に就業できる環境となっております。 今回の募集では主任～係長レベルでご活躍いただける方を募集しております。 ■働き方について： 基本的に土日祝休みですが、月に1～2回程度土曜の午前出勤がございます。 （土曜出勤の就業時間は8：30～12：30です。） 残業時間は月0～5時間で、突発的な休みや早退も取りやす環境のため、子育てをしながら働く方も多くいらっしゃいます。 また、有給も取りやすく最大20日間利用されている方もいらっしゃいます。 ■当社について： 当社は帝京大学グループと連携しながら、学生、教職員、地域社会のニーズに応え、高品質なサービスを提供することを目指しています。様々な分野での帝京グループの価値向上に貢献することを目的に、帝京グループに役立つ事業活動を展開します。 ■当ポジションの魅力： ・帝京大学グループであるため、安定して長期就業することが可能になります。また、残業も少なく17時が定時となっているため、ライフワークバランスを充実させることが可能になります。 ・経理経験を活かして当社の管理事務としてご活躍いただき、スキルアップを目指しませんか。,[]
株式会社前橋天川自動車教習所,【群馬県前橋市】自動車教習所所長候補◆将来役員を目指すことも可能/赤城グループ/安定した企業,～将来の所長候補/役員を目指すこともできます◎/赤城グループ/安定した企業～ ■担当業務：前橋天川自動車教習所の所長候補として従事頂きます。具体的には下記業務をお任せ致します。 ◎教習所の経営・管理全般 ◎営業活動(大学や高校への訪問が中心)※月の半分くらいは営業活動をします。エリアは県内のみです。 ◎本部への各種報告書の作成 ◎マネジメント業務※部下20～40名程年齢は20～70代まで幅広い部下の育成も将来的にはお願い致します。 入社後は校長付部長として現校長のサポートを行っていただく予定です。 ■組織構成 現在40名の構成。 校長(管理部長)1名（60代）、管理者1名（70代）、副管理者6名（30～50代）(他所長付部長などの役職もあり)を中心に運営を担っている。※全員男性社員です。 ■採用背景 現在の所長が定年前となります。 後継者候補がいないため今回新しく将来の校長になっていただける方を採用することになりました。また今回の募集は経営に近しいポジションではありますが管理だけではなく、自ら営業を行う等プレイングマネージャーとして活躍することも期待しております◎ ■仕事のやりがい 将来の所長候補、そして役員を目指すことも可能なポジションです。 また実際の営業活動や、お客様から感謝されたり、喜んで頂けたときはお仕事のやりがいとなります。 ■当社について 当社は群馬県伊勢崎市に本社を置く赤城グループで運営している自動車教習所7社のうちの1社です。昭和47年設立、業歴50年です。教習可能免許は普通車・準中型車・自動二輪車・普通二輪車・大型二輪車・高齢者教習・取得時教習・ペーパードライバー教習業務を行っております。従業員CS導入や合宿免許制度を導入し同業他社との差別化を図り､教習生確保に向けて様々な努力を行い、赤城グループの教習所は群馬県内No1の地位を確保しています。若者の自動車離れもあり、同校では車に興味を持ってもらうため多数の高級スポーツカー(スーパーカー)を保有、毎年展示会・試乗会を行い好評を得ています。2018年からの18歳人口の大幅減少を勘案し2014年7月より教習料の値上を実施し競合他社も当グループに追随し値上げを実施しており、プライスリーダーである当社は教習生の確保に圧倒的な強みです。,['群馬']
一般財団法人大蔵財務協会,【第二新卒】書籍の編集スタッフ（企画立案、校正等も幅広く担当）※残業月10～20時間／年休120日,◇◆◇第二新卒歓迎！！ジャンルは問わず編集経験がある方で、事業の安定性を大切に職場選びをしたい方や、ワークライフバランスを改善したい方にピッタリな求人です◇◆◇ ■職務概要: 自社発行書籍の編集、企画立案、校正まで幅広くお任せします。基本的なやり取り（クライアント）は税務官署（財務省、国税庁、国税局等）、税理士、弁護士、公認会計士等になります。改訂や新刊等様々な書籍を担当していただきます。 【変更の範囲：会社の定める業務】 ■業務詳細: ・企画立案から取材打合せ、構成案の作成 ・進行スケジュールの管理 ・原稿、データ管理整理 ・校正依頼だし、戻りチェック ・事務作業 ■書籍の特徴: 税務関係を中心に年間130点ほどの書籍を刊行。各種の公的刊行物をはじめ、財政、税制等財務行政に関するさまざまな書籍を出版しています。主な読者は、税理士や公認会計士など税務の業務に関わる方が多く、B5判・A5判で数百ページから千ページ超までございます。 ■組織構成： 出版編集部は13名（1名事務）で、平均年齢は45歳、男女比＝7:3となります。 ■当協会の特徴： 財政金融に関する調査研究・啓蒙普及事業および財政金融等、経済・社会に関する情報提供事業等を行い、日本経済・社会の健全な発展に寄与することを目的とし、税の専門紙として「税のしるべ」（週刊）、税務実務を解説する「国税速報」（週刊）、税務や財政等、関係書籍の出版、税制に関するセミナー等の事業を展開しております。また、日本の将来を担う児童・生徒を対象とした租税教育活動にも力を注いでいます。,['東京']
一般財団法人大蔵財務協会,【浅草】書籍の編集スタッフ（企画立案、校正等も幅広く担当）※残業月10～20時間／年間休日120日,◇◆◇ジャンルは問わず書籍の編集経験がある方で、事業の安定性を大切に職場選びをしたい方や、ワークライフバランスを改善したい方にピッタリな求人です◇◆◇ ■職務概要: 自社発行書籍の編集、企画立案、校正まで幅広くお任せします。基本的なやり取り（クライアント）は税務官署（財務省、国税庁、国税局等）、税理士、弁護士、公認会計士等になります。改訂や新刊等様々な書籍を担当していただきます。 【変更の範囲：会社の定める業務】 ■業務詳細: ・企画立案から取材打合せ、構成案の作成 ・進行スケジュールの管理 ・原稿、データ管理整理 ・校正依頼だし、戻りチェック ・事務作業 ■書籍の特徴: 税務関係を中心に年間130点ほどの書籍を刊行。各種の公的刊行物をはじめ、財政、税制等財務行政に関するさまざまな書籍を出版しています。主な読者は、税理士や公認会計士など税務の業務に関わる方が多く、B5判・A5判で数百ページから千ページ超までございます。 ■組織構成： 出版編集部は13名（1名事務）で、平均年齢は45歳、男女比＝7:3となります。 ■当協会の特徴： 財政金融に関する調査研究・啓蒙普及事業および財政金融等、経済・社会に関する情報提供事業等を行い、日本経済・社会の健全な発展に寄与することを目的とし、税の専門紙として「税のしるべ」（週刊）、税務実務を解説する「国税速報」（週刊）、税務や財政等、関係書籍の出版、税制に関するセミナー等の事業を展開しております。また、日本の将来を担う児童・生徒を対象とした租税教育活動にも力を注いでいます。,['東京']
ユニバース開発株式会社,【大森】学童保育◆第二新卒・未経験歓迎/アイデアを生かせる/中途入社者多数活躍/残業月20H程度,【未経験歓迎の学童保育スタッフ/風通し◎/働きやすさ◎/残業月15-20H程度】 英語と思考力を学ぶ当社のアフタースクール「ユニバース・キッズ」の学童保育スタッフとして、下記業務を担当いただきます。 ■業務内容：【変更の範囲：会社の定める事業所】 （1）思考力や速読・ロボットプログラミング等の専科レッスンを担当いただきます。テストの後は親御様へのFB等を行うことで、情報共有を行いながら子どもたちの成長をサポートします。 ※英語はネイティブの先生が在籍しているため、語学力や英語の知識がなくても大丈夫です。 ※入社後、試用期間の間は先輩社員に同行し教材や授業の流れについて理解を深めていただき、慣れてきたら授業を持っていただきます。 ※授業は平均25名の子供たちに向け行います。 （2）日々の宿題補助やフリータイムのサポート、小学校の長期休み中の施設外学習やイベントなどの担当いただきます。子どもたちが様々な体験を通してアフタースクールを楽しく過ごせるよう、サポートをお願いします。 （3）小学校からスクールへの送迎業務をお願いすることもありますが、車の運転はなく、公共交通機関やタクシー、徒歩での送迎となりますので運転免許をお持ちでない方でもご安心ください。 ■組織：施設長1名/社員5名（平均年齢30代） 全員中途入社で、日々アイデアや意見を出し合える風通しの良い環境です。 ■1日のスケジュール： ・14時 子どもたちのお迎え・登園 ・15時 学校の宿題終了後、課題に取組む ・16時 英語の授業 ・17時 思考力、速読学習用タブレット(iPad)を使った自学習トレーニング ・18時 個々やチームで対戦競技をしたり1日の活動・成果報告を発表 ・19時 保護者様お迎えで順次下校 ※勤務時間は10:00-19:00が基本です。 ■特徴・魅力： ・授業はもちろんイベントや行事をより良いもの・楽しいものにするため自分の考えや経験を目いっぱい反映できる面白さがあります。自分のアイデアが子供たちの成長につながる瞬間は大きなやりがいを感じます。 ・当社は知育・保育事業の他にフランチャイズ事業、環境保全事業にも取組んでいます。長期的に学童保育スタッフとしてのキャリアを歩むことはもちろん他の事業・他部署にチャレンジして頂くことも可能です。,['東京']
ユニバース開発株式会社,【蒲田】保育士～残業ほぼ無し／持ち帰り業務禁止／風通し◎／働きやすさ◎／定員30人以下の小規模保育園,【残業ほぼ無し／業務のデジタル化による効率化を進めております／持ち帰り業務禁止／風通し◎働きやすさ◎／定員30人以下の小規模保育園】 ～「学び生きる力」を育む～少人数保育園『ユニバース・ナーサリー』の保育士を募集！フランチャイズ事業、環境事業、不動産など多角的な経営をい行っている当社の知育保育事業部の保育士として、下記業務をお任せいたします。 ■職務詳細： ・保育業務：子どもたちの日々の成長に携わります。 ・連絡帳業務 ・週案日案作成 ・イベント企画 【変更の範囲：会社の定める業務】 ■ユニバース・ナーサリーとは： 園児の定員が大森園30名、蒲田園12名、大森第二園12名と少人数保育を特徴とする認証保育園です。少人数だからこそ子どもたち一人ひとりに深く寄り添う保育を実現しています。また、当社グループには小学生対象の学童保育・アフタースクールがあるため、連携してイベントを企画したり、英語を用いた遊びをとり入れたりもしています。社員同士質問や相談のしやすい非常に風通しの良い環境です。 ■組織：施設長1名/社員5名/パート1名/アルバイト1名 ※20代～50代の幅広い年齢層の方が在籍しております。 ■1日のスケジュール（例：1・2歳児）： ・7:30順次登園/自由遊び ・9:00朝の会・おやつ ・10:30外遊び ・11:30食事 ・12:00午睡 ・15:00目覚め/おやつ/テーマ活動/イングリッシュタイム ・16:00順次降園 ・19:00補食 ・20:30降園 ■特徴・魅力： （1）当園では働く保育士が「楽しく・やりがいを感じながら」働ける環境を大切にしております。子どもたちにとってだけでなく、保育園に勤める保育士一人ひとりにとって「ここが居場所だと思える」環境を整えております。 （2）完全週休2日制で年間休日は123日以上を確保、残業もほぼ無く、サービス残業や持ち帰り仕事は一切禁止しております。有休も平均して月1回は取っている社員が多く、プライベートも充実させやすい環境であり、安定して長期的に働ける保育園です。 （3）当社は保育園の他に知育事業やフランチャイズ事業、環境保全事業にも取り組んでおります。長期的に保育士としてのキャリアを歩むことはもちろん、他の事業・人事などの他の職種にチャレンジして頂くことも可能です。,['東京']
ユニバース開発株式会社,【大森】保育士～残業ほぼ無し／持ち帰り業務禁止／風通し◎／働きやすさ◎／定員30人以下の小規模保育園,【残業ほぼ無し／業務のデジタル化による効率化を進めております／持ち帰り業務禁止／風通し◎働きやすさ◎／定員30人以下の小規模保育園】 ～「学び生きる力」を育む～少人数保育園『ユニバース・ナーサリー』の保育士を募集！フランチャイズ事業、環境事業、不動産など多角的な経営をい行っている当社の知育保育事業部の保育士として、下記業務をお任せいたします。 ■職務詳細： ・保育業務：子どもたちの日々の成長に携わります。 ・連絡帳業務 ・週案、日案作成 ・イベント企画 【変更の範囲：会社の定める事業所】 ■ユニバース・ナーサリーとは： 園児の定員が大森園30名、蒲田園12名、大森第二園12名と少人数保育を特徴とする認証保育園です。少人数だからこそ子どもたち一人ひとりに深く寄り添う保育を実現しています。また、当社グループには小学生対象の学童保育・アフタースクールがあるため、連携してイベントを企画したり、英語を用いた遊びをとり入れたりもしています。社員同士質問や相談のしやすい非常に風通しの良い雰囲気です。 ■組織：施設長1名/社員3名/パート1名 ※20代～50代の幅広い年齢層の方が在籍しております。 ■1日のスケジュール（例：1・2歳児）： ・7:30順次登園/自由遊び ・9:00朝の会・おやつ ・10:30外遊び ・11:30食事 ・12:00午睡 ・15:00目覚め/おやつ/テーマ活動/イングリッシュタイム ・16:00順次降園 ・19:00補食 ・20:30降園 ■特徴・魅力： （1）当園では働く保育士が「楽しく・やりがいを感じながら」働ける環境を大切にしております。子どもたちにとってだけでなく、保育園に勤める保育士一人ひとりにとって「ここが居場所だと思える」環境を整えております。 （2）完全週休2日制で年間休日は123日以上を確保、残業もほぼ無く、サービス残業や持ち帰り仕事は一切禁止しております。有休も平均して月1回は取っている社員が多く、プライベートも充実させやすい環境であり、安定して長期的に働ける保育園です。 （3）当社は保育園の他に知育事業やフランチャイズ事業、環境保全事業にも取り組んでおります。長期的に保育士としてのキャリアを歩むことはもちろん、他の事業・人事などの他の職種にチャレンジして頂くことも可能です。,['東京']
株式会社日本総合科学,水質を守るルート営業職／官公庁案件3割／賞与年2回,＜ルート営業メイン＞検体の回収／ 検査結果の分析・報告／ 新しい検査項目のご提案などをお任せ,['広島']
独立行政法人日本スポーツ振興センター,日本スポーツ界の発展を支援する企画・運営業務／賞与4.4ヶ月,スポーツ団体の強化戦略の実効化やアスリートの発掘・育成支援に係る企画・運営業務,['東京']
株式会社環境衛生科学研究所,水質等の分析・現場調査／未経験OK／長崎県の自然に携わる仕事,【自然環境の改善に貢献】水質などの分析業務または現場の調査・測定のいずれかをご担当いただきます。,['長崎']
公益財団法人宮崎県環境科学協会 　(宮崎県指定浄化槽法定検査機関),浄化槽の法定検査及び環境計量業務／未経験OK／土日祝休み,【未経験スタート歓迎！働きながら資格取得も目指せます】浄化槽の法定検査及び環境計量業務,['宮崎']
学校法人永守学園,【京都／太秦】経理・財務の事務業務～専任職員／チャレンジ可能な環境◎＜管理者候補職＞,～経理／財務の事務業務～◆何事にも挑戦する気持ちをお持ちの方や主体性をもってお仕事に取り組まれる方歓迎致します◎◆異業種からの転職者も活躍～ 本学は既存の偏差値による序列を打破し、国際社会で活躍する即戦力人材を育成するために様々な改革を行っています。 ■職務概要：【変更の範囲：会社の定める業務】 大学事務局における法人事務局 財務部財務課にて、経理／財務の事務業務を広く担当していただきます。 ＜具体的な業務＞ ・予算編成、管理 ・予算、決算の分析（管理会計手法による収支分析、各種施策の費用対効果の分 析、等）および課題の抽出 ・キャッシュフロー計画作成 ・通常の財務課員としての学校会計、経理業務（担当業務は適宜シャッフルする） ・その他財務課新規業務（DX 改革、等） ＜期待すること(一例)＞ ・役職名にかかわらず、チームリーダーとして率先すること ・業務プロセスやルールを新設もしくは変革させること 等 ■組織編制について 財務部財務課は太秦と亀岡合わせて30代～60代の方々が7名が在籍しています。（部長兼課長1名、課長補佐1名、主査1名、課員4名） 今回は組織強化のため、現メンバーとともに業務を遂行いただく課員を増員募集しています。 ■キャリアパス 経理ポジションにてキャリアアップして頂くことはもちろんですが、他部署へのキャリアチャレンジも可能です！実際に学生課や施設部門に異動になった方もいらっしゃいます！ ■当社の魅力 同学校法人は世界的大手モーターメーカーであり、平成約30年間で時価総額を最も伸ばしたニデック株式会社（旧：日本電産）の会長が経営を務めております。「京都先端科学大学を社会から一番求められる大学に変えていきたい」という考えで運営されています。 本校には、社員の方々のやりたいことを実現できる環境がございます。型どおりにこなすのではなく、新しいことにチャレンジする気持ちを応援いたします！,['京都']
学校法人永守学園,【京都／太秦】～経理・財務の事務業務／チャレンジ可能な環境／年休125日／ワークライフバランス◎～,～経理／財務の事務業務～◆何事にも挑戦する気持ちをお持ちの方や主体性をもってお仕事に取り組まれる方歓迎致します◎◆異業種からの転職者も活躍～ ■職務概要：【変更の範囲：なし】 大学事務局における法人事務局 財務部財務課にて、経理／財務の事務業務を広く担当していただきます。 ＜具体的な業務＞ ・予算編成、管理 ・予算、決算の分析（管理会計手法による収支分析、各種施策の費用対効果の分 析、等）および課題の抽出 ・キャッシュフロー計画作成 ・通常の財務課員としての学校会計、経理業務（担当業務は適宜シャッフルする） ・その他財務課新規業務（DX 改革、等） ※留学生の対応を見据えて英語力は必要となるため、英語に興味がある方や勉強意思のある方に入社頂きたいと考えております。また窓口にはネイティブ教員や学生が問合せに来ることもございます。 ■組織編制について 財務部財務課は太秦と亀岡合わせて30代～60代の方々が7名が在籍しています。（部長兼課長1名、課長補佐1名、主査1名、課員4名） 今回は組織強化のため、現メンバーとともに業務を遂行いただく課員を増員募集しています。アットホームな環境ですのでわからないことがあれば先輩社員に聞いてください！ ■働き方 ・2023年度の専任事務職員の平均取得日数は13日。メリハリをつけて働くことができる環境です。 ※入社１年後の職員に付与される特別休暇５日間も別途取得できます。 （入職１年後以降は毎年付与されます） ■キャリアパス 経理ポジションにてキャリアアップして頂くことはもちろんですが、他部署へのキャリアチャレンジも可能です！実際に学生課や施設部門に異動になった方もいらっしゃいます！ ■当社の魅力 同学校法人は世界的大手モーターメーカーであり、平成約30年間で時価総額を最も伸ばしたニデック株式会社（旧：日本電産）の会長が経営を務めております。「京都先端科学大学を社会から一番求められる大学に変えていきたい」という考えで運営されています。 本校には、社員の方々のやりたいことを実現できる環境がございます。型どおりにこなすのではなく、新しいことにチャレンジする気持ちを応援いたします！,['京都']
学校法人永守学園,【京都／太秦】入学センター職員（学生募集・入試広報）／土日祝休／オープンキャンパスや説明会の企画開催,～将来のリーダー候補ポジション～◆何事にも挑戦する気持ちをお持ちの方や主体性をもってお仕事に取り組まれる方歓迎致します◎◆異業種からの転職者も活躍～ ■採用背景： 本校の今後の発展を見据えての増員となります。 国際化を目指す中で、留学生の対応をするためにも増員増強が必要となりました。また留学生を対応をするために、職員に英語力が求められています。 ■職務概要：【変更の範囲：なし】 主に高校訪問等による学生募集活動、入試広報活動、説明会やオープンキャンパスの実施運営業務を行って頂きます（校長先生や窓口の方宛てに広報活動を行います）。本ポジションは営業要素があり、本校の入学生を増やす事がミッションとなります。 またゆくゆくは課員をマネジメントして頂くポジションとなります。 高校訪問等による学生募集活動 学生募集にかかる入試広報活動 オープンキャンパス実施の打ち合わせ～実施 進学相談会、校内説明会の実施 学生募集にかかるデータ分析 高大連携にかかる模擬授業実施 進学相談会、校内説明会実施 ■組織編制について 入学センターは20～60代の方々21名が在籍しています。（部長１名、副部長兼課長１名、課長補佐2名、主査２名、課員15名） 今回は組織強化のため、現メンバーとともに業務を遂行いただく課員の方を増員募集しています。 ■働き方 ・2023年度の専任事務職員の平均取得日数は13日。メリハリをつけて働くことができる環境です。 ※入社１年後の職員に付与される特別休暇５日間も別途取得できます。 （入職１年後以降は毎年付与されます） ■当社の魅力 同学校法人は世界的大手モーターメーカーであり、平成約30年間で時価総額を最も伸ばした日本電産社の会長が経営を務めております。「京都先端科学大学を社会から一番求められる大学に変えていきたい」という考えで運営されています。 本校には、社員の方々のやりたいことを実現できる環境がございます。型どおりにこなすのではなく、新しいことにチャレンジする気持ちを応援いたします！,['京都']
学校法人永守学園,【京都】学生センター<学生サポートスタッフ＞※将来のリーダー候補◆年収450万～・土日祝休み,～学生サポート/課内運営業務～将来のリーダー候補ポジション◆何事にも挑戦する気持ちをお持ちの方や主体性をもってお仕事に取り組まれる方歓迎致します◎◆異業種からの転職者も活躍◆英語が活かせる！～ ■採用背景： 本校の今後の発展を見据えての増員となります。 国際化を目指す中で、留学生の対応をするためにも増員増強が必要となりました。また留学生を対応をするために、職員に英語力が求められています。 ■職務概要：【変更の範囲：なし】 ＜学生サポート（以下業務のサポート）＞ ・学生厚生補導業務（課外活動支援、団体活動支援、企画運営、手続き） ・学友会（学生団体）、文化系クラブ、学園祭、新入生歓迎行事 ・自転車、バイク通学者、学生個人・学生任意団体 ＜課内運営業務＞ ・学内外奨学金に関する業務…成績を含む５千件程度のデータ処理加工、処理の自動化を含む ・食堂・コンビニエンスストア、下宿斡旋など外部委託先企業の管理・運営 ・課内会計の出納処理（大学関連団体向け業務） ・同窓会、後援会（保護者会）の企画・運営・サポート業務 ■組織編制について 学生センター学生課は太秦と亀岡合わせて30～60代の方々が８名が在籍しています。（部長１名、課長１名、課長補佐１名、主査２名、課員３名） 今回は組織強化のため、現メンバーとともに業務を遂行いただく主査及び課長補佐クラスの方を増員募集しています。 ■働き方 ・2023年度の専任事務職員の平均取得日数は13日。メリハリをつけて働くことができる環境です。 ※入社１年後の職員に付与される特別休暇５日間も別途取得できます。 （入職１年後以降は毎年付与されます） ■当社の魅力 同学校法人は世界的大手モーターメーカーであり、平成約30年間で時価総額を最も伸ばした日本電産社の会長が経営を務めております。「京都先端科学大学を社会から一番求められる大学に変えていきたい」という考えで運営されています。 本校には、社員の方々のやりたいことを実現できる環境がございます。型どおりにこなすのではなく、新しいことにチャレンジする気持ちを応援いたします！,['京都']
