更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,平均年齢,従業員数,資本金,企業URL,代表者
2024-08-01,株式会社サロン・ド・リジュー,理容・美容・エステ,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ◆メディカルヘアケア・ヘアアンチエイジングのサロン運営◆オリジナルヘアケア商品の製造・販売お客様は本物を求める美容意識の高い方々｡誰もが知っている大人気の美容研究家や女性アーティスト･女優･モデルさんの書籍でも当サロンをご紹介いただき､様々な雑誌・TV等の取材出演も多数。多くの方々から厚い信頼を頂いているサロンです。 2022年11月doda掲載求人より引用,東京都港区南麻布5-15-9バルビゾン70番館,2002,,,,15 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大森 玲英子
2024-08-01,株式会社ビューティーサプライアント,理容・美容・エステ,求人なし,,東京都世田谷区成城2-32-6101,1996,,,,6 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田上 昇
2024-08-01,株式会社ペッツ,理容・美容・エステ,求人なし,,静岡県焼津市下小田398-1,2001,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 前川 敦
2024-08-01,株式会社ジェイ・シー・ビー・ジャポン,理容・美容・エステ,求人なし,,東京都渋谷区神宮前4-21-11,1995,,,,43 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 板橋 マサ江
2024-08-01,株式会社リゼラアンドコー,理容・美容・エステ,求人なし,,東京都渋谷区富ヶ谷1-35-23,1999,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 河口 記久
2024-08-01,有限会社ロライマ,理容・美容・エステ,求人なし,,東京都渋谷区猿楽町13-6,2000,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 鎗田 美樹
2024-08-01,株式会社エルクレスト,理容・美容・エステ,求人なし,,東京都渋谷区富ヶ谷1-52-2ニューアメリカンビル 3Ｆ,1996,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中込 晃子
2024-08-01,有限会社トラフィック,理容・美容・エステ,求人なし,,東京都目黒区自由が丘1-25-21,2001,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小原 康司
2024-08-01,株式会社トップヘアー,理容・美容・エステ,求人なし,,愛知県刈谷市築地町2-12-11,1991,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石川 昭
2024-08-01,株式会社ネイルズユニークオブジャパン,理容・美容・エステ,求人なし,,兵庫県神戸市中央区御幸通5-2-10,1990,,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 水野 義夫
2024-08-01,株式会社パナシェ,理容・美容・エステ,求人なし,,神奈川県平塚市天沼9-86301,1995,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 東出 智
2024-08-01,有限会社ヘアークリエイションナカオ,理容・美容・エステ,求人なし,,愛知県名古屋市緑区鳥澄3-1303,1989,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 中尾 淳一
2024-08-01,株式会社ヒストリックシザーズ,理容・美容・エステ,求人なし,,東京都中野区新井1-12-12,1993,,,,6 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 長瀬 浩一
2024-08-01,株式会社木,理容・美容・エステ,求人なし,,大阪府大阪市北区豊崎3-5-16,2004,,,,9 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 林 真哉
2024-08-01,有限会社ＫＭＧ,理容・美容・エステ,求人なし,,大阪府堺市西区浜寺元町3-244,1993,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 苅田 真吾
2024-08-01,株式会社エムアイシー,理容・美容・エステ,求人なし,,神奈川県横浜市都筑区茅ケ崎中央21-6,1988,,,,22 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 下夕村幸弘
2024-08-01,株式会社アート・クリエイティブ・パートナーズ,理容・美容・エステ,求人なし,,東京都渋谷区富ヶ谷1-9-19ＳＴビル代々木公園 4Ｆ,1979,,,,13 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 志田 康浩
2024-08-01,株式会社ブルーム・クラシック,理容・美容・エステ,無,化粧品・医薬部外品等の企画・研究開発、製造、販売＜主な取扱い品＞【化粧品】エステティック化粧品・オーガニック化粧品・ヘアケア商品・ボディケア商品・UVケア商品・業務用化粧品・スパコスメティック・フットケア商品・石鹸 その他【医薬部外品】美白化粧品・抗炎症敏感肌用化粧品・業務用医薬部外品 その他【食品】サプリメント・ドリンク その他 2024年5月doda掲載求人より引用,東京都港区赤坂4-3-28ディアプラザ赤坂 201,1984,,,,100 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田部 早巳
2024-08-01,有限会社リフレエンタープライズ,理容・美容・エステ,求人なし,,愛媛県松山市南町2-8-17,1995,,,,9 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 増田 一孝
2024-08-01,有限会社ティラーレ,理容・美容・エステ,求人なし,,東京都品川区東大井5-16-2キルロイビル 4Ｆ,2003,,,,6 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 長谷部 善幸
2024-08-01,有限会社松栄美粧,理容・美容・エステ,求人なし,,東京都荒川区町屋5-5-18,2002,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松木 淳一
2024-08-01,株式会社そよ風,理容・美容・エステ,求人なし,,愛知県一宮市奥町字三出36-2,2003,,,,1 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 村手 克行
2024-08-01,アヴァン有限会社,理容・美容・エステ,求人なし,,愛知県名古屋市千種区南明町3-48-1,2003,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大須賀 広士
2024-08-01,有限会社ＰｕｒｅＲｏｓｅ,理容・美容・エステ,求人なし,,大阪府大阪市中央区平野町1-7-10クリオ平野町ビル 701,2003,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 神村 純子
2024-08-01,有限会社クリブ,理容・美容・エステ,無,,大阪府大阪市平野区長吉長原1-13-25,2003,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 濵野忠幸
2024-08-01,ビューインターナショナル有限会社,理容・美容・エステ,求人なし,,東京都千代田区神田須田町2-2-3ＩＴＣ神田須田町ビル7Ｆ,2003,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 生垣 友宏
2024-08-01,株式会社Ｄａｓｈ,理容・美容・エステ,求人なし,,東京都新宿区新宿5-12-16ＤａｓｈＢＬＤＧ 3Ｆ,2003,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田向 秀行
2024-08-01,Ｃ＆ＣＩヤマノ株式会社,理容・美容・エステ,求人なし,,東京都中央区銀座3-4-8銀座ヤマノビル 4Ｆ,2003,,,,15 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山野 晃
2024-08-01,株式会社マーサズボディフォーメーション,理容・美容・エステ,求人なし,,東京都目黒区洗足2-20-4,2003,,,,15 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 根布 昌代
2024-08-01,有限会社アバビューティー,理容・美容・エステ,求人なし,,埼玉県春日部市中央1-10-14第二中山ビル 3Ｆ,2002,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中山 律子
2024-08-01,株式会社ステラ,理容・美容・エステ,求人なし,,埼玉県越谷市蒲生寿町5-8（株）ステラ 1Ｆ,2000,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 花形 篤志
2024-08-01,株式会社Ｋ－ｔｗｏエフェクト,理容・美容・エステ,求人なし,,大阪府大阪市中央区西心斎橋2-4-2難波日興ビルディング 3Ｆ,1994,,,,45 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 薄井 明夫
2024-08-01,株式会社ニューヨーク・ニューヨーク,理容・美容・エステ,求人なし,,京都府京都市伏見区銀座町1丁目356-2マルヨシ伏見ビル 2Ｆ,1997,,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 小﨑 昌平
2024-08-01,株式会社トリプルサン,理容・美容・エステ,求人なし,,東京都新宿区四谷本塩町15-12カーサ四谷 2Ｆ,1996,,,,40 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 多田 美希
2024-08-01,株式会社ビ・メーク,理容・美容・エステ,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■トータルエステティックサロン「VAN-VEAL（ヴァン・ベール）」の全国展開■自社ブランド「ヴァン・ベール化粧品」の展開■美容に関するオンラインショップ「VAN-VEALオンラインショップ」「I'mプレミアムショップ」の運営 2022年10月doda掲載求人より引用,山口県山口市小郡花園町5-3,2002,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宮本 裕司
2024-08-01,医療法人社団美人会,理容・美容・エステ,求人なし,,香川県高松市サンポート2-1サンポートビジネススクエア 9Ｆ,1996,,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 久次米 秋人
2024-08-01,株式会社イマイ・インセンティブ,理容・美容・エステ,求人なし,,東京都渋谷区神宮前4-23-12表参道101－3Ｆ,1975,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 有村 雅弘
2024-08-01,株式会社ジャパンプロデュースサービス,理容・美容・エステ,求人なし,,東京都千代田区神田和泉町1-78 エーワンビル 1Ｆ、4Ｆ、6Ｆ,2000,,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 橘田 光司
2024-08-01,株式会社アクアアーティスティックアソシエーション,理容・美容・エステ,求人なし,,東京都渋谷区神宮前4-19-8アロープラザ原宿 206,1994,,,,13 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 青山 正之
2024-08-01,有限会社ファイズ,理容・美容・エステ,求人なし,,新潟県南魚沼市六日町2871,2003,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 南雲 孝弘
2024-08-01,株式会社ヴィセ・インターナショナル,理容・美容・エステ,求人なし,,東京都調布市西つつじケ丘3-32-10,2004,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大熊 祐子
2024-08-01,有限会社エルフ,理容・美容・エステ,求人なし,,愛知県岡崎市大平町字堤下39-1,2004,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 都築 一郎
2024-08-01,有限会社ブラザーズ・インク,理容・美容・エステ,求人なし,,東京都世田谷区玉川3-20-8サントピア202号室,2004,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中塚 明
2024-08-01,有限会社シェリール,理容・美容・エステ,求人なし,,神奈川県川崎市中原区上小田中6-19-10しらいビル 2Ｆ,2004,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 塩見 徹一
2024-08-01,株式会社ナウ・フィールド,理容・美容・エステ,求人なし,,神奈川県横浜市戸塚区上品濃16-1633,2004,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 今野 明
2024-08-01,有限会社レガノーブル,理容・美容・エステ,無,,東京都豊島区池袋1-2-6,2004,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 西村 公秀
2024-08-01,有限会社バリュークリエイト,理容・美容・エステ,求人なし,,東京都北区王子2-25-7,2004,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鈴木 心一
2024-08-01,有限会社トータスコーポレーション,理容・美容・エステ,求人なし,,東京都中央区銀座5-14-16102,2004,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 口石 聖子（山田 聖子）
2024-08-01,有限会社せんしゅう,理容・美容・エステ,求人なし,,神奈川県逗子市小坪5-23-88208,2004,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山本 善恵
2024-08-01,有限会社ナインライヴス,理容・美容・エステ,求人なし,,東京都目黒区下目黒6-3-7,2004,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 篠原 宏明
2024-08-01,株式会社ｋｉｋｉ,理容・美容・エステ,求人なし,,広島県広島市中区十日市町2-9-2ｋｉｋｉ総合美容ビル,1977,,,,30 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大野 正貴
2024-08-01,有限会社クローバー,理容・美容・エステ,求人なし,,静岡県磐田市平間1274-127,2004,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 斎藤 治啓
2024-08-01,株式会社ケリーハーツ,理容・美容・エステ,無,,東京都渋谷区富ヶ谷1-9-22富ヶ谷エー・アイ・ユービル 3Ｆ,2002,,,,30 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 上村 茂実
2024-08-01,アンファー株式会社,理容・美容・エステ,無,,東京都千代田区丸の内2-7-2ＪＰタワー 26Ｆ,1987,,,,15 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 吉田 南音
2024-08-01,有限会社ＦＧＣ,理容・美容・エステ,求人なし,,東京都渋谷区恵比寿南1-16-4ＡＤＩＫ恵比寿南,2004,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 坂本 達司
2024-08-01,株式会社大島ベンチャーズコーポレーション,理容・美容・エステ,求人なし,,東京都中野区野方3-18-12,2004,,,,2 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大島 千秋
2024-08-01,有限会社ハナワークス,理容・美容・エステ,求人なし,,東京都新宿区西新宿6-2-3,2005,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 柴 史晃
2024-08-01,アナスタシアミアレ株式会社,理容・美容・エステ,求人なし,,大阪府大阪市北区豊崎3-19-3,2005,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 妹尾 勲
2024-08-01,サン・クエスト株式会社,理容・美容・エステ,求人なし,,熊本県熊本市東区上南部2-1-100中園ビル 3Ｆ,1989,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中園 博也
2024-08-01,有限会社インデックス,理容・美容・エステ,求人なし,,東京都江東区森下2-4-8アーツモリシタ,2005,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 夏目 晃宏
2024-08-01,株式会社Ｌａｂｙ　Ｌａｂ,通信販売・ネット販売,求人なし,,東京都青梅市新町9-2197-1,2005,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中島 和哉
2024-08-01,株式会社ビューティーライフ,理容・美容・エステ,求人なし,,福岡県福岡市中央区今泉1-19-15エスパースビル 7Ｆ,1998,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山﨑 重忠
2024-08-01,株式会社ｖｅｎｔｉｎｏｖｅ,理容・美容・エステ,求人なし,,愛知県名古屋市東区東桜1-10-29パークサイドビル栄 9Ｆ－Ａ,2005,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 長尾 一範
2024-08-01,株式会社モイスティーヌ広島販売,理容・美容・エステ,求人なし,,広島県広島市中区鉄砲町8-2小野ビル 2Ｆ,2004,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 橋本 真知子
2024-08-01,株式会社シュリンプ,理容・美容・エステ,求人なし,,愛知県名古屋市昭和区桜山町1-3-2,1997,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 渡辺 信彦
2024-08-01,株式会社シャンティランカアーユルヴェーダ,理容・美容・エステ,求人なし,,大阪府大阪市北区南森町2-3-29,2006,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 梅原 正子
2024-08-01,有限会社うたた寝屋,理容・美容・エステ,求人なし,,大阪府大阪市北区芝田1-5-12備後屋ビル 3Ｆ,2006,,,,6 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 岸中 慎治
2024-08-01,株式会社コスモ・ティアンドエフ,理容・美容・エステ,求人なし,,大阪府吹田市春日1-4-13103,1998,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 渡會 路子
2024-08-01,株式会社イージースタイル,理容・美容・エステ,求人なし,,神奈川県平塚市西八幡2-10-1,2000,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山根 慎一郎
2024-08-01,有限会社愛留,理容・美容・エステ,求人なし,,京都府京都市中京区御池通河原町東入一之船入町537-31リベルタス御池 501,2005,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 江澤 明子
2024-08-01,株式会社青葉リアルティ,理容・美容・エステ,求人なし,,東京都中央区勝どき4-6-21103,1999,,,,5 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 阿部 謙次
2024-08-01,株式会社ＮＡＴＵＲＡ．,理容・美容・エステ,求人なし,,大阪府大阪市西区北堀江1-2-27サウス四ツ橋ビル 1001,2006,,,,8 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田中 伸司
2024-08-01,株式会社メディカルアンカー,理容・美容・エステ,無,,東京都渋谷区渋谷3-11-2,2006,,,,80 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 嶋野 明浩
2024-08-01,株式会社アッシュ,理容・美容・エステ,求人なし,,神奈川県横浜市中区万代町1-2-12ＶＯＲＴ横浜関内Ⅲ 8Ｆ,2006,,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 柴崎 興司
2024-08-01,株式会社ガーデン,理容・美容・エステ,無,,東京都渋谷区神宮前1-11-11,2006,,,,9 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 須崎 勝己
2024-08-01,株式会社エスピィエム,理容・美容・エステ,求人なし,,東京都江東区亀戸1-21-5ＹＳビル 4Ｆ,2006,,,,20 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 橋本 隆夫
2024-08-01,株式会社アルファサン,理容・美容・エステ,求人なし,,大阪府大阪市北区角田町1-10,2006,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 三浦 正雄
2024-08-01,株式会社シルエット,理容・美容・エステ,求人なし,,福岡県福岡市博多区千代1-31-20,2004,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 蓮尾 哲史
2024-08-01,有限会社ウルーズ,理容・美容・エステ,求人なし,,愛知県名古屋市中区大須2-9-33,2006,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 安達 雅司
2024-08-01,ティーツーエー株式会社,理容・美容・エステ,求人なし,,東京都中央区銀座2-4-18アルボーレ銀座 2Ｆ,2006,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 谷澤 泰介
2024-08-01,株式会社ジービーエス,理容・美容・エステ,求人なし,,東京都中央区日本橋蛎殻町1-35-8,2001,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐藤 信
2024-08-01,ワールドジャパン株式会社,理容・美容・エステ,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ◆エステ機器／サプリメント／化粧品の製造・販売◆エステティックサロン経営 （AYAエステティックサロン https://slim-f.net/）◆エステティックサロン コンサルタント業（古物商許可証番号 第451450019399号）◆化粧品製造販売業（化粧品製造販売業許可番号 13C0X11782）＜事業所＞横浜、東京、名古屋、大阪、福岡、代官山ショールーム、カスタマーセンター 2022年12月doda掲載求人より引用,東京都渋谷区恵比寿西2-17-6,2006,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大畑 慶高
2024-08-01,株式会社ビジョナリータンク,理容・美容・エステ,求人なし,,宮城県仙台市青葉区花京院1-2-3シティタワー仙台花京院1305,2006,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 相田 真哉
2024-08-01,株式会社エイテック,理容・美容・エステ,求人なし,,東京都中央区銀座3-11-3ＬＥＡＧＵＥ銀座,1997,,,,91 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 坂崎 文彦
2024-08-01,株式会社ＡＰＯＬＬＯＮ,理容・美容・エステ,求人なし,,愛知県名古屋市中区丸の内1-5-25,2006,,,,80 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤川 正博
2024-08-01,株式会社ＹＯＵ－２,理容・美容・エステ,求人なし,,広島県広島市西区己斐本町2-11-3,2006,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 齊木 憲正
2024-08-01,株式会社アリュールジャパン,理容・美容・エステ,求人なし,,愛知県名古屋市中区栄3-23-24,2006,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤川 和久
2024-08-01,株式会社サンフェニックス,理容・美容・エステ,求人なし,,東京都港区北青山3-6-7青山パラシオタワー11Ｆ,2001,,,,15 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 飯尾 紗代
2024-08-01,株式会社ホクトス・プランニング,理容・美容・エステ,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ・ネイルサロン・ネイルスクール事業・職業訓練校運営 2022年1月doda掲載求人より引用,大阪府大阪市淀川区西中島4-3-5ＮＬＣセントラルビル 605,2006,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田岡 健次
2024-08-01,株式会社テクノクラート,理容・美容・エステ,求人なし,,愛知県名古屋市名東区極楽3-49東進ビル 201,1991,,,,12 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 日野 典子
2024-08-01,ラッキーホールディングス株式会社,理容・美容・エステ,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 全国に38店舗展開するファミリー向けヘアサロンの運営 2023年1月doda掲載求人より引用,愛知県名古屋市北区大曽根3-13-31ラッキービル,2006,,,,5 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 瀬尾 悦司
2024-08-01,株式会社ＣＯＮＦＩＴ,理容・美容・エステ,求人なし,,福岡県福岡市西区姪の浜4-8-2えきマチ1丁目 2Ｆ,2007,,,,31 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 冨田 隆二
2024-08-01,株式会社ヴィーナス・ラッシュ,理容・美容・エステ,求人なし,,東京都港区赤坂9-6-28,2006,,,,20 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 吉川 充子
2024-08-01,株式会社アンジェラックス,理容・美容・エステ,求人なし,,長野県長野市南千歳1-20-2アンジェラックスビル 4Ｆ,2002,,,,6 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 池田 緑
2024-08-01,株式会社ティーケーアップ,理容・美容・エステ,求人なし,,東京都港区赤坂6-6-19,2007,,,,5 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中野 貴子
2024-08-01,株式会社タニタフィッツミー,理容・美容・エステ,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■女性向け小型フィットネスジムの運営及び■同事業のフランチャイズチェーンの運営 2022年7月doda掲載求人より引用,東京都板橋区常盤台1-38-9飯田電子設計ビル 2Ｆ,2007,,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 渡邊 久仁紀
2024-08-01,セレピジャパン株式会社,理容・美容・エステ,求人なし,,兵庫県神戸市中央区元町通1-8-14,2007,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 金本耶絵子
2024-08-01,株式会社フリーエンドプロフィット,理容・美容・エステ,求人なし,,愛知県名古屋市千種区池下2-2-16,2007,,,,2 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 坂上 智則
2024-08-01,株式会社ＡＶＡＮＺＡＲＥ,理容・美容・エステ,求人なし,,茨城県水戸市吉沢町354-30,2006,,,,35 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 池澤 美智子
2024-08-01,株式会社ビードッツ,理容・美容・エステ,求人なし,,神奈川県横浜市戸塚区品濃町539-3エクセル東戸塚 210,2007,,,,1 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐々木 純子
